Cell Number,Frame,Area,Perimeter,Solidity,Extent,Circularity,Convexity,Elongation,Compactness,Centroid_X,Centroid_Y,X_Centroid_Distance,Y_Centroid_Distance,X_Centroid_Velocity,Y_Centroid_Velocity,Area_MA,Perimeter_MA,Extent_MA,Solidity_MA,Compactness_MA,Elongation_MA,Circularity_MA,Convexity_MA,Centroid_X_MA,Centroid_Y_MA,X_Centroid_Distance_MA,Y_Centroid_Distance_MA,X_Centroid_Velocity_MA,Y_Centroid_Velocity_MA
2,3,41280.0,1173.1025971044414,0.9427886262418635,0.8136234626300851,0.3769446295063176,0.9034215196703144,0.7741673360266415,0.467766514807746,1203.6,1881.56,6.120000000000118,1.360000000000127,6.120000000000118,1.360000000000127,41280.0,1173.1025971044414,0.8136234626300851,0.9427886262418635,0.467766514807746,0.7741673360266415,0.3769446295063176,0.9034215196703144,1203.6,1881.56,6.120000000000118,1.360000000000127,6.120000000000118,1.360000000000127
2,5,41167.0,1218.6356056934324,0.948045966423324,0.7919167436134195,0.3483464246122434,0.8706616875856065,0.7810516040134805,0.4629496981912071,1203.6,1882.92,-0.6800000000000637,1.3599999999999,-0.6800000000000637,1.3599999999999,41223.5,1195.869101398937,0.8027701031217522,0.9454172963325937,0.46535810649947656,0.777609470020061,0.3626455270592805,0.8870416036279605,1203.6,1882.24,2.7200000000000273,1.3600000000000136,2.7200000000000273,1.3600000000000136
2,6,41506.0,1227.6417023478425,0.954358372996712,0.8114565004887585,0.346080779451633,0.8709886375590911,0.7866546357827591,0.4575909114550009,1200.88,1882.24,-2.7200000000000277,-0.6799999999998363,-2.7200000000000277,-0.6799999999998363,41317.666666666664,1206.4599683819054,0.8056655689107544,0.9483976552206332,0.4627690414846513,0.7806245252742937,0.357123944523398,0.8816906149383373,1202.6933333333334,1882.24,0.9066666666666756,0.6800000000000637,0.9066666666666756,0.6800000000000637
2,7,40308.0,1216.6772362537752,0.9400844275485692,0.7788082541154648,0.3421766331535947,0.8687754659899535,0.7809526224983816,0.4618387644467234,1208.36,1881.56,7.480000000000018,-0.6800000000000637,7.480000000000018,-0.6800000000000637,41065.25,1209.0142853498728,0.798951240211932,0.9463193483026172,0.46253647222516936,0.7807065495803156,0.3533871166809472,0.8784618277012414,1204.11,1882.07,2.5500000000000114,0.3400000000000318,2.5500000000000114,0.3400000000000318
2,11,41107.0,1190.0731598529185,0.9496384595837088,0.8310488436034288,0.3647357439025664,0.8868047067778256,0.7838943652013363,0.4594185941046951,1204.96,1882.24,-6.120000000000118,0.6800000000000637,-6.120000000000118,0.6800000000000637,41073.6,1205.2260602504819,0.8053707608902313,0.9469831705588355,0.4619128966010745,0.7813441127045198,0.35565684212527104,0.8801304035165582,1204.28,1882.104,0.8159999999999854,0.4080000000000382,0.8159999999999854,0.4080000000000382
2,12,38186.0,1539.7493500861672,0.9276777688701018,0.7801021450459653,0.2024016149273789,0.6692216153237617,0.7775189580964603,0.4645930104406485,1213.8000000000002,1880.2,8.840000000000146,-2.040000000000191,8.840000000000146,-2.040000000000191,40454.8,1278.555410846827,0.7986664973734074,0.9439609990844833,0.46127819572765505,0.7820144371184836,0.32074823920948325,0.8332904226472475,1206.32,1881.8319999999999,1.359999999999991,-0.27200000000002544,1.359999999999991,-0.27200000000002544
2,13,38103.0,1257.120887067671,0.9236866985042786,0.7628228228228229,0.3029806899678905,0.8268931214546141,0.7825068809185478,0.4585977285661464,1211.0800000000002,1880.88,-2.7200000000000277,0.6800000000000637,-2.7200000000000277,0.6800000000000637,39842.0,1286.2524671216747,0.792847713215288,0.9390891455006741,0.46040780180264285,0.782305492499497,0.3116750922806127,0.8245367094210492,1207.816,1881.4240000000002,0.9519999999999982,-0.4079999999999927,0.9519999999999982,-0.4079999999999927
2,16,41341.0,1232.8782463805517,0.9285521764520912,0.7870278708498325,0.3417830037205219,0.8817738822412116,0.7885921468808058,0.4522167605491132,1194.76,1881.56,-10.200000000000044,0.6800000000000637,-10.200000000000044,0.6800000000000637,39809.0,1287.2997759282166,0.7879619872875029,0.93392790619175,0.45933297162146536,0.7826929947191064,0.3108155371343905,0.8266937583574734,1206.592,1881.288,-0.5440000000000051,-0.1360000000000127,-0.5440000000000051,-0.1360000000000127
2,17,33388.0,1664.2579720575186,0.910747408619749,0.7547016274864377,0.1514812837362169,0.5586557313235566,0.7505284016360734,0.4884685963551485,1225.36,1882.24,30.600000000000136,0.6800000000000637,30.600000000000136,0.6800000000000637,38425.0,1376.8159230889655,0.7831406619616974,0.9280605024059859,0.4646589380031504,0.7766081505466447,0.2726764672509149,0.7646698114241939,1209.9920000000002,1881.4240000000002,4.080000000000018,0.13600000000001278,4.080000000000018,0.13600000000001278
2,21,37775.0,1806.909775673128,0.913830224738128,0.7513824243147551,0.1453922983958933,0.5676803948145993,0.7727837068920472,0.4692369415250966,1210.4,1881.56,9.519999999999982,-0.6800000000000637,9.519999999999982,-0.6800000000000637,37758.6,1500.1832462530074,0.7672073781039627,0.9208988554368698,0.46662260748723067,0.774386018884787,0.2288077781495803,0.7008449490315487,1211.0800000000002,1881.288,7.208000000000038,-0.1360000000000127,7.208000000000038,-0.1360000000000127
2,25,32818.0,1215.5523445727472,0.9214915482675352,0.7689315838800375,0.2791095162510061,0.7404300859125326,0.7281190630108912,0.5068603697106449,1224.68,1879.52,14.279999999999973,-2.039999999999964,14.279999999999973,-2.039999999999964,36685.0,1435.3438451503232,0.7649732658707771,0.9196616113163565,0.4750760793412299,0.7645060398676731,0.24414935841430574,0.7150866431493028,1213.256,1881.152,8.296000000000003,-0.1359999999999673,8.296000000000003,-0.1359999999999673
2,26,33638.0,1263.8904396893715,0.9241716577833948,0.7720804260007345,0.2646190906736284,0.7210305381465901,0.7363598551112178,0.5001339580916772,1219.92,1880.88,-4.759999999999991,1.3599999999999,-4.759999999999991,1.3599999999999,35792.0,1436.6977556746635,0.7668247865063595,0.9197586031721798,0.4833833252463361,0.7552766347062072,0.23647703855545332,0.693914126487698,1215.0240000000001,1881.152,7.888000000000011,-4.4408920985006264e-17,7.888000000000011,-4.4408920985006264e-17
2,27,38539.0,1430.1747109368334,0.9157201919878344,0.7663657333757556,0.2367729672622325,0.7219224115205133,0.7747979784305874,0.4664046276409303,1202.92,1881.56,-17.0,0.6800000000000637,-17.0,0.6800000000000637,35231.6,1476.1570485859197,0.7626923590115441,0.9171922062793282,0.48622089866469953,0.7525178010161635,0.2154750312637954,0.6619438323435584,1216.6560000000002,1881.152,6.52800000000002,-4.4408920985006264e-17,6.52800000000002,-4.4408920985006264e-17
2,28,38797.0,1311.085353161738,0.9270489844683392,0.7803097345132743,0.2836260244054082,0.7912559666863629,0.7810900550729728,0.459186204876135,1198.84,1880.88,-4.079999999999927,-0.6800000000000637,-4.079999999999927,-0.6800000000000637,36313.4,1405.5225248067636,0.7678139804169114,0.9204525214490463,0.4803644203688968,0.7586301317035433,0.2419039793976337,0.7084638794161197,1211.352,1880.8800000000003,-0.4079999999999927,-0.2720000000000255,-0.4079999999999927,-0.2720000000000255
2,29,34586.0,1247.3574311003804,0.9359963194500824,0.7939853076216713,0.2793369351386196,0.7475271499747057,0.7510307672269962,0.4875557740133373,1213.12,1879.52,14.279999999999973,-1.3599999999999,14.279999999999973,-1.3599999999999,35675.6,1293.6120558922141,0.7763345570782947,0.9248857403914371,0.484028186866545,0.7542795437705331,0.26869290674617896,0.7444332304481408,1211.896,1880.4720000000002,0.5440000000000055,-0.4079999999999927,0.5440000000000055,-0.4079999999999927
2,30,39598.0,1286.576731190387,0.9267893086177036,0.7691919191919192,0.300615749727566,0.8261928199953691,0.7893230531298667,0.4508536513856438,1192.0400000000002,1880.88,-21.079999999999927,1.3599999999999,-21.079999999999927,1.3599999999999,37031.6,1307.816933215742,0.776386624140671,0.9259452924614708,0.4728268432015447,0.7665203417943282,0.2729941534414909,0.7615857772647082,1205.368,1880.744,-6.527999999999975,0.27199999999998004,-6.527999999999975,0.27199999999998004
