Cell Number,Frame,Area,Perimeter,Solidity,Extent,Circularity,Convexity,Elongation,Compactness,Centroid_X,Centroid_Y,X_Centroid_Distance,Y_Centroid_Distance,X_Centroid_Velocity,Y_Centroid_Velocity
7,1,22313.0,856.5107140124047,0.8729655712050078,0.6151407382901883,0.3822101620235979,0.9047878161003852,0.7224580403881772,0.4995132889413622,1306.96,96.56,-4.759999999999991,1.3599999999999994,-4.759999999999991,1.3599999999999994
7,2,21809.0,854.475180106472,0.8396150144369586,0.6066143747218513,0.3753588949562258,0.9114580978277992,0.7333254861520409,0.4881795132803624,1303.5600000000002,95.2,-3.399999999999864,-1.3599999999999994,-3.399999999999864,-1.3599999999999994
7,3,20500.0,828.5462479183373,0.9069993805857888,0.6822417465388712,0.3752582208480267,0.8968960263477537,0.7382341420697799,0.4936109016565713,1304.92,97.24,1.3599999999999,2.0400000000000063,1.3599999999999,2.0400000000000063
7,7,21972.0,854.7472580451139,0.8968163265306123,0.658751574024105,0.3779236077102969,0.9209977984310506,0.7401536336170671,0.4859678718355019,1305.6,97.24,2.039999999999964,-1.3599999999999994,2.039999999999964,-1.3599999999999994
7,10,21223.0,851.1320343559642,0.863987949845302,0.5991135953026197,0.3681482709087769,0.9262170958803224,0.72784545978739,0.4924416890146762,1299.48,95.88,-4.759999999999991,-1.3599999999999994,-4.759999999999991,-1.3599999999999994
7,12,20063.0,803.8122292025696,0.9200256798275784,0.676341693635383,0.3902083141473632,0.9174567853717184,0.7195591759841123,0.506133659277086,1302.2,93.84,-0.6800000000000637,-2.0400000000000063,-0.6800000000000637,-2.0400000000000063
7,13,20882.0,834.6406563273158,0.8980346621941255,0.6260718354620135,0.3766889527056325,0.9270423723880866,0.7305587259336175,0.4915640925987959,1304.92,95.2,2.7200000000000277,1.3599999999999994,2.7200000000000277,1.3599999999999994
7,14,20618.0,825.1614716074871,0.9099254159495124,0.638328173374613,0.3805209005326643,0.9245691343871024,0.7302243457803899,0.4934596186257915,1305.6,94.52,0.6800000000000637,-0.6799999999999926,0.6800000000000637,-0.6799999999999926
7,16,20358.0,821.4335495461291,0.904398045313194,0.6647727272727273,0.3791404321746536,0.9206970076399862,0.7309677960890162,0.4908669421585001,1306.2800000000002,94.52,0.6800000000000637,0.6800000000000068,0.6800000000000637,0.6800000000000068
7,20,20239.0,832.7056274847714,0.8687757554945055,0.6208282208588957,0.3667886726432429,0.9318398233731832,0.7447583346936324,0.47407778477189,1305.6,93.84,2.7200000000000277,-0.6800000000000068,2.7200000000000277,-0.6800000000000068
7,22,20171.0,822.605122421383,0.880714316901716,0.6352670697908793,0.3745885293494411,0.9356927204065196,0.7482334052744046,0.4719860503686935,1303.5600000000002,95.2,-0.6799999999998363,1.3599999999999994,-0.6799999999998363,1.3599999999999994
7,23,19992.0,829.0193359837562,0.9032666154610762,0.6564223798266351,0.3655415818696845,0.9195098085600508,0.7473425136807519,0.4756747745240885,1304.24,94.52,0.6799999999998363,-0.6799999999999926,0.6799999999998363,-0.6799999999999926
7,24,20257.0,852.9604614807105,0.8821198397491726,0.6533673074442008,0.3498865046781972,0.9146858983055636,0.7595766181672414,0.4651367967281571,1302.2,93.84,-2.039999999999964,-0.6800000000000068,-2.039999999999964,-0.6800000000000068
7,25,20578.0,839.8538597629122,0.906080753819735,0.667769989615784,0.3666110762617861,0.9052663174262514,0.7394230994739774,0.4857126599835794,1304.92,94.52,2.7200000000000277,0.6800000000000068,2.7200000000000277,0.6800000000000068
7,26,20447.0,822.9188309203679,0.9109418159137486,0.6594104747162023,0.3794245783202969,0.924485700712362,0.741601914029522,0.4848301964628168,1304.24,95.88,-0.6800000000000637,1.3599999999999994,-0.6800000000000637,1.3599999999999994
7,27,20407.0,810.8772003600251,0.9184068406840684,0.6705770241850684,0.3900127902100648,0.9313621635602508,0.7459801314935897,0.4825185536263168,1306.2800000000002,97.92,2.040000000000191,2.039999999999992,2.040000000000191,2.039999999999992
7,28,20709.0,821.2680733252853,0.9186036195883606,0.6678599071207431,0.3858327710707914,0.9277704697121192,0.7465649495390327,0.4830628075096009,1304.92,97.24,-1.360000000000127,-0.6799999999999926,-1.360000000000127,-0.6799999999999926
7,29,20403.0,792.6700935788388,0.9243000815438978,0.6908776919951239,0.4080552288649539,0.9483209090834128,0.7484785434430752,0.4835230734787303,1304.24,95.2,-0.6800000000000637,-2.0400000000000063,-0.6800000000000637,-2.0400000000000063
7,30,20629.0,814.1198410471445,0.9278132589727444,0.7007133152173913,0.3911212044147164,0.9244763731520868,0.7468009619598086,0.4838419492386323,1304.92,98.6,0.6800000000000637,3.4000000000000057,0.6800000000000637,3.4000000000000057
7,33,20640.0,822.3919189857867,0.9091309518565828,0.6991869918699187,0.3834969272976711,0.9390289025263284,0.7625092942569612,0.4625777850957303,1307.64,97.92,2.7200000000000277,-0.6800000000000068,2.7200000000000277,-0.6800000000000068
7,34,20496.0,828.1614716074872,0.9051404345521992,0.6887791107974595,0.3755337139414547,0.9282429668153368,0.7599832211856605,0.4646492685075853,1308.3200000000002,97.24,0.6800000000000637,-0.6799999999999926,0.6800000000000637,-0.6799999999999926
7,36,20975.0,829.9188309203679,0.8923633269517124,0.7031040493429874,0.3826842564216079,0.9472604384559954,0.7775681786478332,0.4473384845395242,1303.5600000000002,99.28,-5.439999999999827,2.039999999999992,-5.439999999999827,2.039999999999992
