Cluster,PCA1_mean,PCA1_std,PCA2_mean,PCA2_std,X_Centroid_Velocity_MA_mean,X_Centroid_Velocity_MA_std
0,3.797571065647223,1.0294545042145535,-1.0447418363409158,0.7892773738273631,-2.108414634146341,2.567519045338959
1,0.2713638835987504,0.7020282540840558,-0.16061221856911562,0.5769207483884106,-0.37288888888888544,2.3867124182811366
2,-0.16449384895534233,1.0511253308892614,2.3631693697768354,0.7695433677812742,-0.5089141716566881,4.494619544970954
3,-1.7900863560426716,0.8176122812947192,-1.2674786111737903,0.3823113712789686,-1.369840650406504,7.916840294110843
