PCA1,PCA2,Cell Number,X_Centroid_Velocity_MA,Cluster
-3.480951422943817,-0.40482409527436003,2,0.9495865779222186,2
-3.3985205228146436,-0.4242493772587621,2,0.1224546117468889,2
-3.069960590960319,-0.8387183599244513,2,0.3456251307956487,2
-2.8035469255840755,-1.382038770440737,2,-0.358711157717039,2
-2.885271271717267,-1.1669311646709448,2,-0.5111410538702785,2
-2.766307161442855,-1.3052090789500306,2,-0.4363105597844878,2
-2.6165958960756575,-1.4639479513526799,2,-0.1720680162752615,2
-2.7184827810135057,-1.3557170158402523,2,-0.433082081891689,2
-2.36266749106698,-1.1287352892272113,2,-4.036376765988825,2
-1.847014401494132,-1.4101078286367943,2,-2.7239694571065685,2
-1.7583111964748543,-1.319093044064355,2,-0.5463100231517274,2
-1.645283002998486,-1.4057918036298362,2,0.2535390419333453,2
-1.477769764591357,-1.7592746259005132,2,0.1349510077899595,2
-2.0317069917063253,-1.6858995794752873,2,4.875007970522802,2
-2.6533549402018304,-1.2922117378182454,2,3.506062437551509,2
-2.782489356990397,-1.7766153980046833,2,2.095420812637576,2
-3.050643659474757,-1.9669082077944933,2,1.641245698157445,2
-3.027768623704438,-1.939495349550561,2,0.3216245603568041,2
-2.706363365484259,-2.2130498918459387,2,-0.7469349079176937,2
-2.4767893284809057,-3.1502793926294315,2,0.8352817086351024,2
-2.446661622694742,-2.676625006207929,2,-0.6386039922492729,2
-2.516928446941474,-2.101268701866219,2,-1.4134971125657558,2
-2.5509083009291564,-2.2296635754407252,2,0.2732197379042645,2
-2.6426819872180864,-2.5207741487832154,2,1.2245931442610072,2
-2.7189622896766443,-2.146536441217281,2,0.6116745417587027,2
-2.613588594544282,-2.3168719835632627,2,-0.4010157506775156,2
-2.320497417728536,-2.6428475995233325,2,-0.0806473771521267,2
-2.00968715605139,-2.0963054352649246,2,-4.047348020710752,2
-2.277326655664681,-1.138332523383192,2,-1.5376768132372036,2
-2.356075822423282,-0.5165541399018585,2,-2.152624036615907,2
-2.2088690383332854,-0.027504432335398146,2,-4.315418678967944,2
-2.073455054644642,0.3490854200449048,2,-3.0532319042493783,2
-2.3109784453852873,0.5640370842415595,2,1.985297165363045,2
-2.2666742763250762,0.5326042055797842,2,0.805364503354349,2
-2.2115842696344705,0.49430876324443646,2,0.8452324068226517,2
-2.494897024282875,0.40501325464907806,2,4.260644131686604,2
-2.768812419313449,0.3803652382631891,2,2.8790191135556142,2
-3.0897761069296084,0.39488952417479334,2,2.2050102819189306,2
-3.1611612491706254,0.4295740164100206,2,0.5112935043326615,2
-3.1863413436444894,0.4066238416701048,2,0.8298705738196077,2
-3.1301138248627782,0.327563943454254,2,0.6508931029348787,2
-3.1226321161762214,0.25162056147675155,2,0.7947207816531318,2
-2.4204176291707147,0.2822306247954516,2,-11.084726174619709,2
-2.3572215646289782,0.21654264879006968,2,0.5618911837611918,2
-1.6172156939713482,0.259282090810473,2,-11.644879975440515,2
-1.0013859266026992,0.35711866488180877,2,-11.577403505448364,2
-0.9709741003285488,0.414832340496703,2,0.1155901078309412,2
-1.5022009247095944,0.3433107606376144,2,11.550484719323688,2
-0.744172897722019,0.32255599326989853,2,-12.309107253784711,2
-0.7319690110659922,0.24304264524131655,2,1.4720952004126957,2
-1.113548401269795,0.22671410137941722,2,10.400013987216472,2
-0.8949161690566625,0.2609762230648056,2,-0.2438253378060366,2
-0.8202450134485919,0.2192303745903957,2,1.313842844878674,2
-0.7811542232324037,0.33309031964548647,2,10.267936303009009,2
-0.9182866685819383,0.4157308559657313,2,-10.458856219067666,2
-0.49994289795108793,0.43781026006961415,2,-13.807178039555604,1
-0.09778438551468156,0.47056538721899566,2,-14.766735876389996,1
0.4381043612493542,0.5736715206248251,2,-16.50348160152259,1
-0.178806491616226,0.5810286154309493,2,-39.34731344592909,1
-0.05631203528392343,0.5893373433355447,2,5.370831327285498,1
-0.030246666755039186,0.5818718730570509,2,-0.3322182927858627,1
-0.0021185747098378537,0.5808788743919983,2,-1.0270332675724128,1
0.07441994929903457,0.5658953393580745,2,-1.8080427698048855,1
0.3376147360847812,0.4166659524591464,2,24.912278970315025,1
-0.018197952475195435,0.2735859678550693,2,-1.3356101464864143,1
-0.3317341731069924,0.1036079794984526,2,-2.4834800781231654,1
-0.840024915614263,-0.03778283049847041,2,-0.3587244191219444,2
-1.3211665382653486,-0.4437885534094752,2,1.105926435057955,2
-1.5993148638306782,-0.44285323644993657,2,-0.306702219728865,2
-1.772721367219426,-0.4215083281737413,2,-5.088682060902371,2
-1.425411121934623,-0.41367750222412364,2,-8.515255006249252,2
-0.9995434588605591,-0.5330193002062199,2,-9.878431159212218,2
-0.6765542426499275,-0.3833331206479324,2,-6.599169806861013,2
-0.532941008062294,-0.4764983509565875,2,-0.3814177587091606,2
0.1315702817529296,-0.7922168235068882,2,-3.589701988118744,1
-0.14767289556243246,-1.1461613687160277,2,9.970284188107566,1
-0.3176484412744493,-1.0830178074844523,2,4.520351963857005,1
-0.42295429495665243,-1.0742221966074437,2,0.8651961598121971,2
-0.2327344902474201,-1.1831784543683557,2,-3.4193035723022582,1
-0.5601617102251237,-1.0119257712981422,2,5.071145314609887,2
-1.7873669390741285,0.6849316896644048,3,5.807393600123305,2
-1.424336939000941,0.1961459947679918,3,1.831160027746023,2
-0.44676843172678726,0.15047732192272129,3,-18.04082860476952,1
-0.5315755125164777,0.11199012601303104,3,-3.314246630470393,1
-0.8707141638596957,0.21864086208398262,3,-4.425882254079715,2
-0.11411242548369206,0.17086890305812158,3,-14.701478463332773,1
0.5165145324350627,0.29729761615211814,3,-15.185940730385775,1
-0.2176929404018206,0.43520188903848633,3,9.550317667247077,1
-0.8270399643374285,0.5397437363345831,3,-1.2221793662396068,2
-0.11978437685435431,0.5122109497734593,3,-14.875957146573592,1
-0.2131805171973449,0.5023961035823277,3,-4.498320871346799,1
-0.34769448214216664,0.6015670724601292,3,-2.410634904379138,1
0.507353689198913,0.4384091607681865,3,-17.731473365348894,1
1.571504356193264,0.44287150220487587,3,-15.578213835721726,1
0.8639241999419138,0.3104419602652421,3,9.29060558782544,1
0.23632223432451646,0.29814079092699347,3,11.674742192255303,1
-0.25342947277856076,0.35328746227243235,3,14.970832360649798,1
-1.2331008887824653,0.5060471478015374,3,12.930149084584832,2
-1.7649443982598914,0.6160831889677478,3,15.187400872654006,2
-1.5251115227556225,0.856998865870087,3,8.038737014995286,2
-1.59236668229657,0.9738068546014214,3,-1.722263407454078,2
-1.7430174127859086,0.9777967714566317,3,-5.33793312194557,2
-1.4866927760180215,0.9754850609374376,3,-2.652971118278741,2
-1.632074020847112,0.9721388163937129,3,-4.5994692782604485,2
-1.72179493992879,0.8886686565964441,3,-6.101522828977545,2
-1.8609352581757368,0.9069272778388191,3,1.170456665472716,2
-2.0081986471684794,0.8729593850381336,3,0.9339587827887272,2
-1.5735780363445218,0.8609715443928401,3,-6.693504668040623,2
-1.0646304015173453,0.8540804315911767,3,-7.250661839403006,2
-0.4628972342991404,0.7224219175439749,3,-14.157441953858642,1
-0.2992647025204804,0.7463600903982897,3,-4.178891824122229,1
-0.16122312337294806,0.6529011851108903,3,-0.3407744769463761,1
-0.6349431970457258,0.6584747890347791,3,8.651576781658287,2
-1.1782236689491772,0.6599985003843721,3,10.313767861575936,2
-1.8580807208191805,0.806936880968647,3,18.36483738307327,2
-1.8461469531603074,0.7829835745711088,3,9.624195606516082,2
-1.8119390360367047,0.9091212341443431,3,2.232660026074882,2
-1.4928298686467696,0.6072942774802572,3,2.661762012822055,2
-1.1066232685031203,0.3498555163638736,3,0.3334654478080893,2
-0.9173161706661661,0.288072166624688,3,-1.1627279069427003,2
-0.7667161987366176,0.2247340477478839,3,-4.538359161037329,2
-0.6254854846175167,0.22784880744707114,3,-3.066044291005801,2
-0.9979708044015041,0.5342605012541323,3,-14.562142106804751,2
-0.7193754047565624,0.45256472241577916,3,-6.600960659210864,2
-0.976737795759678,0.404979066699011,3,-10.922788507400265,2
-0.587345626097948,0.28801468451357315,3,-20.407221275766734,2
-0.9900993055183326,0.09802823567258737,3,-6.722722767702839,2
-1.1952545839367008,0.026545915939679525,3,4.820746159261307,2
-1.4099117327623671,0.3079641021807601,3,-15.237785690205785,2
-0.6320452731814729,0.10075887955071833,3,-13.541187043168224,2
-0.7400038704014742,0.09135581623139673,3,0.4673984209550326,2
0.09029014876846837,0.24901763786278475,3,-7.71830003978464,1
0.7065900449509286,0.37668512506697743,3,-16.000913372082458,1
0.7747466106549743,0.31120268845735943,3,-6.636797274973924,1
0.5106893641407119,0.6277588915389052,3,-3.854423316182374,1
-0.12313020887314767,0.7632120012460112,3,4.1247650382704935,1
-0.7823662449632993,0.7250870254572013,3,1.810755372853032,2
-1.0843366442950342,0.5177890250998696,3,9.967377988171256,2
-1.4558308967229805,0.19098339387000504,3,11.012599591500452,2
-1.335721033999694,0.0631781301537185,3,22.32391058129849,2
-0.973731973742189,0.11771039610178685,3,12.283563913520174,2
-0.6612730322016849,0.06889889582208276,3,10.20792493561262,2
-0.47257660925666367,0.23080911278998534,3,10.72039766729156,1
-0.4998595990647409,0.4526351439045533,3,10.072186979630487,1
