Cell Number,Frame,Area,Perimeter,Solidity,Extent,Circularity,Convexity,Elongation,Compactness,Centroid_X,Centroid_Y,X_Centroid_Distance,Y_Centroid_Distance,X_Centroid_Velocity,Y_Centroid_Velocity,Area_MA,Centroid_X_MA,Centroid_Y_MA,Circularity_MA,Compactness_MA,Convexity_MA,Elongation_MA,Extent_MA,Perimeter_MA,Solidity_MA,X_Centroid_Distance_MA,X_Centroid_Velocity_MA,Y_Centroid_Distance_MA,Y_Centroid_Velocity_MA
2,1,20663.0,694.0904037956217,0.8493854564886751,0.6206782613919678,0.5389781502396211,0.9676646524780659,0.5543149212398645,0.6147915798423919,1309.7927464550162,97.48734452886804,0.9495865779222186,1.2025729955148705,0.9495865779222186,1.2025729955148705,20663.0,1309.7927464550162,97.48734452886804,0.5389781502396211,0.6147915798423919,0.9676646524780659,0.5543149212398645,0.6206782613919678,694.0904037956217,0.8493854564886751,0.9495865779222186,0.9495865779222186,1.2025729955148705,1.2025729955148705
2,2,19913.0,695.0193359837562,0.8317878028404344,0.6428525309917356,0.5180274619676705,0.9544518324994861,0.5680896739055717,0.6046850835623386,1309.0880691005877,95.80722944809924,-0.7046773544284406,-1.6801150807688003,-0.7046773544284406,-1.6801150807688003,20288.0,1309.440407777802,96.64728698848364,0.5285028061036459,0.6097383317023652,0.9610582424887759,0.5612022975727181,0.6317653961918517,694.5548698896889,0.8405866296645548,0.12245461174688899,0.12245461174688899,-0.2387710426269649,-0.2387710426269649
2,3,18146.0,750.8183258569795,0.8060231866032959,0.6054317362872014,0.4045023434665782,0.8633125792606798,0.5628909744013635,0.5979379348501129,1309.880035269481,99.20606414636835,0.7919661688931683,3.3988346982691127,0.7919661688931683,3.3988346982691127,19574.0,1309.5869502750284,97.50021270777854,0.48716931855795664,0.6058048660849478,0.9284763547460773,0.5617651898489332,0.6229875095569682,713.309355212119,0.8290654819774685,0.34562513079564877,0.34562513079564877,0.9737642043383943,0.9737642043383943
2,4,20733.0,885.144227664784,0.7900091449474166,0.6208228530362918,0.33254002773828834,0.7753911957180105,0.5064642336018621,0.6246013601430295,1307.4083152462258,102.61489605942218,-2.471720023255102,3.408831913053831,-2.471720023255102,3.408831913053831,19863.75,1309.0422915178276,98.77888354568945,0.4485119958530395,0.6105039895994682,0.8902050649890606,0.5479399507871654,0.6224463454267991,756.2680733252853,0.8193013977199555,-0.358711157717039,-0.358711157717039,1.5825311315172534,1.5825311315172534
2,5,17514.0,668.7766952966368,0.863950276243094,0.6479946721918011,0.4920768654137915,0.943117585523194,0.6123240028293462,0.5968045465412437,1306.2874546077426,95.97345437935365,-1.1208606384832365,-6.6414416800685245,-1.1208606384832365,-6.6414416800685245,19393.8,1308.4913241358106,98.2177977124223,0.4572249697651899,0.6077641009878233,0.9007875690958873,0.5608167611956016,0.6275560107797995,738.7697977195556,0.8282311734245832,-0.5111410538702785,-0.5111410538702785,-0.06226343079990215,-0.06226343079990215
2,6,19168.0,725.303607231218,0.8347704903754029,0.6143589743589744,0.45787506144083145,0.9073309351530253,0.5628460370491106,0.6046029339143222,1307.6111936560937,98.8210496661102,1.3237390483511717,2.847595286756544,1.3237390483511717,2.847595286756544,19094.8,1308.0550135760263,98.48453873987071,0.441004352005432,0.6057263718022095,0.8887208256308792,0.5625229843574509,0.6262921533732009,745.012438406675,0.8253081802019289,-0.43631055978448785,-0.43631055978448785,0.26674102744843253,0.26674102744843253
2,7,19780.0,758.859956417322,0.8062280916279448,0.6018011439698187,0.4316312482372053,0.8985159307922695,0.5658585865854011,0.5958120279897935,1308.2277290192114,97.68148432760364,0.6165353631176913,-1.1395653385065572,0.6165353631176913,-1.1395653385065572,19068.2,1307.882945559751,98.8593897157716,0.42372510925933893,0.6039517606877004,0.8775336452894358,0.5620767668934168,0.6180818759688174,757.7805624933881,0.8201962379594308,-0.17206801627526147,-0.17206801627526147,0.3748509759008812,0.3748509759008812
2,8,20539.0,744.9604614807105,0.8158814650035752,0.6089599146110057,0.4650746975090728,0.917830261391132,0.5405156424882293,0.6111366804055857,1307.7146248600225,98.99570378304689,-0.5131041591889698,1.3142194554432507,-0.5131041591889698,1.3142194554432507,19546.8,1307.4498634778593,98.81731764310732,0.43583958006783785,0.6065915097987948,0.8884371817155262,0.5576017005107899,0.6187875116335784,756.6089896181342,0.8221678936394866,-0.43308208189168906,-0.43308208189168906,-0.04207207266429123,-0.04207207266429123
2,10,24692.0,1023.5290039756343,0.7145502951730525,0.5322813598051263,0.29618688519653685,0.8366475569024912,0.6410796880289029,0.5082294680588615,1292.6676073222097,98.78674388465902,-15.047017537812735,-0.20895989838787443,-7.5235087689063675,-0.10447994919393722,20338.6,1304.501721893056,98.05168720815468,0.4285689515594876,0.5833171313819614,0.9006884539524224,0.5845247913961981,0.6010792129873452,784.2859448803043,0.8070761236846138,-2.9481415848032158,-1.443439831021942,-0.7656304349526323,-0.7447344451138449
2,11,21433.0,773.445742854949,0.7825975827947567,0.5628413865546219,0.4502286433906173,0.948099605618841,0.5871541542231088,0.5785030456731932,1304.879643540335,95.35377968553166,12.212036218125377,-3.4329641991273547,12.212036218125377,-3.4329641991273547,21122.4,1304.2201596795744,97.92775226939028,0.42019930715485276,0.5796568312083512,0.9016848579715517,0.5794908216749505,0.5840485558599094,805.2197543919667,0.7908055849949464,-0.281562213481493,1.2231395402997804,-0.12393493876439834,-0.1030389489256109
