PHATE1,PHATE2,Cell Number,Convexity_MA,Cluster
-0.043792489705763986,0.014931292514895968,2,0.967664652478066,1
-0.043971583827712026,0.01497809337903551,2,0.961058242488776,1
-0.04339290199425135,0.009607276458378933,2,0.8991692268985209,1
-0.04375679634221785,0.01106653815709111,2,0.9101563165546892,1
-0.0436312336679045,0.010609145054444146,2,0.9095912402743564,1
-0.04291898463966446,0.009205666706756398,2,0.895761495937197,1
-0.042346823285807286,0.008076381995619117,2,0.8884371817155262,1
-0.03897438192106051,0.004204064402534387,2,0.8941747138210276,1
-0.03429002357321125,-0.001599355730876342,2,0.872880708096887,1
-0.032816861364313075,-0.002569446010534525,2,0.8810344421900502,1
-0.03346750610198089,-0.0023758393920904905,2,0.8600084358398574,1
-0.03418013620311957,-0.0017515846051026887,2,0.8579679176772151,1
-0.040062252587263786,0.005257482155252348,2,0.8956581176603986,1
-0.04312585082499956,0.008893367837575014,2,0.8916655153301596,1
-0.04397514117204288,0.009566593582010383,2,0.8725077232458462,1
-0.04410242429377344,0.009608138065986736,2,0.8754404060244086,1
-0.04298993318325678,0.00795089888382258,2,0.8496719806579165,1
-0.041707807961637054,0.006251389648890947,2,0.7979603846639292,1
-0.04182361682976899,0.006350780478928335,2,0.8263220162325753,1
-0.040405008267985154,0.004932271269647584,2,0.8101628928270639,1
-0.0402412703977504,0.00461243898629532,2,0.7919652629427979,1
-0.04169233248876163,0.006321473637881098,2,0.8058798520862283,1
-0.04177723723293723,0.0063680380647079165,2,0.8373389410033838,1
-0.041012688949396456,0.005455800721224317,2,0.8244237105807664,1
-0.042194679905997935,0.007189767774639078,2,0.8686776137572613,1
-0.041955277497377076,0.009347140899557222,2,0.9240193172114374,1
-0.036534402769635516,0.00886267915195029,2,0.9507444807961996,1
-0.03425892983891561,0.00751339320961873,2,0.9680334668315004,1
-0.034796523207266936,0.009293807499183526,2,0.9877687617040916,1
-0.034840080273201283,0.009181094550931265,2,0.9876392979427482,1
-0.03438307229999891,0.008541773782313463,2,0.9877382932809508,1
-0.03631757575142723,0.01063447427976254,2,0.9893256813572008,1
-0.03967840696017736,0.01512475974637717,2,0.992270628738646,1
-0.04041237963989746,0.016241499387434567,2,0.9915482289509144,1
-0.03981721065904368,0.015357634075298892,2,0.990147711378492,1
-0.03466266288636397,0.00876188581001924,2,0.9775295618673756,1
-0.02666591096356035,8.872388877951626e-05,2,0.9639591727279112,1
-0.022923997823887144,-0.0016315914755441279,2,0.9618968908662068,1
-0.010063480453016681,-0.007627127725019956,2,0.9430936085037078,1
-0.003553474905425505,-0.009750455936260928,2,0.925710158731258,3
-0.007155171306123279,-0.008478130583285995,2,0.934481360142018,1
-0.013080382394292378,-0.0065216498828051615,2,0.9450734831225276,1
0.01536410426380959,-0.012294343863733504,3,0.8790865645806782,3
-0.0019897283653683546,-0.014457416180578778,3,0.9056696118354652,3
-0.009419204346947103,-0.011216589452711596,3,0.9316684458714688,1
-0.0028787618680350294,-0.011915265210985277,3,0.928431607347861,3
-0.005928236393902071,-0.009807325597436871,3,0.9410042957022644,1
-0.02375469301973321,-0.0022886775796036223,3,0.9633937933409056,1
-0.014160059953160107,-0.009857017560136514,3,0.9605641535682936,1
-0.0047889530773576865,-0.010461240517898193,3,0.9456051198876292,1
-0.0057040704548483815,-0.009495882005179996,3,0.9509197218289802,1
0.0013540400207416071,-0.013285947285486656,3,0.9273897644151616,3
0.00310176192966634,-0.012462221992335518,3,0.921470670236888,3
-0.002717303844595916,-0.012535068435997094,3,0.9257203953008574,3
-0.004773425595890551,-0.009590616028191846,3,0.9416857869871418,1
-0.016909123025792783,-0.008032367918941331,3,0.948631125715558,1
-0.0272390492281837,0.0017329824331285145,3,0.9705767658508216,1
-0.02684347911681611,0.0017463414255341851,3,0.9757741076612624,1
-0.026290386189224822,0.002364478020416266,3,0.9862169976685532,1
-0.0279295376850011,0.002972181238133852,3,0.980173359967884,1
-0.02464237754231634,0.000806669947829182,3,0.9803456587308498,1
-0.02846950094469973,0.004082592987952259,3,0.981911960948899,1
-0.021948914329189034,-0.003013319085013121,3,0.9690549091554485,1
-0.015775195577722976,-0.010376319380755552,3,0.96026709160844,1
-0.010161233012324352,-0.012398760505459086,3,0.9398499687673582,1
-0.010995245271167188,-0.012272577161093493,3,0.9380573886323542,1
-0.011127912466018663,-0.01295626870971137,3,0.9268630517604376,1
-0.015080286720952144,-0.011367902612380763,3,0.930993606288596,1
-0.01944016518966251,-0.009107567128585235,3,0.9363601868365288,1
-0.025999749492393726,0.0006812473538496584,3,0.9568261164979838,1
-0.025916759386183284,0.000649065139784278,3,0.9567926411263168,1
-0.02631055948963366,0.001314351189803716,3,0.9625576820990386,1
-0.022784175947755666,-0.005103951875662812,3,0.9386241345219452,1
-0.01905352394793976,-0.009350087966644037,3,0.9183344698204158,1
-0.01741486741702941,-0.010468175989886785,3,0.9084950084795316,1
-0.01635013325336135,-0.013459896287124115,3,0.9011928706641206,1
-0.017067533311622352,-0.01106320690567333,3,0.9013119239105308,1
-0.014423793931585271,-0.01408772243034066,3,0.8995372504918923,1
-0.017567808923594,-0.010442567922943607,3,0.914403553316515,1
-0.013148845923805295,-0.012234656921090253,3,0.912587051460467,1
