Cluster,PCA1_mean,PCA1_std,PCA2_mean,PCA2_std,Area_MA_mean,Area_MA_std
0,1.0750982556669009,0.7707604170066239,1.3604735368480507,0.5481982978379287,42922.26,11523.946057255522
1,-2.014069615194637,1.0737046757097108,-0.20269163135716886,0.8125798427463776,25850.994838308456,6534.108964548758
2,5.173219955443756,0.5301354727348271,-0.3670243548156799,0.6332398743748618,79311.43041666667,6628.559958982604
3,1.673644474021751,0.9190059248269938,-0.6996170027294191,0.4770872485360681,58682.40586666667,14961.213719698908
