PHATE1,PHATE2,Cell Number,Area_MA,Cluster
0.04379248970576396,-0.014931292514895899,2,20663.0,1
0.04397158382771204,-0.014978093379035414,2,20288.0,1
0.043392901994251325,-0.009607276458378708,2,20436.33333333333,1
0.04375679634221789,-0.011066538157091008,2,19705.75,1
0.04363123366790451,-0.010609145054444016,2,19598.2,1
0.042918984639664454,-0.009205666706756281,2,19421.6,1
0.04234682328580733,-0.008076381995618923,2,19546.8,1
0.03897438192106052,-0.004204064402534256,2,20421.8,1
0.03429002357321125,0.0015993557308764293,2,21857.4,1
0.03281686136431308,0.0025694460105345515,2,22310.4,1
0.033467506101980904,0.002375839392090617,2,22947.2,1
0.03418013620311958,0.001751584605102842,2,22901.2,1
0.040062252587263786,-0.005257482155252215,2,21601.8,1
0.043125850824999576,-0.008893367837574814,2,20773.6,1
0.043975141172042924,-0.009566593582010152,2,20311.0,1
0.044102424293773416,-0.009608138065986526,2,20161.4,1
0.04298993318325673,-0.00795089888382245,2,20282.2,1
0.041707807961637075,-0.0062513896488907575,2,20865.4,1
0.041823616829769004,-0.006350780478928127,2,20691.2,1
0.04040500826798518,-0.0049322712696474365,2,21067.8,1
0.0402412703977504,-0.004612438986295151,2,20724.8,1
0.04169233248876164,-0.0063214736378808326,2,20190.8,1
0.041777237232937234,-0.006368038064707704,2,19710.4,1
0.04101268894939643,-0.0054558007212242125,2,19397.0,1
0.04219467990599794,-0.007189767774638905,2,18771.6,1
0.04195527749737708,-0.009347140899557111,2,18271.6,1
0.036534402769635474,-0.008862679151950329,2,18958.6,1
0.03425892983891554,-0.007513393209618758,2,19197.4,1
0.03479652320726691,-0.009293807499183642,2,19214.4,1
0.034840080273201214,-0.009181094550931407,2,19219.8,1
0.03438307229999884,-0.008541773782313546,2,19229.2,1
0.036317575751427175,-0.010634474279762595,2,18360.4,1
0.039678406960177305,-0.015124759746377314,2,17789.0,1
0.040412379639897404,-0.016241499387434695,2,17584.6,1
0.03981721065904364,-0.015357634075298927,2,17307.8,1
0.0346626628863639,-0.008761885810019339,2,18844.8,1
0.026665910963560194,-8.87238887796814e-05,2,20592.6,1
0.02292399782388711,0.0016315914755440127,2,20536.6,1
0.010063480453016617,0.007627127725019795,2,22457.2,1
0.0035534749054255185,0.009750455936260798,2,23991.2,1
0.007155171306123272,0.008478130583285884,2,22234.2,1
0.01308038239429232,0.006521649882804987,2,20409.2,1
-0.01536410426380961,0.01229434386373356,3,48207.0,0
0.001989728365368353,0.014457416180578714,3,41907.5,0
0.009419204346947032,0.011216589452711406,3,39828.333333333336,1
0.002878761868035008,0.011915265210985118,3,42790.25,0
0.005928236393902057,0.009807325597436713,3,41632.4,1
