Cluster,PCA1_mean,PCA1_std,PCA2_mean,PCA2_std,X_Centroid_Velocity_MA_mean,X_Centroid_Velocity_MA_std
0,-3.2013933291845693,0.7638376126733624,0.27292159639088287,0.7579417369169814,-0.30042070585220043,8.394635621722525
1,4.819994986650408,0.6070148228072927,0.3453600787774778,0.7002828935388028,2.089741591077816,14.801658616567787
2,0.9078456534711862,0.7428116833929392,-1.2674144812082557,0.6221406733033232,-1.4849611365405813,41.0877549411077
3,1.463446511029529,0.8336635803487292,1.1503086028424143,0.5837792260427042,-4.89219041390069,16.927460733989122
4,-1.1496309182009692,0.5778670222672433,0.18998125024153945,0.7650695869454676,-0.14451090540917463,13.99344818827578
