PHATE1,PHATE2,Cell Number,X_Centroid_Velocity_MA,Cluster
-0.025638650179356945,0.02498193292312084,2,0.9495865779222186,2
-0.025531182716547782,0.024919868781002455,2,0.1224546117468889,2
-0.028228631839309185,0.020914236905370063,2,0.3456251307956487,2
-0.030023164139447917,0.01679382668376216,2,-0.358711157717039,2
-0.029257938303720848,0.018149272026875114,2,-0.5111410538702785,2
-0.029912998093518176,0.016633978526783232,2,-0.4363105597844878,2
-0.03020548466528292,0.013509422077602721,2,-0.1720680162752614,2
-0.029853246750559684,0.015826699478611747,2,-0.433082081891689,2
-0.029521894741475724,0.012056311369307756,2,-4.036376765988825,2
-0.028776951143658913,0.004946864862035941,2,-2.7239694571065685,4
-0.02798685849267663,0.0037162862319192946,2,-0.5463100231517274,4
-0.02807205114240154,0.00316502371395515,2,0.2535390419333453,4
-0.02800599457930756,0.0005204570050606656,2,0.1349510077899594,4
-0.02959585861951946,0.008074431059814096,2,4.875007970522802,4
-0.029625222090299896,0.01662707549308655,2,3.506062437551509,2
-0.030426240832694844,0.015848066783623816,2,2.095420812637576,2
-0.030309087117976617,0.01646508282579218,2,1.641245698157445,2
-0.030171551187857613,0.01661865624574251,2,0.3216245603568041,2
-0.030482756642382737,0.012906944818946152,2,-0.7469349079176937,2
-0.030349869916547638,0.00552542875742666,2,0.8352817086351024,4
-0.02992504590173075,0.008630865865662137,2,-0.6386039922492728,4
-0.029938293371839692,0.01153621228983286,2,-1.4134971125657558,2
-0.03012009059816264,0.011082319217536704,2,0.2732197379042645,2
-0.03075141009268834,0.011632075881240982,2,1.2245931442610072,2
-0.030140170622100487,0.013796749886927001,2,0.6116745417587026,2
-0.030097264372814736,0.011625601270458814,2,-0.4010157506775158,2
-0.02922620571162219,0.007659597814047774,2,-0.0806473771521268,4
-0.029404929301178856,0.006560016794535418,2,-4.047348020710752,4
-0.029308807095687076,0.01137194020829707,2,-1.5376768132372036,2
-0.02649461222074004,0.01233206290106862,2,-2.152624036615907,2
-0.02414375287194644,0.01356874854942952,2,-4.315418678967944,2
-0.021968639149743414,0.011836839031856127,2,-3.0532319042493783,2
-0.021550366444773022,0.01447321140062067,2,1.985297165363045,2
-0.021802215714327246,0.014217623498937059,2,0.805364503354349,2
-0.021840425754276502,0.013535469186948632,2,0.8452324068226517,2
-0.022906996579069774,0.017257037894613508,2,4.260644131686604,2
-0.022857037215326434,0.018942768336726628,2,2.8790191135556142,2
-0.02296127543790144,0.021768803001098704,2,2.2050102819189306,2
-0.022769502785505484,0.02295606448818728,2,0.5112935043326615,2
-0.02283416227817779,0.023458947650050545,2,0.8298705738196077,2
-0.02307813048035206,0.022238166098333106,2,0.6508931029348787,2
-0.023321725501250484,0.02182428975190184,2,0.7947207816531318,2
-0.023369958660042562,0.016170446125921393,2,-11.084726174619709,2
-0.023359643181852685,0.01516758424207194,2,0.5618911837611904,2
-0.01772124046939211,0.0040900746400220084,2,-11.644879975440515,4
-0.012947647023169901,-0.002979602516284411,2,-11.577403505448364,4
-0.012659140353429812,-0.0032735663588153055,2,0.1155901078309398,4
-0.016667680920076183,0.002465031545843453,2,11.550484719323686,4
-0.009639602954291063,-0.006450740799543958,2,-12.309107253784711,4
-0.009568554380893685,-0.006771561069022912,2,1.4720952004126957,4
-0.013300847420985763,-0.0018748492836617337,2,10.400013987216472,4
-0.010783894439602685,-0.004357956101471363,2,-0.243825337806038,4
-0.010013943246715907,-0.004934380805467589,2,1.3138428448786723,4
-0.020745649238805276,0.0064881884949625785,3,5.807393600123305,4
0.0009586969635338172,-0.009139809319177395,3,5.807393600123305,0
-0.005976851950441876,-0.009867779992929688,3,183.80818456658935,0
0.0023779575802201215,-0.010395371512813419,3,183.80818456658935,0
0.0025819091872784986,-0.011470274196776858,3,231.07109846002436,0
0.003885397987315194,-0.011246640982681444,3,242.75713369079224,0
-0.00658633043958219,-0.012400482454028895,3,179.8497440809649,0
-0.0013518779995697462,-0.01329103948610914,3,78.00485333616555,0
-0.0051463955547372845,-0.015637610864403236,3,61.49040569295319,0
-0.010120531608839398,-0.012356902099638705,3,9.550317667247077,0
-0.016451123411802472,-0.006655627337092745,3,-1.2221793662396068,4
-0.010842917729356364,-0.012932766893605454,3,-14.875957146573592,0
-0.011664299616371094,-0.012222128417608325,3,-4.498320871346801,4
-0.013030033659775116,-0.011263513719094771,3,-2.4106349043791395,4
-0.006664064467110687,-0.016270695660190557,3,-17.731473365348894,0
0.010683179601591512,-0.019343596978617136,3,-15.578213835721726,0
-0.001974691825827501,-0.01757512242672291,3,9.29060558782544,0
-0.0071568800046855055,-0.014086387165696289,3,11.674742192255303,0
-0.010409854712089476,-0.011603016990770735,3,14.970832360649798,4
-0.010384138490785618,-0.008471964928893815,3,21.39046699743352,4
-0.01751981207175465,0.002438458520260817,3,78.59812239125125,4
-0.01658091256915585,0.0005274362528992574,3,69.06131920273285,4
-0.016032727497841126,-0.00046142079804631006,3,67.36661600951135,4
-0.017502146459334372,0.0016137635209456805,3,54.13706077025634,4
-0.019265840024185903,0.003006719486336692,3,-1.2957534177823162,4
-0.0181640364740827,0.001278453811680364,3,-58.26967510932798,4
-0.018867028904950893,0.0015816977873154671,3,-62.40514592481574,4
-0.019817164937309062,0.0024646240843773804,3,-65.43924199123788,4
-0.01988461227703349,0.0013299909895351538,3,-56.81026159479404,4
-0.021190756054681344,0.004341627739015122,3,0.3947840257266364,4
-0.021717937020220065,0.005268089877873936,3,0.9339587827887272,4
-0.021589311552017335,0.0009060143105677627,3,-6.693504668040623,4
-0.019808582578768302,-0.004764476805369731,3,-7.250661839403006,4
-0.016480331545924487,-0.009357096304195782,3,-14.157441953858642,4
-0.015993585271921254,-0.009800858653824551,3,-4.178891824122229,4
-0.015334058301014612,-0.01030713037535131,3,-0.3407744769463761,4
-0.01889632128023169,-0.00716233487517768,3,8.651576781658287,4
-0.020758805917964647,-0.004710195978575303,3,10.313767861575936,4
-0.022437369772179694,0.0033473988676376663,3,18.36483738307327,4
-0.022015711535930196,0.0031429897767088094,3,9.624195606516082,4
