lr,batch_size,hidden_sizes,epochs,mse,r2
0.001,16,"(512, 256, 128)",150,30.528791427612305,-0.003716588020324707
0.001,16,"(512, 256, 128)",200,25.59674835205078,0.15843766927719116
0.001,16,"(512, 256, 128)",300,28.744985580444336,0.05493086576461792
0.001,16,"(256, 128, 64)",100,29.91991424560547,0.01630181074142456
0.001,16,"(256, 128, 64)",150,29.940858840942383,0.015613257884979248
0.001,16,"(256, 128, 64)",200,34.67365264892578,-0.1399902105331421
0.001,16,"(256, 128, 64)",300,27.36903190612793,0.10016900300979614
0.001,16,"(128, 64, 32)",100,26.78676986694336,0.11931246519088745
0.001,16,"(128, 64, 32)",150,33.10211181640625,-0.08832144737243652
0.001,16,"(128, 64, 32)",200,29.76673126220703,0.021338164806365967
0.001,16,"(128, 64, 32)",300,28.391321182250977,0.06655848026275635
0.001,16,"(64, 32, 16)",100,25.71929931640625,0.15440845489501953
0.001,16,"(64, 32, 16)",150,27.1953182220459,0.10588032007217407
0.001,16,"(64, 32, 16)",200,33.652122497558594,-0.10640466213226318
0.001,16,"(64, 32, 16)",300,32.334327697753906,-0.06307852268218994
0.001,16,"(32, 16, 8)",100,27.151779174804688,0.10731178522109985
0.001,16,"(32, 16, 8)",150,26.441268920898438,0.13067173957824707
0.001,16,"(32, 16, 8)",200,26.35845947265625,0.1333943009376526
0.001,16,"(32, 16, 8)",300,27.839242935180664,0.0847095251083374
0.001,16,"(64, 32, 16, 8)",100,27.0196475982666,0.11165595054626465
0.001,16,"(64, 32, 16, 8)",150,27.62592887878418,0.09172278642654419
0.001,16,"(64, 32, 16, 8)",200,28.21607208251953,0.07232028245925903
0.001,16,"(64, 32, 16, 8)",300,28.506614685058594,0.06276792287826538
0.001,16,"(128, 64, 32, 16)",100,31.0303955078125,-0.020208239555358887
0.001,16,"(128, 64, 32, 16)",150,28.709047317504883,0.05611234903335571
0.001,16,"(128, 64, 32, 16)",200,35.79654312133789,-0.17690825462341309
0.001,16,"(128, 64, 32, 16)",300,38.293209075927734,-0.25899291038513184
0.001,16,"(256, 128, 64, 32)",100,28.4305362701416,0.06526917219161987
0.001,16,"(256, 128, 64, 32)",150,28.993865966796875,0.046748220920562744
0.001,16,"(256, 128, 64, 32)",200,24.832372665405273,0.18356853723526
0.001,16,"(256, 128, 64, 32)",300,40.223960876464844,-0.32247161865234375
0.001,16,"(1024, 512, 256, 128)",100,31.82639503479004,-0.04637885093688965
0.001,16,"(1024, 512, 256, 128)",150,31.82312774658203,-0.046271443367004395
0.001,16,"(1024, 512, 256, 128)",200,25.277841567993164,0.1689225435256958
0.001,16,"(1024, 512, 256, 128)",300,25.380159378051758,0.1655585765838623
0.001,16,"(512, 256, 128, 64, 32)",100,26.757923126220703,0.12026089429855347
0.001,16,"(512, 256, 128, 64, 32)",150,26.92654800415039,0.11471682786941528
0.001,16,"(512, 256, 128, 64, 32)",200,29.41019058227539,0.03306037187576294
0.001,16,"(512, 256, 128, 64, 32)",300,31.070728302001953,-0.021534204483032227
0.001,16,"(256, 128, 64, 32, 16)",100,27.756542205810547,0.0874285101890564
0.001,16,"(256, 128, 64, 32, 16)",150,29.48426055908203,0.03062516450881958
0.001,16,"(256, 128, 64, 32, 16)",200,33.975563049316406,-0.11703848838806152
0.001,16,"(256, 128, 64, 32, 16)",300,29.527755737304688,0.029195129871368408
0.001,16,"(1024, 512, 256, 128, 64)",100,27.944631576538086,0.08124464750289917
0.001,16,"(1024, 512, 256, 128, 64)",150,31.42354965209961,-0.03313422203063965
0.001,16,"(1024, 512, 256, 128, 64)",200,24.46183204650879,0.19575107097625732
0.001,16,"(1024, 512, 256, 128, 64)",300,28.955862045288086,0.04799771308898926
0.001,16,"(1024, 512, 256, 128, 64, 32, 16)",100,29.032350540161133,0.04548293352127075
0.001,16,"(1024, 512, 256, 128, 64, 32, 16)",150,26.093097686767578,0.14211881160736084
0.001,16,"(1024, 512, 256, 128, 64, 32, 16)",200,24.695114135742188,0.18808132410049438
0.001,16,"(1024, 512, 256, 128, 64, 32, 16)",300,28.982330322265625,0.04712742567062378
0.001,16,"(512, 256, 128, 64, 32, 16, 8)",100,34.129600524902344,-0.12210297584533691
0.001,16,"(512, 256, 128, 64, 32, 16, 8)",150,29.399641036987305,0.03340727090835571
0.001,16,"(512, 256, 128, 64, 32, 16, 8)",200,33.54914855957031,-0.103019118309021
0.001,16,"(512, 256, 128, 64, 32, 16, 8)",300,25.280412673950195,0.1688380241394043
0.001,16,"(128, 256, 512, 256, 128, 64, 32)",100,27.540449142456055,0.09453320503234863
0.001,16,"(128, 256, 512, 256, 128, 64, 32)",150,29.983150482177734,0.014222800731658936
0.001,16,"(128, 256, 512, 256, 128, 64, 32)",200,31.315746307373047,-0.02958989143371582
0.001,16,"(128, 256, 512, 256, 128, 64, 32)",300,24.819419860839844,0.18399441242218018
0.001,16,"(128, 256, 512, 512, 256, 128, 32)",100,35.02263259887695,-0.15146374702453613
0.001,16,"(128, 256, 512, 512, 256, 128, 32)",150,25.877277374267578,0.14921444654464722
0.001,16,"(128, 256, 512, 512, 256, 128, 32)",200,33.88139724731445,-0.11394262313842773
0.001,16,"(128, 256, 512, 512, 256, 128, 32)",300,26.358001708984375,0.13340938091278076
0.001,16,"(32, 64, 182, 256, 128, 64, 32)",100,27.15772247314453,0.10711640119552612
0.001,16,"(32, 64, 182, 256, 128, 64, 32)",150,37.437217712402344,-0.23084986209869385
0.001,16,"(32, 64, 182, 256, 128, 64, 32)",200,36.46089172363281,-0.19875049591064453
0.001,16,"(32, 64, 182, 256, 128, 64, 32)",300,39.350502014160156,-0.2937542200088501
0.001,16,"(64, 128, 256, 512, 256, 128, 64, 32)",100,27.1827392578125,0.10629385709762573
0.001,16,"(64, 128, 256, 512, 256, 128, 64, 32)",150,26.193113327026367,0.13883048295974731
0.001,16,"(64, 128, 256, 512, 256, 128, 64, 32)",200,27.79140853881836,0.08628225326538086
0.001,16,"(64, 128, 256, 512, 256, 128, 64, 32)",300,31.591569900512695,-0.03865838050842285
0.001,16,"(64, 128, 256, 512, 512, 256, 128, 64, 32)",100,32.60683059692383,-0.07203781604766846
0.001,16,"(64, 128, 256, 512, 512, 256, 128, 64, 32)",150,38.904727935791016,-0.2790982723236084
0.001,16,"(64, 128, 256, 512, 512, 256, 128, 64, 32)",200,25.52519416809082,0.16079020500183105
0.001,16,"(64, 128, 256, 512, 512, 256, 128, 64, 32)",300,24.953563690185547,0.17958402633666992
0.001,16,"(16, 32, 64, 128, 256, 256, 128, 64, 32, 8)",100,30.07286834716797,0.011273026466369629
0.001,16,"(16, 32, 64, 128, 256, 256, 128, 64, 32, 8)",150,32.20763397216797,-0.05891311168670654
0.001,16,"(16, 32, 64, 128, 256, 256, 128, 64, 32, 8)",200,25.6849422454834,0.15553802251815796
0.001,16,"(16, 32, 64, 128, 256, 256, 128, 64, 32, 8)",300,31.442724227905273,-0.03376471996307373
0.001,16,"(8, 16, 32, 64, 128, 256, 256, 128, 64, 32, 8)",100,29.982547760009766,0.014242589473724365
0.001,16,"(8, 16, 32, 64, 128, 256, 256, 128, 64, 32, 8)",150,26.90186882019043,0.11552822589874268
0.001,16,"(8, 16, 32, 64, 128, 256, 256, 128, 64, 32, 8)",200,27.771135330200195,0.08694875240325928
0.001,16,"(8, 16, 32, 64, 128, 256, 256, 128, 64, 32, 8)",300,32.24901580810547,-0.06027364730834961
0.001,16,"(16, 32, 64, 128, 256, 512, 256, 128, 64, 32, 16)",100,30.871644973754883,-0.014988899230957031
0.001,16,"(16, 32, 64, 128, 256, 512, 256, 128, 64, 32, 16)",150,31.983840942382812,-0.05155539512634277
0.001,16,"(16, 32, 64, 128, 256, 512, 256, 128, 64, 32, 16)",200,28.516504287719727,0.062442779541015625
0.001,16,"(16, 32, 64, 128, 256, 512, 256, 128, 64, 32, 16)",300,35.43552017211914,-0.1650385856628418
0.001,24,"(1024, 512, 256)",100,28.642866134643555,0.05828827619552612
0.001,24,"(1024, 512, 256)",150,26.947998046875,0.11401164531707764
0.001,24,"(1024, 512, 256)",200,28.854583740234375,0.05132746696472168
0.001,24,"(1024, 512, 256)",300,28.39297103881836,0.06650424003601074
0.001,24,"(512, 256, 128)",100,28.811351776123047,0.052748799324035645
0.001,24,"(512, 256, 128)",150,27.22543716430664,0.10489004850387573
0.001,24,"(512, 256, 128)",200,30.748046875,-0.01092529296875
0.001,24,"(512, 256, 128)",300,32.40215301513672,-0.06530845165252686
0.001,24,"(256, 128, 64)",100,31.616971969604492,-0.039493441581726074
0.001,24,"(256, 128, 64)",150,31.97450065612793,-0.05124831199645996
0.001,24,"(256, 128, 64)",200,28.95701789855957,0.04795968532562256
0.001,24,"(256, 128, 64)",300,28.934818267822266,0.04868954420089722
0.001,24,"(128, 64, 32)",100,26.297653198242188,0.13539350032806396
0.001,24,"(128, 64, 32)",150,26.959089279174805,0.1136469841003418
0.001,24,"(128, 64, 32)",200,31.2921142578125,-0.028812885284423828
0.001,24,"(128, 64, 32)",300,32.50126647949219,-0.06856703758239746
0.001,24,"(64, 32, 16)",100,25.846837997436523,0.15021520853042603
0.001,24,"(64, 32, 16)",150,26.135757446289062,0.14071625471115112
0.001,24,"(64, 32, 16)",200,25.554086685180664,0.15984028577804565
0.001,24,"(64, 32, 16)",300,30.091182708740234,0.010670900344848633
0.001,24,"(32, 16, 8)",100,26.94160270690918,0.11422187089920044
0.001,24,"(32, 16, 8)",150,27.195688247680664,0.10586810111999512
0.001,24,"(32, 16, 8)",200,27.087242126464844,0.10943359136581421
0.001,24,"(32, 16, 8)",300,26.50283432006836,0.12864762544631958
0.001,24,"(64, 32, 16, 8)",100,27.002845764160156,0.11220836639404297
0.001,24,"(64, 32, 16, 8)",150,26.139324188232422,0.14059895277023315
0.001,24,"(64, 32, 16, 8)",200,27.381237030029297,0.09976768493652344
0.001,24,"(64, 32, 16, 8)",300,27.415313720703125,0.0986473560333252
0.001,24,"(128, 64, 32, 16)",100,25.67584800720215,0.15583699941635132
0.001,24,"(128, 64, 32, 16)",150,27.687307357788086,0.08970481157302856
0.001,24,"(128, 64, 32, 16)",200,30.283775329589844,0.0043389201164245605
0.001,24,"(128, 64, 32, 16)",300,29.155590057373047,0.04143106937408447
0.001,24,"(256, 128, 64, 32)",100,28.816099166870117,0.05259275436401367
0.001,24,"(256, 128, 64, 32)",150,24.672731399536133,0.18881720304489136
0.001,24,"(256, 128, 64, 32)",200,29.54549789428711,0.028611838817596436
0.001,24,"(256, 128, 64, 32)",300,33.09714126586914,-0.0881580114364624
0.001,24,"(1024, 512, 256, 128)",100,26.682300567626953,0.12274718284606934
0.001,24,"(1024, 512, 256, 128)",150,29.71444320678711,0.023057281970977783
0.001,24,"(1024, 512, 256, 128)",200,28.45931625366211,0.06432294845581055
0.001,24,"(1024, 512, 256, 128)",300,26.343820571899414,0.1338755488395691
0.001,24,"(512, 256, 128, 64, 32)",100,30.965383529663086,-0.01807081699371338
0.001,24,"(512, 256, 128, 64, 32)",150,30.957679748535156,-0.01781749725341797
0.001,24,"(512, 256, 128, 64, 32)",200,24.28769302368164,0.2014763355255127
0.001,24,"(512, 256, 128, 64, 32)",300,25.71907615661621,0.1544157862663269
0.001,24,"(256, 128, 64, 32, 16)",100,37.2147331237793,-0.22353506088256836
0.001,24,"(256, 128, 64, 32, 16)",150,28.9261474609375,0.04897463321685791
0.001,24,"(256, 128, 64, 32, 16)",200,28.140907287597656,0.07479149103164673
0.001,24,"(256, 128, 64, 32, 16)",300,27.379079818725586,0.09983867406845093
0.001,24,"(1024, 512, 256, 128, 64)",100,25.331634521484375,0.1671539545059204
0.001,24,"(1024, 512, 256, 128, 64)",150,39.05767059326172,-0.2841266393661499
0.001,24,"(1024, 512, 256, 128, 64)",200,27.4078311920166,0.09889334440231323
0.001,24,"(1024, 512, 256, 128, 64)",300,26.57131576538086,0.12639611959457397
0.001,24,"(1024, 512, 256, 128, 64, 32, 16)",100,29.496532440185547,0.030221641063690186
0.001,24,"(1024, 512, 256, 128, 64, 32, 16)",150,37.30839538574219,-0.22661447525024414
0.001,24,"(1024, 512, 256, 128, 64, 32, 16)",200,23.450448989868164,0.22900301218032837
0.001,24,"(1024, 512, 256, 128, 64, 32, 16)",300,27.979473114013672,0.08009910583496094
0.001,24,"(512, 256, 128, 64, 32, 16, 8)",100,27.7544002532959,0.08749902248382568
0.001,24,"(512, 256, 128, 64, 32, 16, 8)",150,38.60259246826172,-0.26916468143463135
0.001,24,"(512, 256, 128, 64, 32, 16, 8)",200,24.02429962158203,0.21013617515563965
0.001,24,"(512, 256, 128, 64, 32, 16, 8)",300,30.299884796142578,0.0038092732429504395
0.001,24,"(128, 256, 512, 256, 128, 64, 32)",100,37.835182189941406,-0.24393391609191895
0.001,24,"(128, 256, 512, 256, 128, 64, 32)",150,29.049959182739258,0.04490393400192261
0.001,24,"(128, 256, 512, 256, 128, 64, 32)",200,31.186216354370117,-0.02533125877380371
0.001,24,"(128, 256, 512, 256, 128, 64, 32)",300,35.610557556152344,-0.17079341411590576
0.001,24,"(128, 256, 512, 512, 256, 128, 32)",100,25.78000831604004,0.15241247415542603
0.001,24,"(128, 256, 512, 512, 256, 128, 32)",150,27.494083404541016,0.09605759382247925
0.001,24,"(128, 256, 512, 512, 256, 128, 32)",200,25.10726547241211,0.1745307445526123
0.001,24,"(128, 256, 512, 512, 256, 128, 32)",300,27.289836883544922,0.1027727723121643
0.001,24,"(32, 64, 182, 256, 128, 64, 32)",100,35.59193801879883,-0.17018139362335205
0.001,24,"(32, 64, 182, 256, 128, 64, 32)",150,27.33283233642578,0.10135918855667114
0.001,24,"(32, 64, 182, 256, 128, 64, 32)",200,35.36627197265625,-0.16276180744171143
0.001,24,"(32, 64, 182, 256, 128, 64, 32)",300,39.348140716552734,-0.29367661476135254
0.001,24,"(64, 128, 256, 512, 256, 128, 64, 32)",100,31.297555923461914,-0.02899181842803955
0.001,24,"(64, 128, 256, 512, 256, 128, 64, 32)",150,29.591699600219727,0.027092814445495605
0.001,24,"(64, 128, 256, 512, 256, 128, 64, 32)",200,28.510263442993164,0.06264793872833252
0.001,24,"(64, 128, 256, 512, 256, 128, 64, 32)",300,26.443702697753906,0.13059169054031372
0.001,24,"(64, 128, 256, 512, 512, 256, 128, 64, 32)",100,34.20998001098633,-0.12474572658538818
0.001,24,"(64, 128, 256, 512, 512, 256, 128, 64, 32)",150,25.577646255493164,0.1590656042098999
0.001,24,"(64, 128, 256, 512, 512, 256, 128, 64, 32)",200,26.994142532348633,0.11249452829360962
0.001,24,"(64, 128, 256, 512, 512, 256, 128, 64, 32)",300,34.37105178833008,-0.13004136085510254
0.001,24,"(16, 32, 64, 128, 256, 256, 128, 64, 32, 8)",100,27.655481338500977,0.09075123071670532
0.001,24,"(16, 32, 64, 128, 256, 256, 128, 64, 32, 8)",150,28.269699096679688,0.07055717706680298
0.001,24,"(16, 32, 64, 128, 256, 256, 128, 64, 32, 8)",200,36.28232192993164,-0.19287943840026855
0.001,24,"(16, 32, 64, 128, 256, 256, 128, 64, 32, 8)",300,26.319780349731445,0.13466596603393555
0.001,24,"(8, 16, 32, 64, 128, 256, 256, 128, 64, 32, 8)",100,30.37001609802246,0.0015035271644592285
0.001,24,"(8, 16, 32, 64, 128, 256, 256, 128, 64, 32, 8)",150,29.162519454956055,0.04120326042175293
0.001,24,"(8, 16, 32, 64, 128, 256, 256, 128, 64, 32, 8)",200,32.0784797668457,-0.054666876792907715
0.001,24,"(8, 16, 32, 64, 128, 256, 256, 128, 64, 32, 8)",300,28.42164421081543,0.06556153297424316
0.001,24,"(16, 32, 64, 128, 256, 512, 256, 128, 64, 32, 16)",100,26.405675888061523,0.13184195756912231
0.001,24,"(16, 32, 64, 128, 256, 512, 256, 128, 64, 32, 16)",150,25.097463607788086,0.1748529076576233
0.001,24,"(16, 32, 64, 128, 256, 512, 256, 128, 64, 32, 16)",200,32.6231803894043,-0.07257533073425293
0.001,24,"(16, 32, 64, 128, 256, 512, 256, 128, 64, 32, 16)",300,34.90555953979492,-0.1476147174835205
0.001,32,"(1024, 512, 256)",100,30.172679901123047,0.007991492748260498
0.001,32,"(1024, 512, 256)",150,33.17469787597656,-0.09070789813995361
0.001,32,"(1024, 512, 256)",200,31.698928833007812,-0.042188048362731934
0.001,32,"(1024, 512, 256)",300,27.704296112060547,0.08914625644683838
0.001,32,"(512, 256, 128)",100,28.89899253845215,0.049867451190948486
0.001,32,"(512, 256, 128)",150,26.036102294921875,0.14399272203445435
0.001,32,"(512, 256, 128)",200,37.12041091918945,-0.22043395042419434
0.001,32,"(512, 256, 128)",300,33.921207427978516,-0.11525154113769531
0.001,32,"(256, 128, 64)",100,29.537315368652344,0.028880834579467773
0.001,32,"(256, 128, 64)",150,30.218843460083008,0.006473720073699951
0.001,32,"(256, 128, 64)",200,34.374393463134766,-0.1301511526107788
0.001,32,"(256, 128, 64)",300,33.82362747192383,-0.11204338073730469
0.001,32,"(128, 64, 32)",100,28.105667114257812,0.07595014572143555
0.001,32,"(128, 64, 32)",150,26.093032836914062,0.14212089776992798
0.001,32,"(128, 64, 32)",200,28.825984954833984,0.05226773023605347
0.001,32,"(128, 64, 32)",300,32.754573822021484,-0.07689523696899414
0.001,32,"(64, 32, 16)",100,25.63617706298828,0.1571413278579712
0.001,32,"(64, 32, 16)",150,29.873733520507812,0.017820119857788086
0.001,32,"(64, 32, 16)",200,26.700759887695312,0.12214022874832153
0.001,32,"(64, 32, 16)",300,28.94522476196289,0.0483473539352417
0.001,32,"(32, 16, 8)",100,27.459169387817383,0.0972055196762085
0.001,32,"(32, 16, 8)",150,27.512786865234375,0.09544265270233154
0.001,32,"(32, 16, 8)",200,24.954391479492188,0.17955684661865234
0.001,32,"(32, 16, 8)",300,26.211137771606445,0.13823789358139038
0.001,32,"(64, 32, 16, 8)",100,25.3062801361084,0.16798758506774902
0.001,32,"(64, 32, 16, 8)",150,29.149276733398438,0.04163867235183716
0.001,32,"(64, 32, 16, 8)",200,31.07143211364746,-0.02155745029449463
0.001,32,"(64, 32, 16, 8)",300,32.853275299072266,-0.08014035224914551
0.001,32,"(128, 64, 32, 16)",100,26.699451446533203,0.12218332290649414
0.001,32,"(128, 64, 32, 16)",150,29.95003890991211,0.01531141996383667
0.001,32,"(128, 64, 32, 16)",200,31.111433029174805,-0.022872567176818848
0.001,32,"(128, 64, 32, 16)",300,36.03040313720703,-0.18459701538085938
0.001,32,"(256, 128, 64, 32)",100,28.494441986083984,0.06316810846328735
0.001,32,"(256, 128, 64, 32)",150,26.906564712524414,0.11537384986877441
0.001,32,"(256, 128, 64, 32)",200,33.56929397583008,-0.10368144512176514
0.001,32,"(256, 128, 64, 32)",300,25.724538803100586,0.15423613786697388
0.001,32,"(1024, 512, 256, 128)",100,33.39374542236328,-0.09790980815887451
0.001,32,"(1024, 512, 256, 128)",150,32.25803756713867,-0.060570359230041504
0.001,32,"(1024, 512, 256, 128)",200,25.954240798950195,0.14668411016464233
0.001,32,"(1024, 512, 256, 128)",300,27.14804458618164,0.10743457078933716
