Cluster,PCA1_mean,PCA1_std,PCA2_mean,PCA2_std,Area_MA_mean,Area_MA_std
0,0.9167555401193747,0.9764866464031734,-0.7000079656288996,0.6127339598791612,48889.3283891547,17750.780567603546
1,-2.0588735198665398,1.0631491118943872,-0.08833980123495994,0.7342993379272487,26426.046641791047,6870.826456212933
2,0.9661659998299683,0.6812101376567918,1.445850192682256,0.5371766674130243,42130.38603286385,11558.872462853302
3,4.6623334123882625,0.680682919374134,-0.2195931069905274,0.6271424020095613,77932.68582554517,5914.76650307787
