lr,batch_size,hidden_sizes,epochs,mse,r2
0.0005,16,"(128, 64, 32)",200,1.0310777425765991,0.950635552406311
0.0005,16,"(128, 64, 32)",300,0.1205846443772316,0.9942268133163452
0.0005,16,"(64, 32, 16)",100,0.1463773250579834,0.9929919838905334
0.0005,16,"(64, 32, 16)",200,2.140887975692749,0.8975017070770264
0.0005,16,"(64, 32, 16)",300,0.341216117143631,0.9836637377738953
0.0005,16,"(64, 32, 16, 8)",100,0.7335461378097534,0.9648803472518921
0.0005,16,"(64, 32, 16, 8)",200,0.2594189941883087,0.9875799417495728
0.0005,16,"(64, 32, 16, 8)",300,0.287278950214386,0.9862461090087891
0.0005,16,"(8, 16, 32, 64, 32, 16, 8)",100,1.3205773830413818,0.9367753267288208
0.0005,16,"(8, 16, 32, 64, 32, 16, 8)",200,0.1662607342004776,0.9920400381088257
0.0005,16,"(8, 16, 32, 64, 32, 16, 8)",300,0.12134986370801926,0.9941902160644531
0.0005,32,"(128, 64, 32)",100,0.1492677628993988,0.992853581905365
0.0005,32,"(128, 64, 32)",200,0.23817658424377441,0.9885969161987305
0.0005,32,"(128, 64, 32)",300,0.3313826024532318,0.9841345548629761
0.0005,32,"(64, 32, 16)",100,0.19497939944267273,0.990665078163147
0.0005,32,"(64, 32, 16)",200,0.14680661261081696,0.9929714202880859
0.0005,32,"(64, 32, 16)",300,0.15596632659435272,0.9925328493118286
0.0005,32,"(64, 32, 16, 8)",100,0.5896273255348206,0.971770703792572
0.0005,32,"(64, 32, 16, 8)",200,0.34630316495895386,0.983420193195343
0.0005,32,"(64, 32, 16, 8)",300,0.03496078774333,0.9983261823654175
0.0005,32,"(8, 16, 32, 64, 32, 16, 8)",100,16.26412582397461,0.2213301658630371
0.0005,32,"(8, 16, 32, 64, 32, 16, 8)",200,6.874668598175049,0.6708647608757019
0.0005,32,"(8, 16, 32, 64, 32, 16, 8)",300,0.0659298524260521,0.9968435168266296
1e-05,16,"(128, 64, 32)",100,20.862199783325195,0.0011903643608093262
1e-05,16,"(128, 64, 32)",200,19.433488845825195,0.06959205865859985
1e-05,16,"(128, 64, 32)",300,17.720027923583984,0.15162664651870728
1e-05,16,"(64, 32, 16)",100,19.951457977294922,0.044793546199798584
1e-05,16,"(64, 32, 16)",200,19.375213623046875,0.07238209247589111
1e-05,16,"(64, 32, 16)",300,19.523548126220703,0.06528031826019287
1e-05,16,"(64, 32, 16, 8)",100,21.43418312072754,-0.026194214820861816
1e-05,16,"(64, 32, 16, 8)",200,20.098039627075195,0.03777569532394409
1e-05,16,"(64, 32, 16, 8)",300,20.49787712097168,0.018632888793945312
1e-05,16,"(8, 16, 32, 64, 32, 16, 8)",100,21.36171531677246,-0.02272474765777588
