Cell Number,Frame,Area,Perimeter,Solidity,Extent,Circularity,Convexity,Elongation,Compactness,Centroid_X,Centroid_Y,X_Centroid_Distance,Y_Centroid_Distance,X_Centroid_Velocity,Y_Centroid_Velocity
1,11,26265.0,1853.5117600329309,0.6814643765243111,0.47009235395189,0.0960719437304459,0.972866955643226,0.9496834741733756,0.1996198538527721,416.3286990291263,65.67347572815535,74.54477704438568,5.897143051686243,6.776797913125972,0.5361039137896584
1,16,28838.0,2041.1513703397204,0.6937881922725304,0.5275597753507857,0.0869810359332475,0.9631361316429948,0.957474768199738,0.1887569573325443,459.2720896039948,66.78119703169429,42.94339057486855,1.1077213035389375,8.588678114973709,0.2215442607077875
1,19,15902.0,982.634559672906,0.7993766651585985,0.5902746844840386,0.206955772467829,0.9848247855617344,0.9032415202874708,0.285657681914457,311.546092315432,68.17493900138348,-147.72599728856278,1.393741969689188,-49.24199909618759,0.4645806565630626
1,20,16554.0,1007.3624817342636,0.8208052360174534,0.6514757969303424,0.204994057210405,0.9788591825110854,0.9063978523610756,0.2891799421398814,308.5139132535943,67.50374048568322,-3.032179061837724,-0.6711985157002545,-3.032179061837724,-0.6711985157002545
1,21,15973.0,1015.605122421383,0.8062285483545326,0.676449413458688,0.1946016823000954,0.9730819627921594,0.9123202949928264,0.276313990817069,301.4632893006949,66.83123270519,-7.050623952899343,-0.6725077804932198,-7.050623952899343,-0.6725077804932198
1,22,15973.0,1015.605122421383,0.8062285483545326,0.676449413458688,0.1946016823000954,0.9730819627921594,0.9123202949928264,0.276313990817069,338.1832893006949,66.15123270519001,36.71999999999997,-0.6799999999999926,36.71999999999997,-0.6799999999999926
1,23,24990.0,1675.6711395993652,0.7789657429631246,0.5872814438804287,0.111840355938391,0.9714704552865442,0.948607791028472,0.2105365223128121,379.653224489796,66.50661224489797,41.46993518910102,0.355379539707954,41.46993518910102,0.355379539707954
1,24,24693.0,1644.0142853498728,0.7780998897116748,0.5604275890243072,0.1148081044518688,0.9734406203337392,0.9453356532936624,0.2170347161431256,371.8059514842263,66.2760555623051,-7.847273005569662,-0.2305566825928622,-7.847273005569662,-0.2305566825928622
1,25,25793.0,1693.156420973604,0.8025202240199129,0.5642254014087588,0.1130622329213556,0.9742534529022228,0.9468856362009972,0.2151990262842035,367.48678478657007,65.81093940216338,-4.319166697656215,-0.4651161601417186,-4.319166697656215,-0.4651161601417186
1,26,24764.0,1642.3158005400378,0.796423747346755,0.5541532402434658,0.1153764884864151,0.983562873581425,0.9444563311134466,0.2196501550863945,344.5772589242449,66.36754966887418,-22.909525862325157,0.5566102667107913,-22.909525862325157,0.5566102667107913
1,30,16504.0,679.3158005400378,0.8236350933226869,0.5613605442176871,0.4494233644787333,0.8532548534648814,0.4842928888033073,0.6712189257449208,84.49486185167233,98.73720310227824,-260.0823970725726,32.36965343340407,-65.02059926814314,8.092413358351017
1,31,16132.0,1017.8477631085024,0.8315035307458378,0.680675105485232,0.1956736851777846,0.9796524778200092,0.9144899674435392,0.2815774889295867,236.89375650880245,66.06192412596083,152.39889465713009,-32.675278976317415,152.39889465713009,-32.675278976317415
1,32,16207.0,1103.439646200539,0.754656360588564,0.5302296669502061,0.1672689490488248,0.9487021520407436,0.9114983774662302,0.2792782515171672,228.5293835996792,66.40084407971864,-8.364372909123233,0.3389199537578093,-8.364372909123233,0.3389199537578093
1,33,25934.0,1465.186904245653,0.5487515869657216,0.3231651090342679,0.1518075299360959,0.8251569991245877,0.8027962059491994,0.3126588700816889,167.08838127554563,85.1084213773425,-61.44100232413357,18.707577297623857,-61.44100232413357,18.707577297623857
1,34,25934.0,1465.186904245653,0.5487515869657216,0.3231651090342679,0.1518075299360959,0.8251569991245877,0.8027962059491994,0.3126588700816889,169.80838127554563,83.7484213773425,2.719999999999999,-1.3599999999999994,2.719999999999999,-1.3599999999999994
1,35,22705.0,1351.553390593274,0.5478741373485836,0.31715766388691,0.1561942195852019,0.8342339722024541,0.7970037505247927,0.3081622438522057,161.39573133671,81.79020832415767,-8.412649938835642,-1.9582130531848208,-8.412649938835642,-1.9582130531848208
1,36,25138.0,1207.386868351903,0.6834692767808591,0.406553241040238,0.2166944008110335,0.9140300457616836,0.7999105403533162,0.3408211314102061,143.50510303126742,80.30089108123161,-17.89062830544256,-1.489317242926063,-17.89062830544256,-1.489317242926063
1,37,22948.0,1144.3574311003804,0.6459130826390452,0.3730654181297958,0.2202070997053667,0.9423257081543612,0.8007287943778667,0.3371818661402571,142.36719191214922,79.99713439079659,-1.1379111191182003,-0.3037566904350228,-1.1379111191182003,-0.3037566904350228
1,38,19205.0,1140.2152954766495,0.6355273172507363,0.3548595713229859,0.1856309769793225,0.9050682399552998,0.8042453414515682,0.3253230013789946,155.60060609216353,76.23492215568862,13.233414180014307,-3.762212235107967,13.233414180014307,-3.762212235107967
1,39,17869.0,1182.98484809835,0.620817843866171,0.3483982920314297,0.1604544434908467,0.8373382283491619,0.7876566631868354,0.3319115606444637,151.8681381162908,76.04119312776317,-3.732467975872737,-0.1937290279254568,-3.732467975872737,-0.1937290279254568
1,48,21172.0,1163.796031280393,0.6167021059683668,0.4071303578639694,0.1964346085036591,0.8150197981339764,0.7296804638348274,0.4041932038249422,121.96213678443227,91.93849234838468,-29.90600133185852,15.897299220621504,-3.322889036873169,1.7663665800690562
1,53,17749.0,840.9432175380073,0.8677944555810884,0.7794905577514273,0.3153918081922935,0.6622259753393039,0.1324402397851393,0.8940436669626312,78.85241534734351,106.48982365203676,-43.109721437088766,14.551331303652075,-8.621944287417753,2.9102662607304155
