lr,batch_size,hidden_sizes,epochs,mse,r2
5e-05,24,"(512, 256, 128, 64, 32, 16, 8)",300,48.0551,-0.1193
5e-05,24,"(512, 256, 128, 64, 32, 16, 8)",400,47.2615,-0.1008
5e-05,24,"(512, 256, 128, 64, 32, 16, 8)",500,46.8591,-0.0914
5e-05,24,"(256, 128, 64, 32, 16, 8)",100,42.3144,0.0144
5e-05,24,"(256, 128, 64, 32, 16, 8)",200,43.2109,-0.0064
5e-05,24,"(256, 128, 64, 32, 16, 8)",300,42.5614,0.0087
5e-05,24,"(256, 128, 64, 32, 16, 8)",400,47.2656,-0.1009
5e-05,24,"(256, 128, 64, 32, 16, 8)",500,47.1655,-0.0986
5e-05,24,"(128, 64, 32, 16, 8)",100,42.2801,0.0152
5e-05,24,"(128, 64, 32, 16, 8)",200,42.3027,0.0147
5e-05,24,"(128, 64, 32, 16, 8)",300,43.1298,-0.0046
5e-05,24,"(128, 64, 32, 16, 8)",400,44.9674,-0.0474
5e-05,24,"(128, 64, 32, 16, 8)",500,44.3451,-0.0329
5e-05,24,"(64, 32, 16, 8)",100,42.5673,0.0085
5e-05,24,"(64, 32, 16, 8)",200,42.435,0.0116
5e-05,24,"(64, 32, 16, 8)",300,42.2374,0.0162
5e-05,24,"(64, 32, 16, 8)",400,42.3495,0.0136
5e-05,24,"(64, 32, 16, 8)",500,42.5223,0.0096
5e-05,24,"(32, 16, 8)",100,44.2756,-0.0312
5e-05,24,"(32, 16, 8)",200,42.5565,0.0088
5e-05,24,"(32, 16, 8)",300,42.4095,0.0122
5e-05,24,"(32, 16, 8)",400,42.2605,0.0157
5e-05,24,"(32, 16, 8)",500,42.2035,0.017
5e-05,24,"(16, 8)",100,43.8778,-0.022
5e-05,24,"(16, 8)",200,42.5653,0.0086
5e-05,24,"(16, 8)",300,42.1953,0.0172
5e-05,24,"(16, 8)",400,42.6129,0.0075
5e-05,24,"(16, 8)",500,42.5414,0.0092
5e-05,24,"(256, 128, 128, 64, 64, 16, 8)",100,42.3548,0.0135
5e-05,24,"(256, 128, 128, 64, 64, 16, 8)",200,46.5177,-0.0835
5e-05,24,"(256, 128, 128, 64, 64, 16, 8)",300,47.0098,-0.0949
5e-05,24,"(256, 128, 128, 64, 64, 16, 8)",400,48.6721,-0.1336
5e-05,24,"(256, 128, 128, 64, 64, 16, 8)",500,48.7676,-0.1359
5e-05,24,"(512, 256, 256, 128, 32, 32, 8)",100,43.5625,-0.0146
5e-05,24,"(512, 256, 256, 128, 32, 32, 8)",200,47.4337,-0.1048
5e-05,24,"(512, 256, 256, 128, 32, 32, 8)",300,47.0247,-0.0953
5e-05,24,"(512, 256, 256, 128, 32, 32, 8)",400,46.6609,-0.0868
5e-05,24,"(512, 256, 256, 128, 32, 32, 8)",500,44.4187,-0.0346
5e-05,24,"(256, 128, 64, 64, 32, 8, 8)",100,42.3685,0.0132
5e-05,24,"(256, 128, 64, 64, 32, 8, 8)",200,43.787,-0.0199
5e-05,24,"(256, 128, 64, 64, 32, 8, 8)",300,46.5649,-0.0846
5e-05,24,"(256, 128, 64, 64, 32, 8, 8)",400,43.2079,-0.0064
5e-05,24,"(256, 128, 64, 64, 32, 8, 8)",500,45.0595,-0.0495
5e-05,24,"(256, 128, 128, 64, 64, 32, 8)",100,43.0053,-0.0017
5e-05,24,"(256, 128, 128, 64, 64, 32, 8)",200,44.8448,-0.0445
5e-05,24,"(256, 128, 128, 64, 64, 32, 8)",300,47.4405,-0.105
5e-05,24,"(256, 128, 128, 64, 64, 32, 8)",400,46.1982,-0.076
5e-05,24,"(256, 128, 128, 64, 64, 32, 8)",500,44.9205,-0.0463
5e-05,24,"(64, 32, 32, 16, 8)",100,42.4006,0.0124
5e-05,24,"(64, 32, 32, 16, 8)",200,42.1898,0.0173
5e-05,24,"(64, 32, 32, 16, 8)",300,42.3342,0.014
5e-05,24,"(64, 32, 32, 16, 8)",400,42.0835,0.0198
5e-05,24,"(64, 32, 32, 16, 8)",500,42.5942,0.0079
5e-05,24,"(32, 32, 16, 8)",100,42.6698,0.0062
5e-05,24,"(32, 32, 16, 8)",200,42.29,0.015
5e-05,24,"(32, 32, 16, 8)",300,44.7934,-0.0433
5e-05,24,"(32, 32, 16, 8)",400,42.2685,0.0155
5e-05,24,"(32, 32, 16, 8)",500,42.6909,0.0057
5e-05,32,"(1024, 512, 256, 128, 64, 32, 16, 8)",100,45.1533,-0.0517
5e-05,32,"(1024, 512, 256, 128, 64, 32, 16, 8)",200,45.5527,-0.061
5e-05,32,"(1024, 512, 256, 128, 64, 32, 16, 8)",300,47.4852,-0.106
5e-05,32,"(1024, 512, 256, 128, 64, 32, 16, 8)",400,46.445,-0.0818
5e-05,32,"(1024, 512, 256, 128, 64, 32, 16, 8)",500,48.2262,-0.1233
5e-05,32,"(512, 256, 128, 64, 32, 16, 8)",100,43.1406,-0.0048
5e-05,32,"(512, 256, 128, 64, 32, 16, 8)",200,44.945,-0.0468
5e-05,32,"(512, 256, 128, 64, 32, 16, 8)",300,47.8389,-0.1142
5e-05,32,"(512, 256, 128, 64, 32, 16, 8)",400,47.4669,-0.1056
5e-05,32,"(512, 256, 128, 64, 32, 16, 8)",500,46.9028,-0.0924
5e-05,32,"(256, 128, 64, 32, 16, 8)",100,42.4935,0.0103
5e-05,32,"(256, 128, 64, 32, 16, 8)",200,42.3566,0.0135
5e-05,32,"(256, 128, 64, 32, 16, 8)",300,44.0667,-0.0264
5e-05,32,"(256, 128, 64, 32, 16, 8)",400,44.6239,-0.0394
5e-05,32,"(256, 128, 64, 32, 16, 8)",500,45.2447,-0.0538
5e-05,32,"(128, 64, 32, 16, 8)",100,42.4006,0.0124
5e-05,32,"(128, 64, 32, 16, 8)",200,42.2731,0.0154
5e-05,32,"(128, 64, 32, 16, 8)",300,44.606,-0.0389
5e-05,32,"(128, 64, 32, 16, 8)",400,43.5433,-0.0142
5e-05,32,"(128, 64, 32, 16, 8)",500,43.2543,-0.0075
5e-05,32,"(64, 32, 16, 8)",100,42.6878,0.0057
5e-05,32,"(64, 32, 16, 8)",200,42.3532,0.0135
5e-05,32,"(64, 32, 16, 8)",300,42.386,0.0128
5e-05,32,"(64, 32, 16, 8)",400,42.4164,0.0121
5e-05,32,"(64, 32, 16, 8)",500,42.3432,0.0138
5e-05,32,"(32, 16, 8)",100,43.6577,-0.0168
5e-05,32,"(32, 16, 8)",200,42.6377,0.0069
5e-05,32,"(32, 16, 8)",300,42.3526,0.0135
5e-05,32,"(32, 16, 8)",400,42.5823,0.0082
5e-05,32,"(32, 16, 8)",500,42.0955,0.0195
5e-05,32,"(16, 8)",100,43.4532,-0.0121
5e-05,32,"(16, 8)",200,43.2562,-0.0075
5e-05,32,"(16, 8)",300,42.1653,0.0179
5e-05,32,"(16, 8)",400,42.1342,0.0186
5e-05,32,"(16, 8)",500,42.5492,0.009
5e-05,32,"(256, 128, 128, 64, 64, 16, 8)",100,42.2536,0.0159
5e-05,32,"(256, 128, 128, 64, 64, 16, 8)",200,43.2784,-0.008
5e-05,32,"(256, 128, 128, 64, 64, 16, 8)",300,46.9872,-0.0944
5e-05,32,"(256, 128, 128, 64, 64, 16, 8)",400,46.5907,-0.0852
5e-05,32,"(256, 128, 128, 64, 64, 16, 8)",500,43.0581,-0.0029
5e-05,32,"(512, 256, 256, 128, 32, 32, 8)",100,42.3915,0.0126
5e-05,32,"(512, 256, 256, 128, 32, 32, 8)",200,45.4004,-0.0574
5e-05,32,"(512, 256, 256, 128, 32, 32, 8)",300,48.4212,-0.1278
5e-05,32,"(512, 256, 256, 128, 32, 32, 8)",400,45.9683,-0.0707
5e-05,32,"(512, 256, 256, 128, 32, 32, 8)",500,47.0143,-0.095
5e-05,32,"(256, 128, 64, 64, 32, 8, 8)",100,45.9201,-0.0695
5e-05,32,"(256, 128, 64, 64, 32, 8, 8)",200,42.6758,0.006
5e-05,32,"(256, 128, 64, 64, 32, 8, 8)",300,44.4025,-0.0342
5e-05,32,"(256, 128, 64, 64, 32, 8, 8)",400,46.5535,-0.0843
5e-05,32,"(256, 128, 64, 64, 32, 8, 8)",500,46.4362,-0.0816
5e-05,32,"(256, 128, 128, 64, 64, 32, 8)",100,42.421,0.012
5e-05,32,"(256, 128, 128, 64, 64, 32, 8)",200,42.175,0.0177
5e-05,32,"(256, 128, 128, 64, 64, 32, 8)",300,45.3679,-0.0567
5e-05,32,"(256, 128, 128, 64, 64, 32, 8)",400,46.5182,-0.0835
5e-05,32,"(256, 128, 128, 64, 64, 32, 8)",500,49.118,-0.144
5e-05,32,"(64, 32, 32, 16, 8)",100,42.4879,0.0104
5e-05,32,"(64, 32, 32, 16, 8)",200,42.6269,0.0072
5e-05,32,"(64, 32, 32, 16, 8)",300,42.4249,0.0119
5e-05,32,"(64, 32, 32, 16, 8)",400,42.4371,0.0116
5e-05,32,"(64, 32, 32, 16, 8)",500,42.316,0.0144
5e-05,32,"(32, 32, 16, 8)",100,42.7203,0.005
5e-05,32,"(32, 32, 16, 8)",200,42.2431,0.0161
5e-05,32,"(32, 32, 16, 8)",300,42.1636,0.018
5e-05,32,"(32, 32, 16, 8)",400,42.6479,0.0067
5e-05,32,"(32, 32, 16, 8)",500,42.214,0.0168
1e-06,8,"(1024, 512, 256, 128, 64, 32, 16, 8)",100,44.8383,-0.0443
1e-06,8,"(1024, 512, 256, 128, 64, 32, 16, 8)",200,44.0538,-0.0261
1e-06,8,"(1024, 512, 256, 128, 64, 32, 16, 8)",300,42.4277,0.0118
1e-06,8,"(1024, 512, 256, 128, 64, 32, 16, 8)",400,42.3768,0.013
1e-06,8,"(1024, 512, 256, 128, 64, 32, 16, 8)",500,42.3906,0.0127
1e-06,8,"(512, 256, 128, 64, 32, 16, 8)",100,45.4803,-0.0593
1e-06,8,"(512, 256, 128, 64, 32, 16, 8)",200,45.1549,-0.0517
1e-06,8,"(512, 256, 128, 64, 32, 16, 8)",300,43.7397,-0.0188
1e-06,8,"(512, 256, 128, 64, 32, 16, 8)",400,45.0346,-0.0489
1e-06,8,"(512, 256, 128, 64, 32, 16, 8)",500,42.6196,0.0073
1e-06,8,"(256, 128, 64, 32, 16, 8)",100,44.7678,-0.0427
1e-06,8,"(256, 128, 64, 32, 16, 8)",200,44.4183,-0.0346
1e-06,8,"(256, 128, 64, 32, 16, 8)",300,45.3036,-0.0552
1e-06,8,"(256, 128, 64, 32, 16, 8)",400,43.896,-0.0224
1e-06,8,"(256, 128, 64, 32, 16, 8)",500,44.8158,-0.0438
1e-06,8,"(128, 64, 32, 16, 8)",100,45.1835,-0.0524
1e-06,8,"(128, 64, 32, 16, 8)",200,44.6848,-0.0408
1e-06,8,"(128, 64, 32, 16, 8)",300,44.7394,-0.042
1e-06,8,"(128, 64, 32, 16, 8)",400,46.1798,-0.0756
1e-06,8,"(128, 64, 32, 16, 8)",500,44.7791,-0.043
1e-06,8,"(64, 32, 16, 8)",100,44.6376,-0.0397
1e-06,8,"(64, 32, 16, 8)",200,45.7443,-0.0654
1e-06,8,"(64, 32, 16, 8)",300,45.8694,-0.0684
1e-06,8,"(64, 32, 16, 8)",400,46.0125,-0.0717
1e-06,8,"(64, 32, 16, 8)",500,45.7977,-0.0667
1e-06,8,"(32, 16, 8)",100,44.6261,-0.0394
1e-06,8,"(32, 16, 8)",200,44.331,-0.0325
1e-06,8,"(32, 16, 8)",300,44.6028,-0.0389
1e-06,8,"(32, 16, 8)",400,43.9199,-0.023
1e-06,8,"(32, 16, 8)",500,44.4107,-0.0344
1e-06,8,"(16, 8)",100,45.0341,-0.0489
1e-06,8,"(16, 8)",200,43.7407,-0.0188
1e-06,8,"(16, 8)",300,44.6651,-0.0403
1e-06,8,"(16, 8)",400,45.2113,-0.053
1e-06,8,"(16, 8)",500,44.4435,-0.0352
1e-06,8,"(256, 128, 128, 64, 64, 16, 8)",100,44.3257,-0.0324
1e-06,8,"(256, 128, 128, 64, 64, 16, 8)",200,45.706,-0.0646
1e-06,8,"(256, 128, 128, 64, 64, 16, 8)",300,44.2489,-0.0306
1e-06,8,"(256, 128, 128, 64, 64, 16, 8)",400,42.9748,-0.0009
1e-06,8,"(256, 128, 128, 64, 64, 16, 8)",500,43.7837,-0.0198
1e-06,8,"(512, 256, 256, 128, 32, 32, 8)",100,44.49,-0.0362
1e-06,8,"(512, 256, 256, 128, 32, 32, 8)",200,45.4296,-0.0581
1e-06,8,"(512, 256, 256, 128, 32, 32, 8)",300,42.9735,-0.0009
1e-06,8,"(512, 256, 256, 128, 32, 32, 8)",400,42.5269,0.0095
1e-06,8,"(512, 256, 256, 128, 32, 32, 8)",500,42.3761,0.013
1e-06,8,"(256, 128, 64, 64, 32, 8, 8)",100,45.5378,-0.0606
1e-06,8,"(256, 128, 64, 64, 32, 8, 8)",200,45.3465,-0.0562
1e-06,8,"(256, 128, 64, 64, 32, 8, 8)",300,44.7314,-0.0419
1e-06,8,"(256, 128, 64, 64, 32, 8, 8)",400,44.3384,-0.0327
1e-06,8,"(256, 128, 64, 64, 32, 8, 8)",500,43.2549,-0.0075
1e-06,8,"(256, 128, 128, 64, 64, 32, 8)",100,45.7391,-0.0653
1e-06,8,"(256, 128, 128, 64, 64, 32, 8)",200,44.8634,-0.0449
1e-06,8,"(256, 128, 128, 64, 64, 32, 8)",300,44.356,-0.0331
1e-06,8,"(256, 128, 128, 64, 64, 32, 8)",400,43.5049,-0.0133
1e-06,8,"(256, 128, 128, 64, 64, 32, 8)",500,43.4365,-0.0117
1e-06,8,"(64, 32, 32, 16, 8)",100,45.4532,-0.0587
1e-06,8,"(64, 32, 32, 16, 8)",200,45.3032,-0.0552
1e-06,8,"(64, 32, 32, 16, 8)",300,45.2623,-0.0542
1e-06,8,"(64, 32, 32, 16, 8)",400,46.2847,-0.078
1e-06,8,"(64, 32, 32, 16, 8)",500,44.7249,-0.0417
1e-06,8,"(32, 32, 16, 8)",100,45.4137,-0.0577
1e-06,8,"(32, 32, 16, 8)",200,44.3248,-0.0324
1e-06,8,"(32, 32, 16, 8)",300,44.2022,-0.0295
1e-06,8,"(32, 32, 16, 8)",400,45.8937,-0.0689
1e-06,8,"(32, 32, 16, 8)",500,45.3621,-0.0565
1e-06,12,"(1024, 512, 256, 128, 64, 32, 16, 8)",100,44.0957,-0.027
1e-06,12,"(1024, 512, 256, 128, 64, 32, 16, 8)",200,43.9312,-0.0232
1e-06,12,"(1024, 512, 256, 128, 64, 32, 16, 8)",300,42.6343,0.007
1e-06,12,"(1024, 512, 256, 128, 64, 32, 16, 8)",400,43.3087,-0.0087
1e-06,12,"(1024, 512, 256, 128, 64, 32, 16, 8)",500,42.4346,0.0116
1e-06,12,"(512, 256, 128, 64, 32, 16, 8)",100,44.8754,-0.0452
1e-06,12,"(512, 256, 128, 64, 32, 16, 8)",200,44.7147,-0.0415
1e-06,12,"(512, 256, 128, 64, 32, 16, 8)",300,44.2298,-0.0302
1e-06,12,"(512, 256, 128, 64, 32, 16, 8)",400,44.7838,-0.0431
1e-06,12,"(512, 256, 128, 64, 32, 16, 8)",500,42.5709,0.0085
1e-06,12,"(256, 128, 64, 32, 16, 8)",100,46.095,-0.0736
1e-06,12,"(256, 128, 64, 32, 16, 8)",200,44.565,-0.038
1e-06,12,"(256, 128, 64, 32, 16, 8)",300,45.8668,-0.0683
1e-06,12,"(256, 128, 64, 32, 16, 8)",400,44.1357,-0.028
1e-06,12,"(256, 128, 64, 32, 16, 8)",500,44.1453,-0.0282
1e-06,12,"(128, 64, 32, 16, 8)",100,45.8392,-0.0677
1e-06,12,"(128, 64, 32, 16, 8)",200,45.2201,-0.0532
1e-06,12,"(128, 64, 32, 16, 8)",300,44.2504,-0.0307
1e-06,12,"(128, 64, 32, 16, 8)",400,45.0874,-0.0501
1e-06,12,"(128, 64, 32, 16, 8)",500,45.3856,-0.0571
1e-06,12,"(64, 32, 16, 8)",100,44.4521,-0.0354
1e-06,12,"(64, 32, 16, 8)",200,45.0248,-0.0487
1e-06,12,"(64, 32, 16, 8)",300,44.2352,-0.0303
1e-06,12,"(64, 32, 16, 8)",400,44.7232,-0.0417
1e-06,12,"(64, 32, 16, 8)",500,45.7288,-0.0651
1e-06,12,"(32, 16, 8)",100,45.1916,-0.0526
1e-06,12,"(32, 16, 8)",200,45.7286,-0.0651
1e-06,12,"(32, 16, 8)",300,44.4594,-0.0355
1e-06,12,"(32, 16, 8)",400,45.6861,-0.0641
1e-06,12,"(32, 16, 8)",500,45.3805,-0.057
1e-06,12,"(16, 8)",100,45.6009,-0.0621
1e-06,12,"(16, 8)",200,44.1532,-0.0284
1e-06,12,"(16, 8)",300,45.8408,-0.0677
1e-06,12,"(16, 8)",400,45.4954,-0.0597
1e-06,12,"(16, 8)",500,44.2599,-0.0309
1e-06,12,"(256, 128, 128, 64, 64, 16, 8)",100,45.343,-0.0561
1e-06,12,"(256, 128, 128, 64, 64, 16, 8)",200,44.3198,-0.0323
1e-06,12,"(256, 128, 128, 64, 64, 16, 8)",300,45.4292,-0.0581
1e-06,12,"(256, 128, 128, 64, 64, 16, 8)",400,45.6272,-0.0627
1e-06,12,"(256, 128, 128, 64, 64, 16, 8)",500,44.7201,-0.0416
1e-06,12,"(512, 256, 256, 128, 32, 32, 8)",100,45.7032,-0.0645
1e-06,12,"(512, 256, 256, 128, 32, 32, 8)",200,43.7722,-0.0195
1e-06,12,"(512, 256, 256, 128, 32, 32, 8)",300,43.783,-0.0198
1e-06,12,"(512, 256, 256, 128, 32, 32, 8)",400,42.7817,0.0036
1e-06,12,"(512, 256, 256, 128, 32, 32, 8)",500,42.5146,0.0098
1e-06,12,"(256, 128, 64, 64, 32, 8, 8)",100,44.4254,-0.0347
1e-06,12,"(256, 128, 64, 64, 32, 8, 8)",200,45.4014,-0.0575
1e-06,12,"(256, 128, 64, 64, 32, 8, 8)",300,45.4984,-0.0597
1e-06,12,"(256, 128, 64, 64, 32, 8, 8)",400,44.3545,-0.0331
1e-06,12,"(256, 128, 64, 64, 32, 8, 8)",500,44.2165,-0.0299
1e-06,12,"(256, 128, 128, 64, 64, 32, 8)",100,45.4091,-0.0576
1e-06,12,"(256, 128, 128, 64, 64, 32, 8)",200,46.0537,-0.0727
1e-06,12,"(256, 128, 128, 64, 64, 32, 8)",300,43.8975,-0.0224
1e-06,12,"(256, 128, 128, 64, 64, 32, 8)",400,43.7384,-0.0187
1e-06,12,"(256, 128, 128, 64, 64, 32, 8)",500,44.5448,-0.0375
1e-06,12,"(64, 32, 32, 16, 8)",100,44.8525,-0.0447
1e-06,12,"(64, 32, 32, 16, 8)",200,45.6212,-0.0626
1e-06,12,"(64, 32, 32, 16, 8)",300,44.4143,-0.0345
1e-06,12,"(64, 32, 32, 16, 8)",400,44.4752,-0.0359
1e-06,12,"(64, 32, 32, 16, 8)",500,44.1667,-0.0287
1e-06,12,"(32, 32, 16, 8)",100,45.0165,-0.0485
1e-06,12,"(32, 32, 16, 8)",200,44.8985,-0.0457
1e-06,12,"(32, 32, 16, 8)",300,44.8454,-0.0445
1e-06,12,"(32, 32, 16, 8)",400,45.7708,-0.0661
1e-06,12,"(32, 32, 16, 8)",500,44.884,-0.0454
1e-06,16,"(1024, 512, 256, 128, 64, 32, 16, 8)",100,44.565,-0.038
1e-06,16,"(1024, 512, 256, 128, 64, 32, 16, 8)",200,43.5637,-0.0147
1e-06,16,"(1024, 512, 256, 128, 64, 32, 16, 8)",300,43.7115,-0.0181
1e-06,16,"(1024, 512, 256, 128, 64, 32, 16, 8)",400,42.5556,0.0088
1e-06,16,"(1024, 512, 256, 128, 64, 32, 16, 8)",500,42.5147,0.0098
1e-06,16,"(512, 256, 128, 64, 32, 16, 8)",100,45.2968,-0.055
1e-06,16,"(512, 256, 128, 64, 32, 16, 8)",200,44.9704,-0.0474
1e-06,16,"(512, 256, 128, 64, 32, 16, 8)",300,43.7665,-0.0194
1e-06,16,"(512, 256, 128, 64, 32, 16, 8)",400,45.4125,-0.0577
1e-06,16,"(512, 256, 128, 64, 32, 16, 8)",500,44.9735,-0.0475
1e-06,16,"(256, 128, 64, 32, 16, 8)",100,45.1499,-0.0516
1e-06,16,"(256, 128, 64, 32, 16, 8)",200,45.2292,-0.0535
1e-06,16,"(256, 128, 64, 32, 16, 8)",300,44.6228,-0.0393
1e-06,16,"(256, 128, 64, 32, 16, 8)",400,44.1699,-0.0288
1e-06,16,"(256, 128, 64, 32, 16, 8)",500,44.1137,-0.0275
1e-06,16,"(128, 64, 32, 16, 8)",100,44.7863,-0.0431
1e-06,16,"(128, 64, 32, 16, 8)",200,46.2255,-0.0767
1e-06,16,"(128, 64, 32, 16, 8)",300,45.4843,-0.0594
1e-06,16,"(128, 64, 32, 16, 8)",400,44.4278,-0.0348
1e-06,16,"(128, 64, 32, 16, 8)",500,43.9012,-0.0225
1e-06,16,"(64, 32, 16, 8)",100,46.3637,-0.0799
1e-06,16,"(64, 32, 16, 8)",200,44.3287,-0.0325
1e-06,16,"(64, 32, 16, 8)",300,44.4911,-0.0363
1e-06,16,"(64, 32, 16, 8)",400,45.5766,-0.0615
1e-06,16,"(64, 32, 16, 8)",500,44.7049,-0.0412
1e-06,16,"(32, 16, 8)",100,45.5063,-0.0599
1e-06,16,"(32, 16, 8)",200,44.4183,-0.0346
1e-06,16,"(32, 16, 8)",300,45.5559,-0.0611
1e-06,16,"(32, 16, 8)",400,45.6554,-0.0634
1e-06,16,"(32, 16, 8)",500,45.0735,-0.0498
1e-06,16,"(16, 8)",100,46.104,-0.0738
1e-06,16,"(16, 8)",200,45.1494,-0.0516
1e-06,16,"(16, 8)",300,44.2549,-0.0308
1e-06,16,"(16, 8)",400,45.686,-0.0641
1e-06,16,"(16, 8)",500,45.4794,-0.0593
1e-06,16,"(256, 128, 128, 64, 64, 16, 8)",100,44.8428,-0.0445
1e-06,16,"(256, 128, 128, 64, 64, 16, 8)",200,45.8084,-0.0669
1e-06,16,"(256, 128, 128, 64, 64, 16, 8)",300,43.7324,-0.0186
1e-06,16,"(256, 128, 128, 64, 64, 16, 8)",400,45.325,-0.0557
1e-06,16,"(256, 128, 128, 64, 64, 16, 8)",500,43.8401,-0.0211
1e-06,16,"(512, 256, 256, 128, 32, 32, 8)",100,44.6524,-0.04
1e-06,16,"(512, 256, 256, 128, 32, 32, 8)",200,45.9914,-0.0712
1e-06,16,"(512, 256, 256, 128, 32, 32, 8)",300,44.5288,-0.0371
1e-06,16,"(512, 256, 256, 128, 32, 32, 8)",400,44.5332,-0.0372
1e-06,16,"(512, 256, 256, 128, 32, 32, 8)",500,42.9171,0.0004
1e-06,16,"(256, 128, 64, 64, 32, 8, 8)",100,45.1312,-0.0512
1e-06,16,"(256, 128, 64, 64, 32, 8, 8)",200,44.7476,-0.0422
1e-06,16,"(256, 128, 64, 64, 32, 8, 8)",300,45.3062,-0.0552
1e-06,16,"(256, 128, 64, 64, 32, 8, 8)",400,45.0486,-0.0492
1e-06,16,"(256, 128, 64, 64, 32, 8, 8)",500,44.8765,-0.0452
1e-06,16,"(256, 128, 128, 64, 64, 32, 8)",100,45.7202,-0.0649
1e-06,16,"(256, 128, 128, 64, 64, 32, 8)",200,44.8409,-0.0444
1e-06,16,"(256, 128, 128, 64, 64, 32, 8)",300,45.1858,-0.0524
1e-06,16,"(256, 128, 128, 64, 64, 32, 8)",400,44.7938,-0.0433
1e-06,16,"(256, 128, 128, 64, 64, 32, 8)",500,44.5684,-0.0381
1e-06,16,"(64, 32, 32, 16, 8)",100,44.3094,-0.032
1e-06,16,"(64, 32, 32, 16, 8)",200,45.6075,-0.0623
1e-06,16,"(64, 32, 32, 16, 8)",300,46.112,-0.074
1e-06,16,"(64, 32, 32, 16, 8)",400,44.4152,-0.0345
1e-06,16,"(64, 32, 32, 16, 8)",500,44.6588,-0.0402
1e-06,16,"(32, 32, 16, 8)",100,45.6335,-0.0629
1e-06,16,"(32, 32, 16, 8)",200,44.4316,-0.0349
1e-06,16,"(32, 32, 16, 8)",300,44.8838,-0.0454
1e-06,16,"(32, 32, 16, 8)",400,44.5236,-0.037
1e-06,16,"(32, 32, 16, 8)",500,45.2587,-0.0541
1e-06,24,"(1024, 512, 256, 128, 64, 32, 16, 8)",100,45.6538,-0.0633
1e-06,24,"(1024, 512, 256, 128, 64, 32, 16, 8)",200,44.3743,-0.0335
1e-06,24,"(1024, 512, 256, 128, 64, 32, 16, 8)",300,44.5937,-0.0386
1e-06,24,"(1024, 512, 256, 128, 64, 32, 16, 8)",400,43.6526,-0.0167
1e-06,24,"(1024, 512, 256, 128, 64, 32, 16, 8)",500,42.5174,0.0097
1e-06,24,"(512, 256, 128, 64, 32, 16, 8)",100,44.397,-0.0341
1e-06,24,"(512, 256, 128, 64, 32, 16, 8)",200,44.6249,-0.0394
1e-06,24,"(512, 256, 128, 64, 32, 16, 8)",300,44.3157,-0.0322
1e-06,24,"(512, 256, 128, 64, 32, 16, 8)",400,44.676,-0.0406
1e-06,24,"(512, 256, 128, 64, 32, 16, 8)",500,44.059,-0.0262
1e-06,24,"(256, 128, 64, 32, 16, 8)",100,44.284,-0.0314
1e-06,24,"(256, 128, 64, 32, 16, 8)",200,45.6615,-0.0635
1e-06,24,"(256, 128, 64, 32, 16, 8)",300,45.7005,-0.0644
1e-06,24,"(256, 128, 64, 32, 16, 8)",400,44.4757,-0.0359
1e-06,24,"(256, 128, 64, 32, 16, 8)",500,44.749,-0.0423
1e-06,24,"(128, 64, 32, 16, 8)",100,44.8896,-0.0455
1e-06,24,"(128, 64, 32, 16, 8)",200,46.2899,-0.0782
1e-06,24,"(128, 64, 32, 16, 8)",300,45.8554,-0.068
1e-06,24,"(128, 64, 32, 16, 8)",400,44.7698,-0.0428
1e-06,24,"(128, 64, 32, 16, 8)",500,45.1558,-0.0517
1e-06,24,"(64, 32, 16, 8)",100,44.2708,-0.0311
1e-06,24,"(64, 32, 16, 8)",200,44.8347,-0.0443
1e-06,24,"(64, 32, 16, 8)",300,45.4846,-0.0594
1e-06,24,"(64, 32, 16, 8)",400,44.7331,-0.0419
1e-06,24,"(64, 32, 16, 8)",500,44.2948,-0.0317
1e-06,24,"(32, 16, 8)",100,45.0577,-0.0495
1e-06,24,"(32, 16, 8)",200,45.5912,-0.0619
1e-06,24,"(32, 16, 8)",300,45.3439,-0.0561
1e-06,24,"(32, 16, 8)",400,45.3191,-0.0555
1e-06,24,"(32, 16, 8)",500,44.3509,-0.033
1e-06,24,"(16, 8)",100,44.1539,-0.0284
1e-06,24,"(16, 8)",200,44.093,-0.027
1e-06,24,"(16, 8)",300,45.8675,-0.0683
1e-06,24,"(16, 8)",400,45.3558,-0.0564
1e-06,24,"(16, 8)",500,45.2674,-0.0543
1e-06,24,"(256, 128, 128, 64, 64, 16, 8)",100,45.0518,-0.0493
1e-06,24,"(256, 128, 128, 64, 64, 16, 8)",200,44.5597,-0.0379
1e-06,24,"(256, 128, 128, 64, 64, 16, 8)",300,46.1011,-0.0738
1e-06,24,"(256, 128, 128, 64, 64, 16, 8)",400,45.4562,-0.0587
1e-06,24,"(256, 128, 128, 64, 64, 16, 8)",500,45.558,-0.0611
1e-06,24,"(512, 256, 256, 128, 32, 32, 8)",100,44.9038,-0.0459
1e-06,24,"(512, 256, 256, 128, 32, 32, 8)",200,45.1989,-0.0527
1e-06,24,"(512, 256, 256, 128, 32, 32, 8)",300,43.6902,-0.0176
1e-06,24,"(512, 256, 256, 128, 32, 32, 8)",400,45.1635,-0.0519
1e-06,24,"(512, 256, 256, 128, 32, 32, 8)",500,43.4531,-0.0121
1e-06,24,"(256, 128, 64, 64, 32, 8, 8)",100,44.2381,-0.0304
1e-06,24,"(256, 128, 64, 64, 32, 8, 8)",200,45.5359,-0.0606
1e-06,24,"(256, 128, 64, 64, 32, 8, 8)",300,44.7007,-0.0411
