lr,batch_size,hidden_sizes,epochs,mse,r2
0.0001,32,"(64, 32, 16)",300,47.16453170776367,-0.0408092737197876
0.0001,32,"(32, 16, 8)",100,45.30006408691406,0.0003351569175720215
0.0001,32,"(32, 16, 8)",200,45.790958404541016,-0.010497689247131348
0.0001,32,"(32, 16, 8)",300,45.90166473388672,-0.012940764427185059
0.0001,32,"(64, 32, 16, 8)",100,45.44319152832031,-0.002823352813720703
0.0001,32,"(64, 32, 16, 8)",200,45.824134826660156,-0.011229872703552246
0.0001,32,"(64, 32, 16, 8)",300,46.48480987548828,-0.025809407234191895
1e-05,8,"(256, 128, 64)",100,45.50948715209961,-0.004286289215087891
1e-05,8,"(256, 128, 64)",200,45.84912109375,-0.01178121566772461
1e-05,8,"(256, 128, 64)",300,46.432823181152344,-0.024662137031555176
1e-05,8,"(128, 64, 32)",100,45.29916763305664,0.00035494565963745117
1e-05,8,"(128, 64, 32)",200,45.42656707763672,-0.0024565458297729492
1e-05,8,"(128, 64, 32)",300,45.57126235961914,-0.005649566650390625
1e-05,8,"(64, 32, 16)",100,45.253700256347656,0.0013582110404968262
1e-05,8,"(64, 32, 16)",200,45.2989387512207,0.000359952449798584
1e-05,8,"(64, 32, 16)",300,45.493873596191406,-0.003941774368286133
1e-05,8,"(32, 16, 8)",100,46.12674331665039,-0.01790773868560791
1e-05,8,"(32, 16, 8)",200,45.87237548828125,-0.012294411659240723
1e-05,8,"(32, 16, 8)",300,45.3792610168457,-0.001412510871887207
1e-05,8,"(64, 32, 16, 8)",100,45.33642578125,-0.0004673004150390625
1e-05,8,"(64, 32, 16, 8)",200,45.29270553588867,0.0004975199699401855
1e-05,8,"(64, 32, 16, 8)",300,45.27841567993164,0.000812828540802002
1e-05,16,"(256, 128, 64)",100,45.371864318847656,-0.0012493133544921875
1e-05,16,"(256, 128, 64)",200,45.559207916259766,-0.005383491516113281
1e-05,16,"(256, 128, 64)",300,45.914939880371094,-0.013233661651611328
1e-05,16,"(128, 64, 32)",100,45.234336853027344,0.0017856359481811523
1e-05,16,"(128, 64, 32)",200,45.24945068359375,0.001452028751373291
1e-05,16,"(128, 64, 32)",300,45.32275390625,-0.00016558170318603516
1e-05,16,"(64, 32, 16)",100,45.556095123291016,-0.005314826965332031
1e-05,16,"(64, 32, 16)",200,45.2712287902832,0.0009714365005493164
1e-05,16,"(64, 32, 16)",300,45.24736022949219,0.0014981627464294434
1e-05,16,"(32, 16, 8)",100,45.670188903808594,-0.007832646369934082
1e-05,16,"(32, 16, 8)",200,45.362701416015625,-0.0010471343994140625
1e-05,16,"(32, 16, 8)",300,45.191139221191406,0.0027388334274291992
1e-05,16,"(64, 32, 16, 8)",100,45.34383010864258,-0.0006306171417236328
1e-05,16,"(64, 32, 16, 8)",200,45.289058685302734,0.0005780458450317383
1e-05,16,"(64, 32, 16, 8)",300,45.257320404052734,0.0012783408164978027
1e-05,32,"(256, 128, 64)",100,45.41259002685547,-0.0021480321884155273
1e-05,32,"(256, 128, 64)",200,45.380714416503906,-0.0014445781707763672
1e-05,32,"(256, 128, 64)",300,45.64349365234375,-0.007243514060974121
1e-05,32,"(128, 64, 32)",100,45.610328674316406,-0.006511688232421875
1e-05,32,"(128, 64, 32)",200,45.24068832397461,0.0016453862190246582
1e-05,32,"(128, 64, 32)",300,45.316261291503906,-2.2292137145996094e-05
1e-05,32,"(64, 32, 16)",100,45.579471588134766,-0.005830645561218262
1e-05,32,"(64, 32, 16)",200,45.486690521240234,-0.0037832260131835938
1e-05,32,"(64, 32, 16)",300,45.54063034057617,-0.0049735307693481445
1e-05,32,"(32, 16, 8)",100,45.63971710205078,-0.007160186767578125
1e-05,32,"(32, 16, 8)",200,45.454833984375,-0.0030802488327026367
1e-05,32,"(32, 16, 8)",300,45.78425216674805,-0.010349750518798828
1e-05,32,"(64, 32, 16, 8)",100,45.702415466308594,-0.008543848991394043
1e-05,32,"(64, 32, 16, 8)",200,45.3813591003418,-0.001458883285522461
1e-05,32,"(64, 32, 16, 8)",300,45.34749984741211,-0.0007116794586181641
1e-06,8,"(256, 128, 64)",100,45.5965461730957,-0.006207466125488281
1e-06,8,"(256, 128, 64)",200,45.305137634277344,0.0002231597900390625
1e-06,8,"(256, 128, 64)",300,45.34524154663086,-0.0006618499755859375
1e-06,8,"(128, 64, 32)",100,45.79172897338867,-0.01051473617553711
1e-06,8,"(128, 64, 32)",200,45.40800857543945,-0.002046942710876465
1e-06,8,"(128, 64, 32)",300,45.330169677734375,-0.0003292560577392578
1e-06,8,"(64, 32, 16)",100,45.6796760559082,-0.008041977882385254
1e-06,8,"(64, 32, 16)",200,45.66623306274414,-0.007745265960693359
1e-06,8,"(64, 32, 16)",300,45.66982650756836,-0.00782465934753418
1e-06,8,"(32, 16, 8)",100,45.46860885620117,-0.003384232521057129
1e-06,8,"(32, 16, 8)",200,45.984954833984375,-0.014778733253479004
1e-06,8,"(32, 16, 8)",300,45.57962417602539,-0.005834102630615234
1e-06,8,"(64, 32, 16, 8)",100,45.87680435180664,-0.012392163276672363
1e-06,8,"(64, 32, 16, 8)",200,46.05501174926758,-0.016324758529663086
1e-06,8,"(64, 32, 16, 8)",300,45.892818450927734,-0.012745499610900879
1e-06,16,"(256, 128, 64)",100,45.66860580444336,-0.007797718048095703
1e-06,16,"(256, 128, 64)",200,45.37025451660156,-0.0012137889862060547
1e-06,16,"(256, 128, 64)",300,45.393306732177734,-0.0017224550247192383
1e-06,16,"(128, 64, 32)",100,45.710689544677734,-0.008726358413696289
1e-06,16,"(128, 64, 32)",200,45.651634216308594,-0.0074231624603271484
1e-06,16,"(128, 64, 32)",300,45.419071197509766,-0.002291083335876465
1e-06,16,"(64, 32, 16)",100,45.53351593017578,-0.004816532135009766
1e-06,16,"(64, 32, 16)",200,45.81324768066406,-0.010989665985107422
1e-06,16,"(64, 32, 16)",300,45.55026626586914,-0.005186200141906738
1e-06,16,"(32, 16, 8)",100,45.4724006652832,-0.0034679174423217773
1e-06,16,"(32, 16, 8)",200,45.62303161621094,-0.0067920684814453125
1e-06,16,"(32, 16, 8)",300,45.36098861694336,-0.0010093450546264648
1e-06,16,"(64, 32, 16, 8)",100,46.291419982910156,-0.021541714668273926
1e-06,16,"(64, 32, 16, 8)",200,45.844242095947266,-0.011673569679260254
1e-06,16,"(64, 32, 16, 8)",300,46.115745544433594,-0.01766502857208252
1e-06,32,"(256, 128, 64)",100,45.49079513549805,-0.0038738250732421875
1e-06,32,"(256, 128, 64)",200,45.529701232910156,-0.004732370376586914
1e-06,32,"(256, 128, 64)",300,45.429962158203125,-0.00253140926361084
1e-06,32,"(128, 64, 32)",100,45.54903793334961,-0.005159139633178711
1e-06,32,"(128, 64, 32)",200,45.61714172363281,-0.00666201114654541
1e-06,32,"(128, 64, 32)",300,45.64545822143555,-0.0072869062423706055
1e-06,32,"(64, 32, 16)",100,45.62176513671875,-0.006764054298400879
1e-06,32,"(64, 32, 16)",200,46.087730407714844,-0.017046809196472168
1e-06,32,"(64, 32, 16)",300,45.69339370727539,-0.008344650268554688
1e-06,32,"(32, 16, 8)",100,45.679988861083984,-0.0080488920211792
1e-06,32,"(32, 16, 8)",200,45.80329513549805,-0.010769963264465332
1e-06,32,"(32, 16, 8)",300,45.424686431884766,-0.0024149417877197266
1e-06,32,"(64, 32, 16, 8)",100,46.642940521240234,-0.029299020767211914
1e-06,32,"(64, 32, 16, 8)",200,45.68560791015625,-0.008172869682312012
1e-06,32,"(64, 32, 16, 8)",300,45.48234176635742,-0.003687262535095215
