Cell Number,Frame,Area,Perimeter,Solidity,Extent,Circularity,Convexity,Elongation,Compactness,Centroid_X,Centroid_Y,X_Centroid_Distance,Y_Centroid_Distance,X_Centroid_Velocity,Y_Centroid_Velocity,Area_MA,Perimeter_MA,Extent_MA,Solidity_MA,Compactness_MA,Elongation_MA,Circularity_MA,Convexity_MA,Centroid_X_MA,Centroid_Y_MA,X_Centroid_Distance_MA,Y_Centroid_Distance_MA,X_Centroid_Velocity_MA,Y_Centroid_Velocity_MA
2,1,20663.0,694.0904037956216,0.8493854564886751,0.6206782613919678,0.5389781502396213,0.967664652478066,0.5543149212398645,0.6147915798423919,1309.7927464550162,97.48734452886804,0.9495865779222186,1.2025729955148703,0.9495865779222186,1.2025729955148703,20663.0,694.0904037956216,0.6206782613919678,0.8493854564886751,0.6147915798423919,0.5543149212398645,0.5389781502396213,0.967664652478066,1309.7927464550162,97.48734452886804,0.9495865779222186,1.2025729955148703,0.9495865779222186,1.2025729955148703
2,2,19913.0,695.0193359837562,0.8317878028404344,0.6428525309917356,0.5180274619676705,0.954451832499486,0.5680896739055717,0.6046850835623386,1309.0880691005875,95.80722944809924,-0.7046773544284406,-1.6801150807688003,-0.7046773544284406,-1.6801150807688003,20288.0,694.5548698896889,0.6317653961918517,0.8405866296645548,0.6097383317023652,0.5612022975727181,0.5285028061036459,0.9610582424887759,1309.4404077778017,96.64728698848364,0.12245461174688899,-0.23877104262696502,0.12245461174688899,-0.23877104262696502
2,3,18146.0,750.8183258569795,0.8060231866032959,0.6054317362872014,0.4045023434665782,0.8633125792606798,0.5628909744013635,0.597937934850113,1309.880035269481,99.20606414636836,0.7919661688931683,3.3988346982691127,0.7919661688931683,3.3988346982691127,19574.0,713.309355212119,0.6229875095569682,0.8290654819774685,0.6058048660849479,0.5617651898489332,0.48716931855795664,0.9284763547460773,1309.5869502750281,97.50021270777854,0.34562513079564877,0.9737642043383943,0.34562513079564877,0.9737642043383943
2,4,20733.0,885.144227664784,0.7900091449474166,0.6208228530362918,0.3325400277382883,0.7753911957180105,0.5064642336018621,0.6246013601430295,1307.4083152462258,102.61489605942218,-2.471720023255102,3.408831913053831,-2.471720023255102,3.408831913053831,19863.75,756.2680733252853,0.6224463454267991,0.8193013977199555,0.6105039895994683,0.5479399507871654,0.4485119958530396,0.8902050649890606,1309.0422915178276,98.77888354568945,-0.358711157717039,1.5825311315172534,-0.358711157717039,1.5825311315172534
2,5,17514.0,668.7766952966368,0.863950276243094,0.6479946721918011,0.4920768654137915,0.943117585523194,0.6123240028293462,0.5968045465412437,1306.2874546077426,95.97345437935364,-1.1208606384832365,-6.6414416800685245,-1.1208606384832365,-6.6414416800685245,19393.8,738.7697977195555,0.6275560107797995,0.8282311734245832,0.6077641009878233,0.5608167611956016,0.4572249697651899,0.9007875690958873,1308.4913241358106,98.2177977124223,-0.5111410538702785,-0.06226343079990215,-0.5111410538702785,-0.06226343079990215
2,6,19168.0,725.303607231218,0.8347704903754029,0.6143589743589744,0.4578750614408314,0.9073309351530252,0.5628460370491106,0.6046029339143222,1307.6111936560935,98.8210496661102,1.3237390483511715,2.847595286756544,1.3237390483511715,2.847595286756544,19094.8,745.012438406675,0.6262921533732009,0.8253081802019289,0.6057263718022095,0.5625229843574509,0.441004352005432,0.8887208256308792,1308.0550135760263,98.48453873987071,-0.43631055978448785,0.2667410274484326,-0.43631055978448785,0.2667410274484326
2,7,19780.0,758.8599564173221,0.8062280916279448,0.6018011439698187,0.4316312482372051,0.8985159307922694,0.5658585865854011,0.5958120279897935,1308.2277290192114,97.68148432760364,0.6165353631176913,-1.1395653385065572,0.6165353631176913,-1.1395653385065572,19068.2,757.7805624933881,0.6180818759688174,0.8201962379594308,0.6039517606877004,0.5620767668934168,0.4237251092593389,0.8775336452894358,1307.8829455597509,98.8593897157716,-0.17206801627526153,0.3748509759008812,-0.17206801627526153,0.3748509759008812
2,8,20539.0,744.9604614807105,0.8158814650035752,0.6089599146110057,0.4650746975090728,0.917830261391132,0.5405156424882293,0.6111366804055857,1307.7146248600225,98.99570378304688,-0.5131041591889698,1.3142194554432507,-0.5131041591889698,1.3142194554432507,19546.8,756.6089896181344,0.6187875116335784,0.8221678936394866,0.606591509798795,0.5576017005107899,0.43583958006783785,0.8884371817155262,1307.449863477859,98.8173176431073,-0.43308208189168906,-0.04207207266429123,-0.43308208189168906,-0.04207207266429123
2,9,25108.0,1084.156420973604,0.7154703217165816,0.537448894406747,0.2684343513671797,0.8040788562455178,0.6732491227903434,0.4832810719957207,1287.2264314162817,100.81706866337424,-20.488193443740784,1.8213648803273368,-20.488193443740784,1.8213648803273368,20421.8,796.4114282798984,0.6021127199076693,0.8072601289933197,0.5783274521693331,0.5909586783484861,0.42301844479361606,0.8941747138210276,1303.4134867118705,98.45775216389772,-4.036376765988825,-0.35956547920959003,-4.036376765988825,-0.35956547920959003
2,10,24692.0,1023.5290039756344,0.7145502951730525,0.5322813598051263,0.2961868851965368,0.8366475569024912,0.6410796880289029,0.5082294680588616,1292.6676073222095,98.78674388465902,5.4411759059280485,-2.030324778715212,5.4411759059280485,-2.030324778715212,21857.4,867.3618900156978,0.5789700574303345,0.7773801327793114,0.5606124364728567,0.5967098153883974,0.3838404487501652,0.872880708096887,1300.6895172547636,99.02041006495878,-2.7239694571065685,0.5626579010610725,-2.7239694571065685,0.5626579010610725
