PHATE1,PHATE2,Cell Number,Area_MA,Cluster
0.033641339883738054,-0.01645365857695575,2,20663.0,0
0.03357038368579973,-0.016597730702925976,2,20288.0,0
0.03590586121018846,-0.012443394111543457,2,19574.0,0
0.037119049466890146,-0.010716685734062656,2,19863.75,0
0.03696573039247777,-0.011643759511202728,2,19393.8,0
0.03726317845306706,-0.010759899401327462,2,19094.8,0
0.03676128178994193,-0.009493021403177784,2,19068.2,0
0.037191910825867716,-0.010493354671177568,2,19546.8,0
0.034127714407599194,-0.006532153528021023,2,20421.8,0
0.03125942997222543,-0.0016035462951623021,2,21857.4,0
0.029628055044024187,2.614255575972214e-05,2,22310.4,0
0.029044543703371728,0.0005702886035230034,2,22828.4,0
0.02959606246232873,0.0006474046894851161,2,23313.4,0
0.0339701134502324,-0.004719043197142497,2,22353.6,0
0.03657770853959622,-0.009815627429203066,2,21137.4,0
0.03746692083060761,-0.010137620922882416,2,20961.0,0
0.038015844232730696,-0.010925121713058239,2,20311.0,0
0.0376612798031352,-0.01059320772049357,2,20161.4,0
0.03749735902610884,-0.009612854281025764,2,20282.2,0
0.036778025841279795,-0.008246877082473446,2,20865.4,0
0.037077900125490657,-0.008462937827605032,2,20691.2,0
0.03707677597651757,-0.009224801625531335,2,20607.4,0
0.03721439350524896,-0.009110421396303137,2,20364.8,0
0.03717511979532625,-0.009084369584027021,2,20282.4,0
0.037414063053840194,-0.009823472453452857,2,19625.6,0
0.03753560382050313,-0.00936877459267926,2,19514.6,0
0.03635373710702099,-0.007811895543989251,2,19397.0,0
0.03448498911611924,-0.005516679643647627,2,19498.8,0
0.033001652213402274,-0.005644869918220176,2,18973.8,0
0.029451676789569843,-0.006135770478020659,2,18925.4,0
0.027046715836549332,-0.006651277133569759,2,19436.0,0
0.024271450393612202,-0.005558228964877502,2,19905.0,0
0.024611206086803648,-0.007767357220769993,2,19666.4,0
0.02473558015341174,-0.0073988692584329675,2,19730.8,0
0.02461912299389028,-0.006363766806825552,2,19711.2,0
0.026726338511541166,-0.009189076754731932,2,18985.2,0
0.027531832679429102,-0.010709365063023791,2,18484.2,0
0.02913408266129064,-0.014349764802227829,2,17887.2,0
0.029508522896590856,-0.015850500379883777,2,17740.0,0
0.03005256250365073,-0.01642583199450861,2,17594.6,0
0.029444842327176982,-0.014815258397045198,2,17387.2,0
0.029537890357409325,-0.013981489068429245,2,17108.2,0
0.026826794902334427,-0.008469825988972897,2,18780.2,0
0.026782973071697698,-0.007739772826157397,2,18591.6,0
0.020167005874014387,0.0005086148082436771,2,20303.0,0
0.01350076069922461,0.0040151077126054195,2,22115.4,0
0.012251010754699433,0.004179187886643784,2,22171.0,0
0.01881494376342297,0.0012291189743947294,2,20468.6,0
0.011058660757200968,0.005909200849754118,2,22520.6,0
0.011669840573386488,0.006526954471522245,2,22211.8,0
0.01590986977773719,0.0035954119679768312,2,20386.8,0
0.014144571033734265,0.004203698638165583,2,20409.2,0
0.013803586557577446,0.004665755650010514,2,20102.0,0
0.01804564692515398,-0.0038709805723648135,3,34825.0,0
0.01790391893792818,0.002280821511326841,3,35662.5,0
0.010485216382494849,0.011354907453074341,3,39844.0,0
0.01102236639943195,0.010228344457665711,3,38785.0,0
0.013396415988812027,0.007938749969506418,3,38162.0,0
0.006702305567240318,0.011685654963611193,3,41532.2,0
0.002997781955781868,0.011653093489825716,3,44673.4,2
0.005841576983275583,0.00925462851983126,3,42432.2,0
0.010450681451455918,0.006344503539889407,3,41995.6,0
0.004146216291052761,0.010032613851179532,3,45456.4,2
0.005778953001901274,0.010167167610292634,3,45652.2,0
0.005820245512798283,0.008395154119619198,3,45860.4,0
0.0006377340937673536,0.012587171581323674,3,48635.8,2
-0.017521886952414037,0.01080910636792313,3,52026.2,1
-0.0018756667621327237,0.011787310565286278,3,47144.2,2
0.003999798470329652,0.011583207930126587,3,43499.0,2
0.006651926028065554,0.009830373843628237,3,40480.2,0
0.014971636103068417,0.0013212589384143123,3,37023.0,0
0.01809376968119298,-0.003691950583676078,3,34705.6,0
0.015583176174078485,-0.0026645896159478125,3,36725.0,0
0.015465652556306768,-0.003051619064054232,3,36912.8,0
0.016761358592997985,-0.0042578334199212635,3,36531.4,0
0.014770880706092115,-0.002646335254698687,3,37308.6,0
0.016277984896451398,-0.003426510486294493,3,37818.0,0
0.01684881783691848,-0.0039848780493616206,3,38077.0,0
0.018363079714510552,-0.0050353782082507344,3,38554.8,0
0.020145332284150868,-0.00621030164561669,3,38776.2,0
0.016445806204277793,-0.0012580886616772096,3,41004.4,0
0.012917468396300784,0.002056635447711664,3,43607.4,0
0.011988823403311186,0.010597913147428127,3,47354.6,0
0.011199113545494275,0.01169796903695134,3,48812.4,0
0.01069322423560462,0.012207179385858158,3,49335.8,0
0.014519828168105554,0.009334413407166493,3,48007.0,0
0.015343109566739717,0.003019818681967178,3,45244.2,0
0.019286886420097914,-0.003423308536445702,3,41082.0,0
0.019283163899212124,-0.0034823109053398523,3,39335.0,0
0.01902391483308439,-0.0032945108684015747,3,39945.0,0
0.01719571209043668,2.3669894598592487e-05,3,39630.2,0
0.017000184111613664,0.0071245809211775025,3,39360.6,0
0.01602996477355395,0.008342152837389543,3,41062.4,0
0.015691917804396202,0.0109522534360951,3,42925.4,0
0.014585770725090128,0.012258091262037257,3,44248.0,0
