PCA1,PCA2,Cell Number,Convexity_MA,Cluster
2.210952897286041,-2.0664849214423446,1,0.972866955643226,2
2.2300346262263533,-2.0929306230087383,1,0.9680015436431104,2
1.480540218815733,-2.119089620857565,1,0.9736092909493184,2
1.0508643671990991,-2.148710691455314,1,0.97492176383976,2
0.8081690343043161,-2.1705878516067436,1,0.97455380363024,2
0.33345599539214454,-2.2089101657607655,1,0.9745968050600268,2
0.14355553494588458,-2.256225898924895,1,0.9762636697887366,2
0.41137493688043014,-2.2818578086985424,1,0.9739868367431376,2
0.7153767709864456,-2.305410484142696,1,0.973065690821365,2
0.9932368607395888,-2.338611239624875,1,0.975161872979218,2
0.4421615608223325,-1.4111557207442607,1,0.9511964511137624,2
0.12275849096017356,-1.4143710556941878,1,0.9528328556204556,2
-0.0010492264148169895,-1.278654235304063,1,0.9478851619618563,2
0.2451397283137227,-0.584533109023384,1,0.9180658712063294,2
0.5023602493199387,0.123340615088097,1,0.886384696314962,0
1.5590925505903592,-0.14893082593516813,1,0.8825805200624763,0
1.818347034793496,0.28553831688749537,1,0.8694560336508113,0
1.8901861512594087,0.5181979037423647,1,0.8681807448735348,0
1.6635151761918356,0.2911290915406677,1,0.8841629930396774,0
1.5027728291635691,0.2523787595795848,1,0.8865992388845921,0
1.2597826988940208,0.360712694791198,1,0.8827564040708966,0
0.18856873372574712,1.6757967401587979,1,0.8323955899864206,0
-1.3256295823361255,2.4105046380560657,1,0.8256215859555338,1
-3.4215109711592,0.4116647131150926,2,0.967664652478066,1
-3.33908807875944,0.43691555991914677,2,0.961058242488776,1
-3.011908190097142,0.8422799815355017,2,0.9284763547460771,1
-2.7459662137193197,1.3896095088884401,2,0.8902050649890606,1
-2.8276847131733174,1.1772053862505676,2,0.9007875690958872,1
-2.709247171699906,1.3136990733995837,2,0.8887208256308792,1
-2.560342872987763,1.4652478231275872,2,0.8775336452894358,1
-2.6617835718979164,1.3583483997171808,2,0.8884371817155262,1
-2.3087956684968804,1.1155934305583945,2,0.8941747138210276,1
-1.7958257148255943,1.3781911656805903,2,0.872880708096887,1
-1.707874122104785,1.275805637268697,2,0.8810344421900502,1
-1.5955489336118955,1.3574179281682548,2,0.8758136764694004,1
-1.4283788871855547,1.715112384942865,2,0.850924803999435,1
-1.9790245935852262,1.6493164753810134,2,0.8716345668659157,1
-2.597665306800525,1.2757693353475876,2,0.9028110267177044,1
-2.7248779249142068,1.7770459777466276,2,0.8765280146441954,1
-2.990838292597125,1.9766927528627174,2,0.8725077232458462,1
-2.9681897965461714,1.943143241743191,2,0.8754404060244086,1
-2.64821146123251,2.214294099668917,2,0.8496719806579163,1
-2.41789474224566,3.151393426373077,2,0.7979603846639292,1
-2.388996818876382,2.6623311965287915,2,0.8263220162325753,1
-2.4600066910304323,2.0896069796111703,2,0.8553558718684748,1
-2.4934238227413266,2.221978239921657,2,0.8480490149155948,1
-2.5839333684638444,2.5182098289685655,2,0.83570413886906,1
-2.6607465359406057,2.134103210889859,2,0.8585814615232825,1
-2.555797164356588,2.3035492716776678,2,0.8451363850598325,1
-2.2639318719490147,2.612614858881575,2,0.8244237105807664,1
-1.9563217380545113,2.0417663341928924,2,0.8494468204442269,1
-2.224548139281759,1.0835751530262778,2,0.904591496552108,1
-2.3041874297814107,0.4693784408138148,2,0.933673734816319,1
-2.1589764820237805,-0.017210604295232284,2,0.951817132138148,1
-2.0252725949145023,-0.39575042634505714,2,0.9670872943598836,1
-2.262010334218067,-0.6045683635445541,2,0.9833036290532362,1
-2.2180021876657716,-0.5798451501997239,2,0.9832653253116764,1
-2.1633016696614122,-0.5501763418252347,2,0.9829388342040384,1
-2.4447552148006704,-0.45627111497137235,2,0.9853949042216896,1
-2.7171415226064357,-0.420640084529946,2,0.9875538572931284,1
-3.0360685405476233,-0.4152663964006324,2,0.9899956566559064,1
-3.107028408893025,-0.4412247616548202,2,0.9899644491592292,1
-3.131896248662474,-0.41715965972350383,2,0.9893332093912812,1
-3.075847435781357,-0.34721827383668447,2,0.9870538084526536,1
-3.068072327672156,-0.2800814801583508,2,0.9873484848090128,1
-2.369815084524077,-0.3298046240517392,2,0.9763446686011882,1
-2.3067968712957314,-0.2731812861446119,2,0.974884198505659,1
-1.5710127801339135,-0.3357057833032551,2,0.9633227752083314,1
-0.9586573904939404,-0.4353612985467619,2,0.9511631050660933,1
-0.9285957031905346,-0.4921215639928926,2,0.9523351962891424,1
-1.4568433559209215,-0.41663281344581105,2,0.96177987865393,1
-0.7031117143651596,-0.4097597997354494,2,0.9437458740959056,1
-0.6909723297664553,-0.32998487774465923,2,0.9371545698163088,1
-1.0705191525654913,-0.31921009002092343,2,0.9477466927968184,1
-0.8531286306428905,-0.3617818792047468,2,0.9450734831225274,1
-0.7788587176902635,-0.3308058326871746,2,0.9442802298668764,1
-0.740340983338239,-0.45629964000120116,2,0.952109549125746,1
-0.8768178234952801,-0.5509428375365621,2,0.963660783308333,1
-0.46125389109044984,-0.5993304506414033,2,0.961682974683546,2
-0.06188972391408568,-0.6574371879371226,2,0.9598545374912468,2
