PCA1,PCA2,Cell Number,Convexity_MA,Cluster
-3.3649764818300185,0.5601654107563092,2,0.967664652478066,1
-3.274789616034027,0.5711891549375182,2,0.961058242488776,1
-2.791662218412329,1.3752032551994617,2,0.8991692268985209,1
-2.868928665640745,1.1311637960257528,2,0.9101563165546892,1
-2.8469845592720344,1.138455204223438,2,0.9095912402743564,1
-2.6595606298059016,1.2863253086430984,2,0.895761495937197,1
-2.5794483731748974,1.4147692447231468,2,0.8884371817155262,1
-2.2231890110096924,1.1843298740672306,2,0.8941747138210276,1
-1.6943122438042202,1.445034492246893,2,0.872880708096887,1
-1.6042194423388048,1.3610318422851617,2,0.8810344421900502,1
-1.500940458392478,1.6804110582392484,2,0.8600084358398574,1
-1.5155320887646544,1.756287251230978,2,0.8579679176772151,1
-2.2359866273546785,1.3685885462178522,2,0.8956581176603986,1
-2.729326561147203,1.6486125360723536,2,0.8916655153301596,1
-2.9072973007920293,2.0354545853624875,2,0.8725077232458462,1
-2.8849108482311547,2.008002171883649,2,0.8754404060244086,1
-2.5567500273219976,2.2531133782853807,2,0.8496719806579165,1
-2.3067682517863903,3.157438649209174,2,0.7979603846639292,1
-2.284042358717198,2.700041380769916,2,0.8263220162325753,1
-2.0364424869262248,2.839132789102135,2,0.8101628928270639,1
-2.0074022695902642,3.140473236749709,2,0.7919652629427979,1
-2.330709975452908,3.0937114197440847,2,0.8058798520862283,1
-2.306793209379585,2.529452558224255,2,0.8373389410033838,1
-2.1643202486267725,2.6480377241326867,2,0.8244237105807664,1
-2.3904850795615995,1.9035743907789857,2,0.8686776137572613,1
-2.7148952204714214,0.9639755887612232,2,0.9240193172114374,1
-2.4585773540658957,0.2787621258095929,2,0.9507444807961996,1
-2.3350217988457826,-0.10887615946278419,2,0.9680334668315004,1
-2.4893231276132255,-0.4293557282887388,2,0.9877687617040916,1
-2.4715802680156846,-0.41112825136029957,2,0.9876392979427482,1
-2.416114797154512,-0.39440413025612175,2,0.9877382932809508,1
-2.763973089424563,-0.30396656668961963,2,0.9893256813572008,1
-3.078203705735448,-0.3078846780713152,2,0.992270628738646,1
-3.1290272725274546,-0.29653918240380306,2,0.9915482289509144,1
-3.108594461618773,-0.2560264372074265,2,0.990147711378492,1
-2.3730938576698746,-0.27446551367768607,2,0.9775295618673756,1
-1.622273605111578,-0.3053038258814991,2,0.9639591727279112,1
-1.459916664627039,-0.2736387576072821,2,0.9618968908662068,1
-0.638292579372601,-0.25655304886254443,2,0.9430936085037078,1
0.08691338309523111,-0.26343290030671856,2,0.925710158731258,0
-0.35124456827806694,-0.26099109373271545,2,0.934481360142018,1
-0.7464453167593319,-0.24019049455150387,2,0.9450734831225276,1
1.7003942300897792,0.03981684151828373,3,0.8790865645806782,3
0.5260595017480506,0.07797830207181881,3,0.9056696118354652,3
-0.35707545238514543,-0.09793073354569028,3,0.9316684458714688,1
0.28247659759538024,-0.1488978332439659,3,0.928431607347861,0
-0.18461122371290536,-0.22659515124971705,3,0.9410042957022644,0
-1.2723897271073807,-0.28445757537341093,3,0.9633937933409056,1
-0.8433907439294397,-0.3767040098842801,3,0.9605641535682936,1
-0.07572579714176544,-0.33681558476629914,3,0.9456051198876292,0
-0.19523394350547313,-0.40822342441999937,3,0.9509197218289802,0
0.6806852318870728,-0.26448834905937363,3,0.9273897644151616,0
1.0009509479658014,-0.1588645094448477,3,0.921470670236888,3
0.4017985918067466,-0.13204765883143346,3,0.9257203953008574,0
-0.12598248055715458,-0.2746785550026246,3,0.9416857869871418,0
-0.9852353110070031,-0.24252220312629902,3,0.948631125715558,1
-1.6326840214531222,-0.4577082231790238,3,0.9705767658508216,1
-1.573301527257972,-0.6623007140399859,3,0.9757741076612624,1
-1.6083188171510703,-0.8110025821080714,3,0.9862169976685532,1
-1.7019784624675094,-0.7247125267219293,3,0.980173359967884,1
-1.5169825697005066,-0.7943331990626742,3,0.9803456587308498,1
-1.8392844059022078,-0.7685296608066344,3,0.981911960948899,1
-1.3032526701660445,-0.7158942505749666,3,0.9690549091554485,1
-0.8037226614802786,-0.6920536026698832,3,0.96026709160844,1
-0.16927021340922785,-0.5411536871226476,3,0.9398499687673582,0
-0.1521993216053269,-0.5486130282795388,3,0.9380573886323542,0
0.01551687672164412,-0.4561590882460991,3,0.9268630517604376,0
-0.46349255799300443,-0.4497622128830908,3,0.930993606288596,1
-1.014872084441335,-0.44725099672178453,3,0.9363601868365288,1
-1.716389218302184,-0.5953523612343741,3,0.9568261164979838,1
-1.7066782894413728,-0.5867034866416581,3,0.9567926411263168,1
-1.6728796889286937,-0.7081014412167399,3,0.9625576820990386,1
-1.3480940969968767,-0.4344701399974322,3,0.9386241345219452,1
-0.9526156777668561,-0.20435246006439725,3,0.9183344698204158,1
-0.758758675434323,-0.1441674853112936,3,0.9084950084795316,1
-0.6045644883780844,-0.07713999185007303,3,0.9011928706641206,1
-0.6695325629442571,0.008440012588647478,3,0.9013119239105308,1
-0.39048749231772756,-0.02767390904051162,3,0.8995372504918923,1
-0.8153598340668414,-0.09178008909332071,3,0.914403553316515,1
-0.4453269743103852,-0.05602777746452241,3,0.912587051460467,1
-0.8454901489660079,0.044458596763745584,3,0.92085846026261,1
-0.4136500489325778,0.018844009065046602,3,0.9188679581654012,1
-0.3281234089130883,0.06561365450777444,3,0.9206272021219476,1
0.19984782348104776,0.08029023013690714,3,0.9113354012575602,3
0.2604806033196056,-0.05462270342210515,3,0.9185087423164812,0
0.8814902815156478,-0.2094526622849706,3,0.9146450351399132,0
0.9545103344454785,-0.1422443292581517,3,0.9062665961168426,3
0.6847168238258459,-0.4380232955298536,3,0.9294538192273312,0
0.042563892147731486,-0.5564587234978849,3,0.9452349957206392,0
-0.6343212293252259,-0.5314253477975195,3,0.9533127165793156,1
-0.9353461186782841,-0.32718014618037294,3,0.9438733208024565,1
-1.3047664136614454,-0.013221020671396288,3,0.9300302052287228,1
-1.3307125658525265,0.8319900762909912,6,0.9270198869816066,1
-2.03156291898882,0.9507612354823674,6,0.9293747117047084,1
-2.3899369250722344,1.2546700025652533,6,0.9225513079115256,1
-2.532691972394122,1.370885279477879,6,0.9210918948267406,1
-2.7730709093434838,1.3416107635405736,6,0.927039430928069,1
-3.03155173978415,1.3603988162467193,6,0.9328569316540364,1
-3.1640411149742707,1.3161298723914518,6,0.9386006235792697,1
-2.8002866427673188,1.0004730281920764,6,0.9466818368789598,1
-2.493452367918989,0.6746655033951768,6,0.9584371924071028,1
-2.0856974781894535,0.4369316051458076,6,0.9632154160118016,1
-1.7295432163716038,0.2218180197794939,6,0.9659182766582818,1
-1.2261189471176273,0.02170011688386518,6,0.9683072752779898,1
-1.2533751290935142,-0.08030513798168544,6,0.9750042542430896,1
-1.3343436550549317,0.022934663895170782,6,0.96686603127846,1
-1.2540753808740013,0.13319145045763092,6,0.963144730564374,1
-1.4978365105265907,0.3155458884884666,6,0.9568494256319396,1
-1.4331587301295885,0.44632760440752106,6,0.9508114888471084,1
-1.335302560496628,0.5668451638517259,6,0.9451969686237378,1
-1.0115340557449286,0.4934077812586468,6,0.9455614772280572,1
-0.7310767066139107,0.49020113773946344,6,0.9376908311674657,1
-0.5129394195718755,0.43051816218725675,6,0.9373936969437352,1
-0.7207391128841871,0.2432449776262503,6,0.941001264259128,1
-0.5548184559672784,0.2288004947215499,6,0.934599380426226,1
-0.5128542565332357,0.18029775498365117,6,0.939592351755827,1
-0.9382042170524123,0.028755054353588185,6,0.9483081512262784,1
-1.1806712647498872,-0.08186916717895362,6,0.9553169988942736,1
-1.0783732591613135,-0.07192564798979283,6,0.956911953184384,1
-1.3390334397053187,-0.12950735347612952,6,0.9644174113820037,1
-1.6497025689797848,0.010639068544890811,6,0.9488518235628328,1
-1.5058096005052615,0.25784975337007465,6,0.9325189164139036,1
-1.418980304958601,0.2912525421487478,6,0.9224198650083408,1
-1.3975118761545118,0.6010872050566315,6,0.9042469594646342,1
-1.4379091346950095,0.7122455126450145,6,0.8937110624303051,1
-1.2617783205715851,0.7562195519558963,6,0.8803961303402756,1
-0.9573381116816099,0.7145365130307034,6,0.8742788088373403,1
-1.1523325140551006,0.8788994017317885,6,0.8716809058836855,1
-0.9183136130500327,0.7118217680491147,6,0.8780381365584506,1
-0.7160482604129205,0.6967240298978397,6,0.8697997907053165,1
-1.0059102592316729,0.40115487391210986,6,0.8985203524612659,1
-1.0185077078834894,0.41122309336400437,6,0.8919483856016456,1
0.1447292278224261,0.4012358239957913,8,0.8264873087335177,3
0.5466857216266996,0.34731475953780794,8,0.8363093790518715,3
0.3922624211095609,0.2976955370679802,8,0.8379241387575695,3
0.24043174217774801,0.2732876735807873,8,0.8381274883067256,3
0.6060110187516565,0.2461302596800253,8,0.846278955178527,3
0.905223844084557,0.22686183041975522,8,0.8557505880392935,3
1.073020326124033,0.15795359532717126,8,0.8654045023794765,3
1.3573836583951864,0.05294829673502962,8,0.8798332170067014,3
1.6948066698860633,-0.06675493497713485,8,0.8973520590977346,3
1.6189855995274405,-0.0748296045981925,8,0.8988734252482438,3
1.6739775140999869,-0.09589474150698034,8,0.8987672779424509,3
1.8344950902108454,0.2152317269587163,8,0.8720862047312552,3
2.034262433013794,0.523975630611053,8,0.845464525495,3
2.1573106438609813,0.7644782330600358,8,0.8248318537731798,3
2.2335513034936376,0.872331936903176,8,0.813697046127529,3
2.263320861843391,0.9605895044437088,8,0.8060576520724396,3
2.0708752669315023,0.6891867545058413,8,0.830720839929789,3
1.862456062637843,0.35765333240003894,8,0.8599814893295974,3
2.0085064509126114,0.4937564511679565,8,0.8460932843870491,3
2.0420285665695586,0.5064126307976314,8,0.8455777016621615,3
2.0639148352499883,0.6033381671502017,8,0.8347275552248721,3
2.098728087882203,0.9717227759392998,8,0.8044239416111146,3
2.088783813073649,1.006973612248861,8,0.800037030405405,3
1.8075055958649118,0.6642703191454113,8,0.8304319234522477,3
2.0093265189287006,0.9499169590464784,8,0.8048354360722783,3
1.840118992616497,0.7207647776233932,8,0.82329774502152,3
2.0302665740488903,0.5601578035920206,8,0.8337856228754431,3
1.6900558802701036,0.4377919100445764,8,0.8394692006305571,3
1.7507807942712066,0.48692566904279955,8,0.8344511348044781,3
1.5957656089357732,0.6191688154793833,8,0.8213807167971361,3
1.7009495615884567,1.0106687070046052,8,0.7861739806721559,3
1.6333211737124578,0.9105224866505512,8,0.7940303111241669,3
2.2143313930314217,1.4682949812490964,8,0.7503918022084101,3
2.3982903029304867,1.8157590744252143,8,0.7178537323378633,3
2.3773523798939804,1.4793718360573054,8,0.7486565773911937,3
2.524855055216579,1.4275546236324104,8,0.7532364054015297,3
2.35856538704948,1.3072712353734932,8,0.7616478834526095,3
1.909319054067395,0.874155123002739,8,0.7919735650026027,3
1.6047823330357556,0.38297007948612904,8,0.8312604225601673,3
1.3612357271901003,0.026028435371624577,8,0.856443951920394,3
1.2708284776929404,-0.20301745395093518,8,0.8757933117951225,3
1.1962948896548482,-0.3397872248383714,8,0.8840947660570689,0
1.2489907482971556,-0.39248269651637263,8,0.8874143785542252,0
1.3922777237959805,-0.1876715536840459,8,0.8727732405433108,3
1.2644574194537836,-0.14986051976766082,8,0.8700589449126139,3
1.6844018935870504,0.2958898167011001,8,0.8381298006038698,3
1.6223906688104508,0.3778586394826653,8,0.8343670895141301,3
1.8784134236425916,0.5028371092098596,8,0.8291496604750005,3
1.9307917868616733,0.5205260170582869,8,0.8280474637755958,3
2.4983599330583925,0.939518280234291,8,0.7963796696111569,3
2.0161146640314898,0.44763390633761524,8,0.8308672324971257,3
2.3056751135347433,0.5491731071001957,8,0.8209447825269887,3
2.1817785176119675,0.5033848928239788,8,0.8252795766063112,3
2.1522870272104524,0.5202153757525716,8,0.820419154824403,3
1.7295841925990998,0.16754077561199748,8,0.8483404387516599,3
2.197033454612159,0.6933163721896316,8,0.809924421172175,3
2.128446725582623,0.769763633043872,8,0.8047337237590417,3
2.181254976299207,0.7975520403404877,8,0.7978601140945727,3
2.0699214150245,0.777652087843575,8,0.7976310351061711,3
1.9374683668418033,0.6541264462361974,8,0.8045023287475594,3
1.5372682353758178,0.13070003255566845,8,0.8478904651866251,3
1.8546539713674393,0.46018749277217774,8,0.8190894874453516,3
2.330386930257436,0.7299683564072587,8,0.8036447359175203,3
2.6088153246259167,0.6298569494915963,8,0.819733340947594,3
3.3177470459633813,1.1389922463311812,8,0.7827562241820718,3
3.2122969431992168,0.8521124062386929,8,0.8012565060758933,3
3.1313633673621624,0.5765430198709741,8,0.8243235473440589,3
3.129064142260363,0.5570641114525402,8,0.825587472846825,3
3.124900577845362,0.6817324595001838,8,0.8113602114246344,3
2.8864632007077358,0.48610751878564723,8,0.8242043344362079,3
2.878548383771808,0.6570421788400646,8,0.8094677486921624,3
2.88567469696826,0.6027639412266085,8,0.814428281150156,3
2.5845026334507097,0.39516976805076176,8,0.8279473218271939,3
2.6667656941817923,0.43226696246468205,8,0.8261006158955503,3
2.611211045929279,0.4097032306049087,8,0.8273954295578456,3
3.093004579843045,0.8068526716052323,8,0.7987177006878129,3
2.786457695303991,0.6182769996500087,8,0.8120502750634119,3
2.825883915459327,0.560605536133587,8,0.8190578939391289,3
2.973531928635847,0.7595746917507976,8,0.8024149042855907,3
2.975662270496341,0.7078397687615118,8,0.8058610811670445,3
2.4784800776178155,0.5504127046720564,8,0.8269813069239518,3
