Cluster,PCA1_mean,PCA1_std,PCA2_mean,PCA2_std,Extent_MA_mean,Extent_MA_std
0,1.0750982556669002,0.7707604170066238,-1.3604735368480507,0.5481982978379384,0.5836347083212537,0.061493827869637516
1,-2.0140696151946367,1.0737046757097104,0.20269163135717824,0.8125798427463857,0.6031339148651724,0.07283126356638486
2,5.173219955443755,0.5301354727348275,0.36702435481572643,0.6332398743748475,0.4135595912599663,0.01783304761943178
3,1.6736444740217509,0.9190059248269938,0.699617002729384,0.4770872485360619,0.5900522433516568,0.06736284484412884
