Cluster,PCA1_mean,PCA1_std,PCA2_mean,PCA2_std,Area_MA_mean,Area_MA_std
0,1.0246949664252756,0.6461085430683093,1.485584173108734,0.536080708445805,41847.333479532164,11481.66422012975
1,-1.1545909682217046,0.6373364153565098,-0.31392821552089933,0.8198037484410229,30478.177602108037,7437.83403596266
2,4.905048595851814,0.5002191534843169,-0.15963569104706904,0.6128504114714846,79050.80497835498,3984.966670679433
3,1.4014021679654385,0.849711101225494,-0.6302897491700953,0.5301296780675043,54481.38806306307,16969.48815240469
4,-3.1282440759684333,0.7074491039075801,0.1194051441235898,0.7282412332963089,22077.812595419848,3963.9885565460136
