Cell Number,Frame,Area,Perimeter,Extent,Solidity,Compactness,Elongation,Circularity,Convexity,Centroid_X,Centroid_Y,X_Centroid_Distance,Y_Centroid_Distance,X_Centroid_Velocity,Y_Centroid_Velocity
60,47.77777777777778,29253.333333333332,1073.402119958414,0.8198820982683392,0.5807636414840118,0.35830684559773673,0.9231138706467292,0.7112809859607174,0.4991582763520014,757.1702138581884,1283.535764410719,-1.4554148595221552,1.6216510934829986,0.2190074409976767,0.8406098209189555
61,36.0,22819.0,1279.553091730266,0.6044435474024056,0.3494806292114136,0.17754231434913767,0.8690443132388765,0.7993053573989682,0.3241025062270722,155.94764757709603,80.46017026204609,-2.1743204513221195,-1.2953183213684756,-2.1743204513221195,-1.2953183213684756
63,59.0,17354.571428571428,850.4087659107638,0.7612133499859954,0.531658519174458,0.3167935187476446,0.8981082581570649,0.7495671622534738,0.4358285723095278,1286.0729709138686,1264.355720945481,-0.7390667942314296,0.30330973321107585,-0.5933022872535376,0.2996700561316378
64,58.714285714285715,25514.428571428572,1103.237790761525,0.6594220776523353,0.5363530178555853,0.26409415358833677,0.9015543042367027,0.8097797263220686,0.3667110194782418,1257.5892703342276,99.11805009322539,0.47586027524152996,1.7477104759026199,1.2766178562918462,0.6140363757357112
66,73.66666666666667,33778.46666666667,1073.8591096891155,0.862539311677163,0.6245868125737919,0.42151341603916587,0.9412578722840382,0.6855977333237286,0.5323971401081792,914.6960013886761,109.70731337049749,0.06468212116910763,-0.30941119628463315,-0.0025728868620758286,0.1695527361859818
70,59.166666666666664,40591.166666666664,1218.9055069886417,0.8409630854176865,0.6201035035091342,0.36321664908332485,0.9262231425974554,0.7288375840788818,0.49750779046089777,942.4983115632195,108.62402455766437,-0.25875708953854354,0.1518154683392107,-0.8616486325150303,-0.41171605270799416
71,61.714285714285715,72409.57142857143,1967.6772618921677,0.7853869127949047,0.6710272928681026,0.23774891354879818,0.8614278783530125,0.8264944470496552,0.38602289405611095,1158.77006670678,1881.4304992567093,-2.1783416980446355,-0.10033273149393349,-0.2846343019060839,-0.07923535052475704
72,80.6,42489.2,1406.9580946064461,0.7983781607999894,0.5805936791215653,0.27654729377139586,0.881643405579128,0.7792834210696795,0.4338593747745361,862.3672153596432,113.28571069052575,-4.269371846604599,-0.009639667096882932,0.021758982892874767,0.3322720606878754
73,72.24,24366.56,860.3165393173169,0.8578914754856412,0.6393939493078189,0.4285211241114941,0.958677335162502,0.7016367386081661,0.5177544247710113,694.6218316787069,1280.422554030881,-1.292324280947223,-0.2659991334937058,0.6119428050845914,-0.1727240783459424
78,87.28571428571429,25096.071428571428,922.7914523799874,0.823460645139364,0.5174583878246174,0.38062325191603597,0.9685023192726662,0.6891942767477236,0.5086135128210981,615.6112607209847,2463.852663539891,-3.6002285432510917,0.04135257035165653,-1.382228594214066,-0.0730229279230605
79,75.16666666666667,36302.38888888889,1428.361533707933,0.8587169365346983,0.6789790756095976,0.22472319349334458,0.971664133997491,0.8932594767326952,0.31723705644768446,1023.6582440360476,2461.076573513758,-2.707881521600421,0.1904566507505226,-1.8688234680083882,-0.007689881782692341
83,82.21428571428571,23545.35714285714,840.8968842841481,0.8697660123040917,0.6160816044824332,0.43995999736585406,0.9656313510710409,0.6663295437188327,0.5484765883255974,671.5720003300337,1277.5483849704378,-1.984225158820282,0.008523959854203764,-1.2952410908389251,-0.12201885224722724
84,79.25,17268.75,1210.6157915666004,0.713700950977733,0.5947077152172526,0.14810546583882997,0.9629652410559426,0.9292227378841807,0.2402443162913992,1206.9933296460763,1908.4334674864099,-1.132038122854567,0.6365824180979871,0.5260631880969904,0.0757257895791435
87,82.33333333333333,31184.333333333332,1420.1696603029498,0.6552931639477464,0.4754454881079968,0.19494523542185502,0.8693929363749282,0.8498080775717245,0.33285911465986456,1207.9869340131006,1271.7769630784435,0.8123340516337976,2.605814609479315,0.44258492451436066,0.9949717718961514
90,93.1,45693.0,1815.331460584273,0.7318297058010127,0.6287898045280458,0.1746344683705977,0.9307137163010498,0.9110050979164452,0.2790121700241173,960.7349158496056,2464.1480386199814,-0.7235996548602543,0.6011571920028927,-1.0649681781708904,0.5671108106896402
96,93.5,24570.5,804.2226547895302,0.8802062619581796,0.6253207048005271,0.4779306912640603,0.979106172842723,0.6512566813806612,0.5658395319298175,654.5685232370074,1281.8159050151905,-2.0160932247349876,0.15247135866678718,-2.0160932247349876,0.15247135866678718
