Cell Number,Frame,Area,Perimeter,Extent,Solidity,Compactness,Elongation,Circularity,Convexity,Centroid_X,Centroid_Y,X_Centroid_Distance,Y_Centroid_Distance,X_Centroid_Velocity,Y_Centroid_Velocity
1,0,9949.0,822.0081886954629,0.8211455926048201,0.5383658008658009,0.18502780936893373,0.8327791692184244,0.8740441013465131,0.33751674843445073,309.8787817871143,54.86846115187457,0.0,0.0,0.0,0.0
1,1,9713.0,812.286363288515,0.8084061589679568,0.5624203821656051,0.1849885840018763,0.8516988663301025,0.8774445512262783,0.32958710037228905,309.7956223617832,58.25975084937713,-0.08315942533107545,3.3912896975025575,-0.08315942533107545,3.3912896975025575
1,2,10552.0,827.98484809835,0.8266353309831571,0.5461697722567288,0.19341932698087885,0.8549250706745137,0.8661656359353314,0.34695384302884275,308.02040940106144,56.50818043972707,-1.775212960721774,-1.751570409650057,-1.775212960721774,-1.751570409650057
1,3,9347.0,775.1025971044414,0.8061233290211298,0.5315627843494085,0.1955076351678827,0.8860684245578869,0.8841797960905787,0.32104039862243955,299.72911522413614,59.74687921258158,-8.291294176925305,3.2386987728545122,-8.291294176925305,3.2386987728545122
1,4,10094.0,836.8010819142764,0.8079724645801649,0.5429216867469879,0.18114597906780833,0.8637583682774247,0.8859100702053634,0.3174194625136852,293.56968892411334,59.35980978799287,-6.159426300022801,-0.3870694245887094,-6.159426300022801,-0.3870694245887094
1,5,10168.0,799.723917448001,0.8413736036408771,0.5485541648683643,0.199786082970967,0.9071633510924487,0.8916323579740173,0.31330087398371775,287.50317073170737,60.671876475216365,-6.066518192405965,1.312066687223492,-6.066518192405965,1.312066687223492
1,6,10759.0,849.4041122946065,0.8216113020236732,0.5392441860465116,0.18739286585225592,0.8825273553875334,0.8876122937290261,0.3194510730755957,304.1805781206432,62.30472348731295,16.67740738893582,1.6328470120965832,16.67740738893582,1.6328470120965832
1,7,10979.0,823.2386360737624,0.8481922126081582,0.5270257296466974,0.2035734609755524,0.9044173389902058,0.8860589181171371,0.323098790774798,291.38244648875127,62.42082885508699,-12.79813163189192,0.11610536777403979,-12.79813163189192,0.11610536777403979
1,8,11247.0,825.3868683519032,0.8635595823095823,0.5629129129129129,0.2074586029356635,0.891367306320827,0.8839531204576478,0.3290384221715424,290.73298123944164,61.12406152751846,-0.6494652493096282,-1.2967673275685314,-0.6494652493096282,-1.2967673275685314
1,9,10986.0,821.4102089490164,0.8403579897498661,0.5353279407465159,0.20461113586466279,0.8935432042767375,0.8845376592912304,0.32453278948390524,287.5746368104861,61.73856544693246,-3.1583444289555587,0.6145039194140054,-3.1583444289555587,0.6145039194140054
1,10,11065.0,827.8010819142763,0.8404861374857577,0.5711852157753459,0.2029127342060366,0.891305158773199,0.8893801407946548,0.3185582024832649,286.76408133755086,61.972059647537286,-0.8105554729352207,0.23349420060482373,-0.8105554729352207,0.23349420060482373
1,11,11622.0,850.5878784786798,0.8354539572999784,0.5513282732447817,0.20186097023192204,0.8923180859682502,0.8904413296208418,0.31846478210547297,290.34917570125623,62.5270590259852,3.585094363705366,0.554999378447917,3.585094363705366,0.554999378447917
1,12,11824.0,856.866053071732,0.8438481301741364,0.5339595375722543,0.20237106168103608,0.8935146415685048,0.8894446085832479,0.32185201634577043,290.3219857916103,62.82080852503384,-0.02718990964592649,0.2937494990486371,-0.02718990964592649,0.2937494990486371
1,13,12467.0,834.8599564173222,0.8703574420552919,0.5828424497428705,0.22477321722369323,0.9147915930628923,0.8829651409843193,0.3335236028108118,292.3286019090399,64.2702269992781,2.006616117429587,1.4494184742442542,2.006616117429587,1.4494184742442542
1,14,11205.0,770.4629867976522,0.8843027385368164,0.569359756097561,0.2372019008457024,0.9358484311622317,0.876040693549266,0.341042400959952,285.911932173137,64.01382240071398,-6.416669735902872,-0.25640459856411724,-6.416669735902872,-0.25640459856411724
1,16,11761.0,782.2558800164657,0.8800508829691709,0.5878148740503798,0.24152185820484962,0.9265432906570318,0.8760786464040229,0.34328049810126915,281.1644758098801,64.83277612447921,-4.747456363256902,0.8189537237652331,-2.373728181628451,0.40947686188261656
1,17,12634.0,816.9543648263005,0.8870945091981464,0.6350658489996984,0.23787847281132976,0.9280402348505117,0.8836451843262438,0.33358121623813575,289.78839955675164,66.6870413170809,8.623923746871526,1.8542651926016873,8.623923746871526,1.8542651926016873
1,18,13430.0,894.1736649163068,0.8822176969059975,0.6191222570532915,0.2110775899440553,0.9041317396832618,0.8892316434620251,0.3237789825836447,293.68531645569624,66.44840506329115,3.896916898944596,-0.23863625378974973,3.896916898944596,-0.23863625378974973
1,19,11623.0,808.717820793591,0.8750282315741926,0.6214178785286569,0.22332331984208556,0.8965260302433734,0.8793149591532695,0.339896703447467,279.9351079755657,66.63344747483438,-13.750208480130539,0.18504241154323608,-13.750208480130539,0.18504241154323608
1,20,13492.0,843.1025971044413,0.8938651119650192,0.6711102268205332,0.23852029747869047,0.9185724185601563,0.8808168636207014,0.3361456069609078,286.0535517343611,66.34404980729322,6.118443758795422,-0.28939766754116647,6.118443758795422,-0.28939766754116647
1,21,13485.0,863.4518395093589,0.8750811161583387,0.640495867768595,0.22729222323948878,0.9108218374382137,0.8824634295384137,0.331609216694617,284.0868550241009,66.01405710048202,-1.966696710260237,-0.32999270681119697,-1.966696710260237,-0.32999270681119697
1,22,13466.0,838.7888886054567,0.8926748425588332,0.6726273726273726,0.24051553708564355,0.9300405095844793,0.8814715493639909,0.333288672761579,283.7812802613991,67.24521312936285,-0.30557476270178086,1.2311560288808323,-0.30557476270178086,1.2311560288808323
1,23,13461.0,864.7655480083436,0.8891017173051519,0.6760924158714214,0.22619886946812792,0.8988323136903908,0.8805175768970723,0.33530149116339897,281.78516009211796,66.88778248272789,-1.9961201692811414,-0.3574306466349668,-1.9961201692811414,-0.3574306466349668
1,24,12722.0,822.747258045114,0.8765933990215669,0.6665968037725962,0.2361741538433503,0.9089851071840118,0.8776936019524576,0.33774078439814037,278.38244301210506,67.23367709479642,-3.4027170800129056,0.345894612068534,-3.4027170800129056,0.345894612068534
1,25,12735.0,831.6173157302028,0.8820473749826846,0.6757402101241643,0.23139915370197323,0.9016947948452679,0.8760337196025829,0.3397680052823216,277.16431566548886,67.57843737730664,-1.2181273466161997,0.3447602825102223,-1.2181273466161997,0.3447602825102223
