lr,batch_size,hidden_sizes,epochs,mse,r2
0.0001,8,"(256, 128, 128, 64, 64, 16, 8)",500,57.8177,-0.0013
0.0001,8,"(512, 256, 256, 128, 32, 32, 8)",100,63.189,-0.0943
0.0001,8,"(512, 256, 256, 128, 32, 32, 8)",200,66.9828,-0.16
0.0001,8,"(512, 256, 256, 128, 32, 32, 8)",300,64.8898,-0.1237
0.0001,8,"(512, 256, 256, 128, 32, 32, 8)",400,63.589,-0.1012
0.0001,8,"(512, 256, 256, 128, 32, 32, 8)",500,63.0322,-0.0916
0.0001,8,"(256, 128, 64, 64, 32, 8, 8)",100,64.305,-0.1136
0.0001,8,"(256, 128, 64, 64, 32, 8, 8)",200,64.2103,-0.112
0.0001,8,"(256, 128, 64, 64, 32, 8, 8)",300,68.9086,-0.1933
0.0001,8,"(256, 128, 64, 64, 32, 8, 8)",400,63.2535,-0.0954
0.0001,8,"(256, 128, 64, 64, 32, 8, 8)",500,57.8491,-0.0018
0.0001,8,"(256, 128, 128, 64, 64, 32, 8)",100,60.9913,-0.0562
0.0001,8,"(256, 128, 128, 64, 64, 32, 8)",200,66.374,-0.1494
0.0001,8,"(256, 128, 128, 64, 64, 32, 8)",300,61.7463,-0.0693
0.0001,8,"(256, 128, 128, 64, 64, 32, 8)",400,57.7697,-0.0004
0.0001,8,"(256, 128, 128, 64, 64, 32, 8)",500,59.496,-0.0303
0.0001,8,"(64, 32, 32, 16, 8)",100,58.3226,-0.01
0.0001,8,"(64, 32, 32, 16, 8)",200,60.1486,-0.0416
0.0001,8,"(64, 32, 32, 16, 8)",300,60.5632,-0.0488
0.0001,8,"(64, 32, 32, 16, 8)",400,63.2912,-0.096
0.0001,8,"(64, 32, 32, 16, 8)",500,65.485,-0.134
0.0001,8,"(32, 32, 16, 8)",100,57.6438,0.0018
0.0001,8,"(32, 32, 16, 8)",200,58.913,-0.0202
0.0001,8,"(32, 32, 16, 8)",300,59.1146,-0.0237
0.0001,8,"(32, 32, 16, 8)",400,60.0632,-0.0401
0.0001,8,"(32, 32, 16, 8)",500,62.5407,-0.083
0.0001,12,"(1024, 512, 256, 128, 64, 32, 16, 8)",100,64.5668,-0.1181
0.0001,12,"(1024, 512, 256, 128, 64, 32, 16, 8)",200,60.7078,-0.0513
0.0001,12,"(1024, 512, 256, 128, 64, 32, 16, 8)",300,61.3474,-0.0624
0.0001,12,"(1024, 512, 256, 128, 64, 32, 16, 8)",400,60.5742,-0.049
0.0001,12,"(1024, 512, 256, 128, 64, 32, 16, 8)",500,62.8642,-0.0887
0.0001,12,"(512, 256, 128, 64, 32, 16, 8)",100,62.599,-0.0841
0.0001,12,"(512, 256, 128, 64, 32, 16, 8)",200,63.6056,-0.1015
0.0001,12,"(512, 256, 128, 64, 32, 16, 8)",300,64.4309,-0.1158
0.0001,12,"(512, 256, 128, 64, 32, 16, 8)",400,63.2424,-0.0952
0.0001,12,"(512, 256, 128, 64, 32, 16, 8)",500,63.0497,-0.0919
0.0001,12,"(256, 128, 64, 32, 16, 8)",100,59.9211,-0.0377
0.0001,12,"(256, 128, 64, 32, 16, 8)",200,62.0952,-0.0753
0.0001,12,"(256, 128, 64, 32, 16, 8)",300,63.5209,-0.1
0.0001,12,"(256, 128, 64, 32, 16, 8)",400,60.8727,-0.0542
0.0001,12,"(256, 128, 64, 32, 16, 8)",500,66.7758,-0.1564
0.0001,12,"(128, 64, 32, 16, 8)",100,58.0266,-0.0049
0.0001,12,"(128, 64, 32, 16, 8)",200,63.5993,-0.1014
0.0001,12,"(128, 64, 32, 16, 8)",300,63.4818,-0.0993
0.0001,12,"(128, 64, 32, 16, 8)",400,63.5797,-0.101
0.0001,12,"(128, 64, 32, 16, 8)",500,63.4207,-0.0983
0.0001,12,"(64, 32, 16, 8)",100,57.881,-0.0024
0.0001,12,"(64, 32, 16, 8)",200,58.8167,-0.0186
0.0001,12,"(64, 32, 16, 8)",300,59.6886,-0.0337
0.0001,12,"(64, 32, 16, 8)",400,60.4406,-0.0467
0.0001,12,"(64, 32, 16, 8)",500,62.3355,-0.0795
0.0001,12,"(32, 16, 8)",100,57.9037,-0.0027
0.0001,12,"(32, 16, 8)",200,58.0529,-0.0053
0.0001,12,"(32, 16, 8)",300,58.4821,-0.0128
0.0001,12,"(32, 16, 8)",400,60.4695,-0.0472
0.0001,12,"(32, 16, 8)",500,60.8179,-0.0532
0.0001,12,"(16, 8)",100,57.7375,0.0001
0.0001,12,"(16, 8)",200,57.6328,0.0019
0.0001,12,"(16, 8)",300,57.9422,-0.0034
0.0001,12,"(16, 8)",400,57.7867,-0.0007
0.0001,12,"(16, 8)",500,58.0729,-0.0057
0.0001,12,"(256, 128, 128, 64, 64, 16, 8)",100,64.2511,-0.1127
0.0001,12,"(256, 128, 128, 64, 64, 16, 8)",200,62.9412,-0.09
0.0001,12,"(256, 128, 128, 64, 64, 16, 8)",300,65.3048,-0.1309
0.0001,12,"(256, 128, 128, 64, 64, 16, 8)",400,60.8248,-0.0533
0.0001,12,"(256, 128, 128, 64, 64, 16, 8)",500,62.2919,-0.0787
0.0001,12,"(512, 256, 256, 128, 32, 32, 8)",100,60.961,-0.0557
0.0001,12,"(512, 256, 256, 128, 32, 32, 8)",200,65.1707,-0.1286
0.0001,12,"(512, 256, 256, 128, 32, 32, 8)",300,56.8406,0.0157
0.0001,12,"(512, 256, 256, 128, 32, 32, 8)",400,61.834,-0.0708
0.0001,12,"(512, 256, 256, 128, 32, 32, 8)",500,59.4994,-0.0304
0.0001,12,"(256, 128, 64, 64, 32, 8, 8)",100,62.2037,-0.0772
0.0001,12,"(256, 128, 64, 64, 32, 8, 8)",200,63.0438,-0.0918
0.0001,12,"(256, 128, 64, 64, 32, 8, 8)",300,63.0081,-0.0911
0.0001,12,"(256, 128, 64, 64, 32, 8, 8)",400,64.8102,-0.1224
0.0001,12,"(256, 128, 64, 64, 32, 8, 8)",500,62.6486,-0.0849
0.0001,12,"(256, 128, 128, 64, 64, 32, 8)",100,64.0367,-0.109
0.0001,12,"(256, 128, 128, 64, 64, 32, 8)",200,63.74,-0.1038
0.0001,12,"(256, 128, 128, 64, 64, 32, 8)",300,65.867,-0.1407
0.0001,12,"(256, 128, 128, 64, 64, 32, 8)",400,59.1134,-0.0237
0.0001,12,"(256, 128, 128, 64, 64, 32, 8)",500,61.0853,-0.0578
0.0001,12,"(64, 32, 32, 16, 8)",100,58.5777,-0.0144
0.0001,12,"(64, 32, 32, 16, 8)",200,58.6931,-0.0164
0.0001,12,"(64, 32, 32, 16, 8)",300,61.9202,-0.0723
0.0001,12,"(64, 32, 32, 16, 8)",400,62.2656,-0.0783
0.0001,12,"(64, 32, 32, 16, 8)",500,62.1217,-0.0758
0.0001,12,"(32, 32, 16, 8)",100,57.7529,-0.0001
0.0001,12,"(32, 32, 16, 8)",200,57.7118,0.0006
0.0001,12,"(32, 32, 16, 8)",300,59.6163,-0.0324
0.0001,12,"(32, 32, 16, 8)",400,61.4537,-0.0642
0.0001,12,"(32, 32, 16, 8)",500,59.4602,-0.0297
0.0001,16,"(1024, 512, 256, 128, 64, 32, 16, 8)",100,63.1087,-0.0929
0.0001,16,"(1024, 512, 256, 128, 64, 32, 16, 8)",200,58.9099,-0.0202
0.0001,16,"(1024, 512, 256, 128, 64, 32, 16, 8)",300,62.1158,-0.0757
0.0001,16,"(1024, 512, 256, 128, 64, 32, 16, 8)",400,65.6174,-0.1363
0.0001,16,"(1024, 512, 256, 128, 64, 32, 16, 8)",500,58.7416,-0.0173
0.0001,16,"(512, 256, 128, 64, 32, 16, 8)",100,63.1149,-0.093
0.0001,16,"(512, 256, 128, 64, 32, 16, 8)",200,63.0163,-0.0913
0.0001,16,"(512, 256, 128, 64, 32, 16, 8)",300,61.7466,-0.0693
0.0001,16,"(512, 256, 128, 64, 32, 16, 8)",400,55.6205,0.0368
0.0001,16,"(512, 256, 128, 64, 32, 16, 8)",500,62.4291,-0.0811
0.0001,16,"(256, 128, 64, 32, 16, 8)",100,59.3149,-0.0272
0.0001,16,"(256, 128, 64, 32, 16, 8)",200,60.4521,-0.0469
0.0001,16,"(256, 128, 64, 32, 16, 8)",300,64.2224,-0.1122
0.0001,16,"(256, 128, 64, 32, 16, 8)",400,61.4973,-0.065
0.0001,16,"(256, 128, 64, 32, 16, 8)",500,61.1888,-0.0596
0.0001,16,"(128, 64, 32, 16, 8)",100,58.1649,-0.0073
0.0001,16,"(128, 64, 32, 16, 8)",200,61.0394,-0.0571
0.0001,16,"(128, 64, 32, 16, 8)",300,62.6767,-0.0854
0.0001,16,"(128, 64, 32, 16, 8)",400,61.8808,-0.0716
0.0001,16,"(128, 64, 32, 16, 8)",500,62.9701,-0.0905
0.0001,16,"(64, 32, 16, 8)",100,57.6916,0.0009
0.0001,16,"(64, 32, 16, 8)",200,58.3535,-0.0105
0.0001,16,"(64, 32, 16, 8)",300,59.111,-0.0237
0.0001,16,"(64, 32, 16, 8)",400,60.1388,-0.0415
0.0001,16,"(64, 32, 16, 8)",500,61.8622,-0.0713
0.0001,16,"(32, 16, 8)",100,57.6332,0.0019
0.0001,16,"(32, 16, 8)",200,57.6891,0.001
0.0001,16,"(32, 16, 8)",300,58.2469,-0.0087
0.0001,16,"(32, 16, 8)",400,59.1067,-0.0236
0.0001,16,"(32, 16, 8)",500,59.8103,-0.0358
0.0001,16,"(16, 8)",100,57.9307,-0.0032
0.0001,16,"(16, 8)",200,57.7756,-0.0005
0.0001,16,"(16, 8)",300,57.6417,0.0018
0.0001,16,"(16, 8)",400,57.3284,0.0072
0.0001,16,"(16, 8)",500,58.4663,-0.0125
0.0001,16,"(256, 128, 128, 64, 64, 16, 8)",100,60.3344,-0.0448
0.0001,16,"(256, 128, 128, 64, 64, 16, 8)",200,61.1532,-0.059
0.0001,16,"(256, 128, 128, 64, 64, 16, 8)",300,73.8964,-0.2797
0.0001,16,"(256, 128, 128, 64, 64, 16, 8)",400,63.5418,-0.1004
0.0001,16,"(256, 128, 128, 64, 64, 16, 8)",500,64.6748,-0.12
0.0001,16,"(512, 256, 256, 128, 32, 32, 8)",100,62.2078,-0.0773
0.0001,16,"(512, 256, 256, 128, 32, 32, 8)",200,67.3575,-0.1665
0.0001,16,"(512, 256, 256, 128, 32, 32, 8)",300,61.4158,-0.0636
0.0001,16,"(512, 256, 256, 128, 32, 32, 8)",400,58.3192,-0.0099
0.0001,16,"(512, 256, 256, 128, 32, 32, 8)",500,55.7398,0.0347
0.0001,16,"(256, 128, 64, 64, 32, 8, 8)",100,61.4612,-0.0644
0.0001,16,"(256, 128, 64, 64, 32, 8, 8)",200,63.4685,-0.0991
0.0001,16,"(256, 128, 64, 64, 32, 8, 8)",300,63.0423,-0.0917
0.0001,16,"(256, 128, 64, 64, 32, 8, 8)",400,65.9082,-0.1414
0.0001,16,"(256, 128, 64, 64, 32, 8, 8)",500,67.8134,-0.1744
0.0001,16,"(256, 128, 128, 64, 64, 32, 8)",100,63.5298,-0.1002
0.0001,16,"(256, 128, 128, 64, 64, 32, 8)",200,62.4478,-0.0814
0.0001,16,"(256, 128, 128, 64, 64, 32, 8)",300,59.1808,-0.0249
0.0001,16,"(256, 128, 128, 64, 64, 32, 8)",400,63.3855,-0.0977
0.0001,16,"(256, 128, 128, 64, 64, 32, 8)",500,60.7287,-0.0517
0.0001,16,"(64, 32, 32, 16, 8)",100,57.9274,-0.0032
0.0001,16,"(64, 32, 32, 16, 8)",200,59.6735,-0.0334
0.0001,16,"(64, 32, 32, 16, 8)",300,61.8523,-0.0711
0.0001,16,"(64, 32, 32, 16, 8)",400,60.0548,-0.04
0.0001,16,"(64, 32, 32, 16, 8)",500,62.2903,-0.0787
0.0001,16,"(32, 32, 16, 8)",100,57.8622,-0.002
0.0001,16,"(32, 32, 16, 8)",200,58.474,-0.0126
0.0001,16,"(32, 32, 16, 8)",300,58.552,-0.014
0.0001,16,"(32, 32, 16, 8)",400,59.6446,-0.0329
0.0001,16,"(32, 32, 16, 8)",500,59.6891,-0.0337
0.0001,24,"(1024, 512, 256, 128, 64, 32, 16, 8)",100,62.8496,-0.0884
0.0001,24,"(1024, 512, 256, 128, 64, 32, 16, 8)",200,63.3558,-0.0972
0.0001,24,"(1024, 512, 256, 128, 64, 32, 16, 8)",300,61.3155,-0.0618
0.0001,24,"(1024, 512, 256, 128, 64, 32, 16, 8)",400,67.6025,-0.1707
0.0001,24,"(1024, 512, 256, 128, 64, 32, 16, 8)",500,58.4319,-0.0119
0.0001,24,"(512, 256, 128, 64, 32, 16, 8)",100,63.5423,-0.1004
0.0001,24,"(512, 256, 128, 64, 32, 16, 8)",200,64.2744,-0.1131
0.0001,24,"(512, 256, 128, 64, 32, 16, 8)",300,64.6771,-0.12
0.0001,24,"(512, 256, 128, 64, 32, 16, 8)",400,70.4231,-0.2196
0.0001,24,"(512, 256, 128, 64, 32, 16, 8)",500,60.4533,-0.0469
0.0001,24,"(256, 128, 64, 32, 16, 8)",100,60.1398,-0.0415
0.0001,24,"(256, 128, 64, 32, 16, 8)",200,62.2225,-0.0775
0.0001,24,"(256, 128, 64, 32, 16, 8)",300,62.2655,-0.0783
0.0001,24,"(256, 128, 64, 32, 16, 8)",400,61.9414,-0.0727
0.0001,24,"(256, 128, 64, 32, 16, 8)",500,67.8374,-0.1748
0.0001,24,"(128, 64, 32, 16, 8)",100,58.0593,-0.0054
0.0001,24,"(128, 64, 32, 16, 8)",200,61.7603,-0.0695
0.0001,24,"(128, 64, 32, 16, 8)",300,60.6542,-0.0504
0.0001,24,"(128, 64, 32, 16, 8)",400,63.9986,-0.1083
0.0001,24,"(128, 64, 32, 16, 8)",500,63.5527,-0.1006
0.0001,24,"(64, 32, 16, 8)",100,57.975,-0.004
0.0001,24,"(64, 32, 16, 8)",200,58.3475,-0.0104
0.0001,24,"(64, 32, 16, 8)",300,58.9819,-0.0214
0.0001,24,"(64, 32, 16, 8)",400,59.8857,-0.0371
0.0001,24,"(64, 32, 16, 8)",500,60.618,-0.0498
0.0001,24,"(32, 16, 8)",100,57.7893,-0.0008
0.0001,24,"(32, 16, 8)",200,57.5847,0.0028
0.0001,24,"(32, 16, 8)",300,57.8147,-0.0012
0.0001,24,"(32, 16, 8)",400,58.1492,-0.007
0.0001,24,"(32, 16, 8)",500,56.9749,0.0133
0.0001,24,"(16, 8)",100,57.8581,-0.002
0.0001,24,"(16, 8)",200,57.8142,-0.0012
0.0001,24,"(16, 8)",300,57.7512,-0.0001
0.0001,24,"(16, 8)",400,57.6428,0.0018
0.0001,24,"(16, 8)",500,57.8067,-0.0011
0.0001,24,"(256, 128, 128, 64, 64, 16, 8)",100,61.4126,-0.0635
0.0001,24,"(256, 128, 128, 64, 64, 16, 8)",200,62.2653,-0.0783
0.0001,24,"(256, 128, 128, 64, 64, 16, 8)",300,67.9032,-0.1759
0.0001,24,"(256, 128, 128, 64, 64, 16, 8)",400,60.4444,-0.0467
0.0001,24,"(256, 128, 128, 64, 64, 16, 8)",500,57.6599,0.0015
0.0001,24,"(512, 256, 256, 128, 32, 32, 8)",100,61.9779,-0.0733
0.0001,24,"(512, 256, 256, 128, 32, 32, 8)",200,62.5271,-0.0828
0.0001,24,"(512, 256, 256, 128, 32, 32, 8)",300,60.5088,-0.0479
0.0001,24,"(512, 256, 256, 128, 32, 32, 8)",400,60.5165,-0.048
0.0001,24,"(512, 256, 256, 128, 32, 32, 8)",500,57.4191,0.0056
0.0001,24,"(256, 128, 64, 64, 32, 8, 8)",100,61.0251,-0.0568
0.0001,24,"(256, 128, 64, 64, 32, 8, 8)",200,62.1035,-0.0755
0.0001,24,"(256, 128, 64, 64, 32, 8, 8)",300,63.2903,-0.096
0.0001,24,"(256, 128, 64, 64, 32, 8, 8)",400,57.5742,0.003
0.0001,24,"(256, 128, 64, 64, 32, 8, 8)",500,64.459,-0.1163
0.0001,24,"(256, 128, 128, 64, 64, 32, 8)",100,61.5851,-0.0665
0.0001,24,"(256, 128, 128, 64, 64, 32, 8)",200,62.8433,-0.0883
0.0001,24,"(256, 128, 128, 64, 64, 32, 8)",300,58.9126,-0.0202
0.0001,24,"(256, 128, 128, 64, 64, 32, 8)",400,60.1489,-0.0416
0.0001,24,"(256, 128, 128, 64, 64, 32, 8)",500,60.4346,-0.0466
0.0001,24,"(64, 32, 32, 16, 8)",100,57.7764,-0.0005
0.0001,24,"(64, 32, 32, 16, 8)",200,60.0307,-0.0396
0.0001,24,"(64, 32, 32, 16, 8)",300,61.3348,-0.0622
0.0001,24,"(64, 32, 32, 16, 8)",400,62.0968,-0.0754
0.0001,24,"(64, 32, 32, 16, 8)",500,61.1721,-0.0593
0.0001,24,"(32, 32, 16, 8)",100,57.5326,0.0037
0.0001,24,"(32, 32, 16, 8)",200,58.0408,-0.0051
0.0001,24,"(32, 32, 16, 8)",300,58.9885,-0.0215
0.0001,24,"(32, 32, 16, 8)",400,59.7717,-0.0351
0.0001,24,"(32, 32, 16, 8)",500,60.3772,-0.0456
0.0001,32,"(1024, 512, 256, 128, 64, 32, 16, 8)",100,62.93,-0.0898
0.0001,32,"(1024, 512, 256, 128, 64, 32, 16, 8)",200,67.0717,-0.1615
0.0001,32,"(1024, 512, 256, 128, 64, 32, 16, 8)",300,61.0144,-0.0566
0.0001,32,"(1024, 512, 256, 128, 64, 32, 16, 8)",400,61.794,-0.0701
0.0001,32,"(1024, 512, 256, 128, 64, 32, 16, 8)",500,57.6656,0.0014
0.0001,32,"(512, 256, 128, 64, 32, 16, 8)",100,61.8557,-0.0712
0.0001,32,"(512, 256, 128, 64, 32, 16, 8)",200,62.1309,-0.076
0.0001,32,"(512, 256, 128, 64, 32, 16, 8)",300,62.4658,-0.0818
0.0001,32,"(512, 256, 128, 64, 32, 16, 8)",400,62.0289,-0.0742
0.0001,32,"(512, 256, 128, 64, 32, 16, 8)",500,64.3815,-0.1149
0.0001,32,"(256, 128, 64, 32, 16, 8)",100,58.5735,-0.0143
0.0001,32,"(256, 128, 64, 32, 16, 8)",200,61.3398,-0.0623
0.0001,32,"(256, 128, 64, 32, 16, 8)",300,64.104,-0.1101
0.0001,32,"(256, 128, 64, 32, 16, 8)",400,60.0338,-0.0396
0.0001,32,"(256, 128, 64, 32, 16, 8)",500,59.3927,-0.0285
0.0001,32,"(128, 64, 32, 16, 8)",100,58.0328,-0.005
0.0001,32,"(128, 64, 32, 16, 8)",200,58.4451,-0.0121
0.0001,32,"(128, 64, 32, 16, 8)",300,60.3409,-0.045
0.0001,32,"(128, 64, 32, 16, 8)",400,60.1317,-0.0413
0.0001,32,"(128, 64, 32, 16, 8)",500,60.0643,-0.0402
0.0001,32,"(64, 32, 16, 8)",100,57.4648,0.0049
0.0001,32,"(64, 32, 16, 8)",200,57.6762,0.0012
0.0001,32,"(64, 32, 16, 8)",300,57.9445,-0.0035
0.0001,32,"(64, 32, 16, 8)",400,59.7937,-0.0355
0.0001,32,"(64, 32, 16, 8)",500,57.7488,-0.0001
0.0001,32,"(32, 16, 8)",100,57.6287,0.002
0.0001,32,"(32, 16, 8)",200,57.7083,0.0006
0.0001,32,"(32, 16, 8)",300,58.1485,-0.007
0.0001,32,"(32, 16, 8)",400,57.8794,-0.0023
0.0001,32,"(32, 16, 8)",500,57.9793,-0.0041
0.0001,32,"(16, 8)",100,57.6473,0.0017
0.0001,32,"(16, 8)",200,58.0568,-0.0054
0.0001,32,"(16, 8)",300,57.8246,-0.0014
0.0001,32,"(16, 8)",400,57.5434,0.0035
0.0001,32,"(16, 8)",500,58.1,-0.0061
0.0001,32,"(256, 128, 128, 64, 64, 16, 8)",100,61.6088,-0.0669
0.0001,32,"(256, 128, 128, 64, 64, 16, 8)",200,66.0534,-0.1439
0.0001,32,"(256, 128, 128, 64, 64, 16, 8)",300,68.6522,-0.1889
0.0001,32,"(256, 128, 128, 64, 64, 16, 8)",400,66.1258,-0.1451
0.0001,32,"(256, 128, 128, 64, 64, 16, 8)",500,64.8848,-0.1236
0.0001,32,"(512, 256, 256, 128, 32, 32, 8)",100,63.1936,-0.0944
0.0001,32,"(512, 256, 256, 128, 32, 32, 8)",200,69.7189,-0.2074
0.0001,32,"(512, 256, 256, 128, 32, 32, 8)",300,67.2862,-0.1652
0.0001,32,"(512, 256, 256, 128, 32, 32, 8)",400,63.6287,-0.1019
0.0001,32,"(512, 256, 256, 128, 32, 32, 8)",500,58.8753,-0.0196
0.0001,32,"(256, 128, 64, 64, 32, 8, 8)",100,57.8412,-0.0017
0.0001,32,"(256, 128, 64, 64, 32, 8, 8)",200,57.7641,-0.0003
0.0001,32,"(256, 128, 64, 64, 32, 8, 8)",300,66.5364,-0.1522
0.0001,32,"(256, 128, 64, 64, 32, 8, 8)",400,70.4345,-0.2197
0.0001,32,"(256, 128, 64, 64, 32, 8, 8)",500,65.358,-0.1318
0.0001,32,"(256, 128, 128, 64, 64, 32, 8)",100,60.6401,-0.0501
0.0001,32,"(256, 128, 128, 64, 64, 32, 8)",200,61.5234,-0.0654
0.0001,32,"(256, 128, 128, 64, 64, 32, 8)",300,57.6248,0.0021
0.0001,32,"(256, 128, 128, 64, 64, 32, 8)",400,60.7025,-0.0512
0.0001,32,"(256, 128, 128, 64, 64, 32, 8)",500,63.299,-0.0962
0.0001,32,"(64, 32, 32, 16, 8)",100,57.599,0.0025
0.0001,32,"(64, 32, 32, 16, 8)",200,58.9752,-0.0213
0.0001,32,"(64, 32, 32, 16, 8)",300,59.903,-0.0374
0.0001,32,"(64, 32, 32, 16, 8)",400,60.8538,-0.0538
0.0001,32,"(64, 32, 32, 16, 8)",500,61.109,-0.0583
0.0001,32,"(32, 32, 16, 8)",100,57.5839,0.0028
0.0001,32,"(32, 32, 16, 8)",200,57.5741,0.003
0.0001,32,"(32, 32, 16, 8)",300,58.5458,-0.0139
0.0001,32,"(32, 32, 16, 8)",400,60.1336,-0.0414
0.0001,32,"(32, 32, 16, 8)",500,59.193,-0.0251
0.0005,8,"(1024, 512, 256, 128, 64, 32, 16, 8)",100,62.332,-0.0794
0.0005,8,"(1024, 512, 256, 128, 64, 32, 16, 8)",200,59.6675,-0.0333
0.0005,8,"(1024, 512, 256, 128, 64, 32, 16, 8)",300,63.0911,-0.0926
0.0005,8,"(1024, 512, 256, 128, 64, 32, 16, 8)",400,67.7597,-0.1734
0.0005,8,"(1024, 512, 256, 128, 64, 32, 16, 8)",500,64.1253,-0.1105
0.0005,8,"(512, 256, 128, 64, 32, 16, 8)",100,58.6094,-0.015
0.0005,8,"(512, 256, 128, 64, 32, 16, 8)",200,64.1868,-0.1116
0.0005,8,"(512, 256, 128, 64, 32, 16, 8)",300,63.9505,-0.1075
0.0005,8,"(512, 256, 128, 64, 32, 16, 8)",400,64.1823,-0.1115
0.0005,8,"(512, 256, 128, 64, 32, 16, 8)",500,68.1096,-0.1795
0.0005,8,"(256, 128, 64, 32, 16, 8)",100,60.7479,-0.052
0.0005,8,"(256, 128, 64, 32, 16, 8)",200,62.1879,-0.0769
0.0005,8,"(256, 128, 64, 32, 16, 8)",300,59.6318,-0.0327
0.0005,8,"(256, 128, 64, 32, 16, 8)",400,63.0337,-0.0916
0.0005,8,"(256, 128, 64, 32, 16, 8)",500,59.9437,-0.0381
0.0005,8,"(128, 64, 32, 16, 8)",100,62.1781,-0.0768
0.0005,8,"(128, 64, 32, 16, 8)",200,66.3307,-0.1487
0.0005,8,"(128, 64, 32, 16, 8)",300,70.5691,-0.2221
0.0005,8,"(128, 64, 32, 16, 8)",400,71.1338,-0.2319
0.0005,8,"(128, 64, 32, 16, 8)",500,59.4052,-0.0287
0.0005,8,"(64, 32, 16, 8)",100,63.2151,-0.0947
0.0005,8,"(64, 32, 16, 8)",200,60.819,-0.0532
0.0005,8,"(64, 32, 16, 8)",300,61.157,-0.0591
0.0005,8,"(64, 32, 16, 8)",400,60.953,-0.0556
0.0005,8,"(64, 32, 16, 8)",500,63.3572,-0.0972
0.0005,8,"(32, 16, 8)",100,60.1792,-0.0422
0.0005,8,"(32, 16, 8)",200,61.4094,-0.0635
0.0005,8,"(32, 16, 8)",300,65.9858,-0.1427
0.0005,8,"(32, 16, 8)",400,62.1215,-0.0758
0.0005,8,"(32, 16, 8)",500,60.5365,-0.0483
0.0005,8,"(16, 8)",100,58.9138,-0.0202
0.0005,8,"(16, 8)",200,59.9681,-0.0385
0.0005,8,"(16, 8)",300,61.9214,-0.0723
0.0005,8,"(16, 8)",400,61.459,-0.0643
0.0005,8,"(16, 8)",500,59.3948,-0.0286
0.0005,8,"(256, 128, 128, 64, 64, 16, 8)",100,57.8162,-0.0012
0.0005,8,"(256, 128, 128, 64, 64, 16, 8)",200,60.3852,-0.0457
0.0005,8,"(256, 128, 128, 64, 64, 16, 8)",300,67.8016,-0.1742
0.0005,8,"(256, 128, 128, 64, 64, 16, 8)",400,68.363,-0.1839
0.0005,8,"(256, 128, 128, 64, 64, 16, 8)",500,61.7353,-0.0691
0.0005,8,"(512, 256, 256, 128, 32, 32, 8)",100,61.6377,-0.0674
0.0005,8,"(512, 256, 256, 128, 32, 32, 8)",200,67.4804,-0.1686
0.0005,8,"(512, 256, 256, 128, 32, 32, 8)",300,58.0687,-0.0056
0.0005,8,"(512, 256, 256, 128, 32, 32, 8)",400,71.281,-0.2344
0.0005,8,"(512, 256, 256, 128, 32, 32, 8)",500,66.885,-0.1583
0.0005,8,"(256, 128, 64, 64, 32, 8, 8)",100,58.0816,-0.0058
0.0005,8,"(256, 128, 64, 64, 32, 8, 8)",200,69.4178,-0.2021
0.0005,8,"(256, 128, 64, 64, 32, 8, 8)",300,65.7266,-0.1382
0.0005,8,"(256, 128, 64, 64, 32, 8, 8)",400,72.1036,-0.2487
0.0005,8,"(256, 128, 64, 64, 32, 8, 8)",500,64.7819,-0.1219
0.0005,8,"(256, 128, 128, 64, 64, 32, 8)",100,62.3767,-0.0802
0.0005,8,"(256, 128, 128, 64, 64, 32, 8)",200,63.6493,-0.1022
0.0005,8,"(256, 128, 128, 64, 64, 32, 8)",300,70.2486,-0.2165
0.0005,8,"(256, 128, 128, 64, 64, 32, 8)",400,74.5226,-0.2905
0.0005,8,"(256, 128, 128, 64, 64, 32, 8)",500,69.9687,-0.2117
0.0005,8,"(64, 32, 32, 16, 8)",100,61.5933,-0.0666
0.0005,8,"(64, 32, 32, 16, 8)",200,59.4576,-0.0297
0.0005,8,"(64, 32, 32, 16, 8)",300,60.2457,-0.0433
0.0005,8,"(64, 32, 32, 16, 8)",400,69.7595,-0.2081
0.0005,8,"(64, 32, 32, 16, 8)",500,59.1505,-0.0243
0.0005,8,"(32, 32, 16, 8)",100,61.2421,-0.0606
0.0005,8,"(32, 32, 16, 8)",200,59.718,-0.0342
0.0005,8,"(32, 32, 16, 8)",300,64.7349,-0.121
0.0005,8,"(32, 32, 16, 8)",400,70.3173,-0.2177
0.0005,8,"(32, 32, 16, 8)",500,65.9897,-0.1428
0.0005,12,"(1024, 512, 256, 128, 64, 32, 16, 8)",100,65.6751,-0.1373
0.0005,12,"(1024, 512, 256, 128, 64, 32, 16, 8)",200,64.2337,-0.1124
0.0005,12,"(1024, 512, 256, 128, 64, 32, 16, 8)",300,67.5951,-0.1706
0.0005,12,"(1024, 512, 256, 128, 64, 32, 16, 8)",400,66.1064,-0.1448
0.0005,12,"(1024, 512, 256, 128, 64, 32, 16, 8)",500,68.2009,-0.1811
0.0005,12,"(512, 256, 128, 64, 32, 16, 8)",100,58.6357,-0.0154
0.0005,12,"(512, 256, 128, 64, 32, 16, 8)",200,63.0735,-0.0923
0.0005,12,"(512, 256, 128, 64, 32, 16, 8)",300,65.323,-0.1312
0.0005,12,"(512, 256, 128, 64, 32, 16, 8)",400,59.3254,-0.0274
0.0005,12,"(512, 256, 128, 64, 32, 16, 8)",500,64.4939,-0.1169
